,bhk,price_sqft_price,Carpet_Area,SuperArea,Status,Floor,Transaction,Furnishing,facing,Society,Ownership,Car_Parking,Bathroom,Balcony,overlooking,Under_Construction
330,2 BHK Apartment for Sale in Thiruvanmiyur Chennai,"1.20 Cr10,909 per sqft",1000 sqft,NAN,Ready to Move,3 out of 3,Resale,Unfurnished,North,NAN,Freehold,NAN,2,1,Main Road,NAN
331,2 BHK Apartment for Sale in Bishop Garden Chennai,"1.30 Cr13,000 per sqft",NAN,1000 sqft,Ready to Move,Ground out of 2,Resale,Semi-Furnished,South,NAN,Leasehold,1 Covered,2,1,Main Road,NAN
332,3 BHK Apartment for Sale in Lakshmi Nagar Madipakkam Chennai,"66.7 Lac6,271 per sqft",1000 sqft,NAN,NAN,1 out of 4,New Property,Unfurnished,East,NAN,Freehold,NAN,2,2,Main Road,Poss. by Aug '24
333,2 BHK Apartment for Sale in Pazhavanthangal Chennai,"37 Lac5,498 per sqft",673 sqft,NAN,Ready to Move,1 out of 1,Resale,Unfurnished,South,NAN,Freehold,NAN,2,1,Main Road,NAN
334,2 BHK Apartment for Sale in Kovilambakkam Chennai,"1.05 Cr9,963 per sqft",NAN,1055 sqft,NAN,1 out of 1,New Property,Unfurnished,NAN,NAN,Freehold,1 Covered,2,NAN,Main Road,Poss. by Jun '26
335,2 BHK Apartment for Sale in Kelambakkam Chennai,"70 Lac5,121 per sqft",NAN,1367 sqft,Ready to Move,3 out of 13,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,2,1,NAN,NAN
336,2 BHK Apartment for Sale in Pallavaram Chennai,54 Lac,1000 sqft,NAN,Ready to Move,4 out of 4,Resale,Unfurnished,South,NAN,Freehold,NAN,2,1,NAN,NAN
337,2 BHK Apartment for Sale in jain Housing professor colony Chennai,"75 Lac8,108 per sqft",900 sqft,NAN,Ready to Move,2 out of 60,Resale,Unfurnished,NAN,NAN,NAN,NAN,2,1,NAN,NAN
338,1 BHK Apartment for Sale in Sholinganallur Chennai,"25 Lac5,241 per sqft",345 sqft,NAN,Ready to Move,3 out of 3,Resale,Unfurnished,East,NAN,NAN,NAN,1,1,NAN,NAN
339,2 BHK Apartment for Sale in Rajakilpakkam Chennai,"46 Lac5,169 per sqft",NAN,890 sqft,Ready to Move,1 out of 2,Resale,Furnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
340,3 BHK Apartment for Sale in Choolaimedu Chennai,1.25 Cr,1600 sqft,NAN,Ready to Move,2 out of 2,Resale,Unfurnished,East,NAN,Freehold,NAN,2,2,NAN,NAN
341,3 BHK Apartment for Sale in Padur Chennai,"52 Lac5,664 per sqft",NAN,918 sqft,Ready to Move,8 out of 19,Resale,Unfurnished,West,NAN,Freehold,805 Open,2,NAN,"Pool, Garden/Park",NAN
342,2 BHK Apartment for Sale in Rajakilpakkam Chennai,"54 Lac5,217 per sqft",1035 sqft,NAN,Ready to Move,2 out of 2,Resale,Semi-Furnished,North,NAN,Freehold,1 Covered,2,1,Garden/Park,NAN
343,2 BHK Apartment for Sale in Mandaveli Chennai,"2.30 Cr19,393 per sqft",NAN,1186 sqft,Ready to Move,2 out of 2,Resale,Furnished,North,NAN,Freehold,1 Covered,2,1,NAN,NAN
344,3 BHK Apartment for Sale in Nungambakkam Chennai,"2.20 Cr12,828 per sqft",1715 sqft,NAN,Ready to Move,3 out of 4,Resale,Semi-Furnished,North,NAN,Freehold,NAN,3,2,Main Road,NAN
345,1 BHK Apartment for Sale in Poonamallee Chennai,"19.5 Lac4,472 per sqft",380 sqft,NAN,NAN,2 out of 2,Resale,Unfurnished,East,NAN,Freehold,NAN,1,NAN,"Garden/Park, Main Road",Poss. by Jun '24
346,2 BHK Builder Floor for Sale in Villivakkam Chennai,"53 Lac6,726 per sqft",NAN,788 sqft,Ready to Move,2 out of 3,Resale,Unfurnished,NAN,NAN,NAN,1 Covered,2,2,NAN,NAN
347,2 BHK Apartment for Sale in Thiruvika Nagar Chennai,"62 Lac6,858 per sqft",820 sqft,NAN,Ready to Move,1 out of 3,Resale,Semi-Furnished,East,NAN,Freehold,NAN,2,1,"Garden/Park, Main Road",NAN
348,3 BHK Apartment for Sale in Saligramam Chennai,"1.32 Cr10,154 per sqft",1080 sqft,NAN,Ready to Move,2 out of 2,Resale,Semi-Furnished,North,NAN,Freehold,1 Covered,3,2,Main Road,NAN
349,2 BHK Builder Floor for Sale in Jam Bazaar Chennai,"55 Lac7,051 per sqft",580 sqft,NAN,Ready to Move,2 out of 2,Resale,Unfurnished,South,NAN,Freehold,"1 Covered,",2,NAN,Garden/Park,NAN
350,3 BHK Apartment for Sale in Mount Road Chennai,"7 Cr22,329 per sqft",NAN,3135 sqft,Ready to Move,7 out of 17,New Property,Unfurnished,East,NAN,Freehold,2 Covered,3,1,Garden/Park,NAN
351,2 BHK Apartment for Sale in Moulivakkam Chennai,"55 Lac4,015 per sqft",1170 sqft,NAN,Ready to Move,2 out of 2,Resale,Semi-Furnished,East,NAN,Freehold,"1 Covered,",2,2,Garden/Park,NAN
352,"1 BHK Builder Floor for Sale in Ponniamman Koil Street, Madipakkam Chennai","18 Lac4,091 per sqft",240 sqft,NAN,Ready to Move,1 out of 4,Resale,Semi-Furnished,North,NAN,Freehold,"1 Covered,",1,NAN,"Garden/Park, Main Road",NAN
353,2 BHK Apartment for Sale in Mahindra World City Chennai,"54 Lac5,042 per sqft",NAN,1071 sqft,Ready to Move,2 out of 4,Resale,Semi-Furnished,East,NAN,Freehold,NAN,2,2,Garden/Park,NAN
354,1 BHK Apartment for Sale in Ramapuram Chennai,"31 Lac5,688 per sqft",345 sqft,NAN,Ready to Move,1 out of 2,Resale,Unfurnished,North - West,NAN,Freehold,"1 Covered,",1,NAN,Main Road,NAN
355,2 BHK Apartment for Sale in Chepauk Chennai,"75 Lac8,824 per sqft",800 sqft,NAN,Ready to Move,1 out of 4,Resale,Semi-Furnished,East,NAN,Freehold,"1 Covered,",2,NAN,Main Road,NAN
356,2 BHK Builder Floor for Sale in Peravallur Chennai,"56 Lac6,222 per sqft",862 sqft,NAN,Ready to Move,2 out of 4,Resale,Unfurnished,East,NAN,Freehold,NAN,2,1,"Garden/Park, Main Road",NAN
357,2 BHK Apartment for Sale in Ram Nagar Madipakkam Chennai,"62.9 Lac5,714 per sqft",967 sqft,NAN,Ready to Move,1 out of 3,Resale,Semi-Furnished,North,NAN,Freehold,"1 Covered,",2,NAN,"Garden/Park, Main Road",NAN
358,2 BHK Apartment for Sale in Zamin Pallavaram Chennai,"60 Lac7,059 per sqft",650 sqft,NAN,Ready to Move,1 out of 1,Resale,Semi-Furnished,East,NAN,Freehold,"1 Covered,",2,NAN,"Garden/Park, Main Road",NAN
359,3 BHK Builder Floor for Sale in Pammal Chennai,"65 Lac5,417 per sqft",1000 sqft,NAN,Ready to Move,1 out of 3,Resale,Semi-Furnished,North,NAN,Freehold,"1 Covered,",2,NAN,"Garden/Park, Main Road",NAN
360,2 BHK Apartment for Sale in Kovur Chennai,"50 Lac6,849 per sqft",680 sqft,NAN,Ready to Move,Ground out of 2,Resale,Furnished,North,NAN,Freehold,"1 Covered,",2,NAN,"Garden/Park, Main Road",NAN
361,2 BHK Builder Floor for Sale in Mylapore Chennai,"1.10 Cr10,476 per sqft",NAN,1050 sqft,Ready to Move,Ground out of 2,Resale,Semi-Furnished,South,NAN,Freehold,1 Covered,2,NAN,NAN,NAN
362,3 BHK Apartment for Sale in Thiruvengada Nagar Chennai,"94 Lac6,483 per sqft",1100 sqft,NAN,Ready to Move,3 out of 3,Resale,Semi-Furnished,East,NAN,Freehold,1 Open,3,2,"Garden/Park, Main Road",NAN
363,2 BHK Apartment for Sale in Parthasarathi Puram Chennai,"1.40 Cr12,727 per sqft",940 sqft,NAN,Ready to Move,1 out of 2,Resale,Semi-Furnished,North,NAN,Freehold,NAN,2,2,"Garden/Park, Main Road",NAN
364,2 BHK Builder Floor for Sale in Ambattur Chennai,"35 Lac5,178 per sqft",NAN,676 sqft,Ready to Move,Ground out of 3,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
365,2 BHK Apartment for Sale in Pozhichalur Chennai,35 Lac,NAN,NAN,Ready to Move,2 out of 3,Resale,Unfurnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
366,2 BHK Apartment for Sale in Hasthinapuram Chennai,"39 Lac4,333 per sqft",850 sqft,NAN,Ready to Move,1 out of 2,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,2,2,NAN,NAN
367,2 BHK Apartment for Sale in Madambakkam Chennai,"70 Lac5,556 per sqft",NAN,1260 sqft,Ready to Move,1 out of 1,Resale,Furnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
368,3 BHK Apartment for Sale in Madhanandapuram Chennai,"60 Lac5,556 per sqft",NAN,1080 sqft,Ready to Move,Ground out of 1,Resale,Unfurnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
369,2 BHK Apartment for Sale in Triplicane Chennai,"70 Lac7,928 per sqft",NAN,883 sqft,Ready to Move,1 out of 5,Resale,Semi-Furnished,North,NAN,Freehold,NAN,2,NAN,NAN,NAN
370,4 BHK Apartment for Sale in Sholinganallur Chennai,"2.50 Cr6,579 per sqft",NAN,3800 sqft,Ready to Move,3 out of 3,Resale,Semi-Furnished,East,NAN,Freehold,2 Covered,5,2,Main Road,NAN
371,3 BHK Apartment for Sale in Karapakkam Chennai,"1.10 Cr5,612 per sqft",1700 sqft,NAN,Ready to Move,2 out of 2,Resale,Semi-Furnished,East,NAN,Freehold,NAN,3,2,NAN,NAN
372,2 BHK Builder Floor for Sale in Nanganallur Chennai,"55 Lac7,412 per sqft",650 sqft,NAN,Ready to Move,3 out of 4,Resale,Unfurnished,West,NAN,Freehold,NAN,2,1,NAN,NAN
373,3 BHK Apartment for Sale in Medavakkam Chennai,"1.06 Cr7,500 per sqft",1200 sqft,NAN,Ready to Move,5 out of 5,New Property,Unfurnished,North - East,NAN,Freehold,"1 Covered,",3,NAN,Main Road,NAN
374,3 BHK Apartment for Sale in Pallikaranai Chennai,"86.2 Lac6,700 per sqft",1060 sqft,NAN,Ready to Move,1 out of 2,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,2,Main Road,NAN
375,3 BHK Apartment for Sale in Old Mahabalipuram Road Chennai Chennai,"3.75 Cr20,604 per sqft",NAN,1820 sqft,Ready to Move,13 out of 25,Resale,Unfurnished,North,NAN,Freehold,2 Covered,3,1,"Garden/Park, Main Road",NAN
376,3 BHK Apartment for Sale in Adyar Chennai,"2.30 Cr13,372 per sqft",NAN,1720 sqft,Ready to Move,3 out of 4,New Property,Unfurnished,East,NAN,Freehold,1 Covered,3,3,Main Road,NAN
377,1 BHK Apartment for Sale in Alwartirunagar Chennai,"29.8 Lac6,134 per sqft",400 sqft,NAN,Ready to Move,Ground out of 2,Resale,Semi-Furnished,North,NAN,Freehold,NAN,1,NAN,NAN,NAN
378,2 BHK Apartment for Sale in Thoraipakkam Chennai,"60 Lac5,000 per sqft",750 sqft,NAN,Ready to Move,1 out of 3,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,1,Main Road,NAN
379,2 BHK Apartment for Sale in Pammal Chennai,"51.2 Lac5,800 per sqft",782 sqft,NAN,Ready to Move,1 out of 2,New Property,Unfurnished,West,NAN,Freehold,1 Covered,2,2,Main Road,NAN
380,2 BHK Apartment for Sale in Ambattur Chennai,"60.5 Lac7,126 per sqft",NAN,849 sqft,Ready to Move,2 out of 3,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,NAN,Main Road,NAN
381,3 BHK Apartment for Sale in Thiruvanmiyur Chennai,"2.21 Cr14,000 per sqft",NAN,1584 sqft,Ready to Move,1 out of 2,New Property,Furnished,NAN,NAN,NAN,NAN,2,2,NAN,NAN
382,2 BHK Apartment for Sale in Anna Nagar Chennai,"95 Lac10,270 per sqft",850 sqft,NAN,Ready to Move,Ground out of 3,Resale,Semi-Furnished,North,NAN,Freehold,NAN,2,NAN,Main Road,NAN
383,3 BHK Apartment for Sale in Anna Nagar Chennai,"2.25 Cr15,411 per sqft",1450 sqft,NAN,Ready to Move,1 out of 4,Resale,Semi-Furnished,South,NAN,Freehold,NAN,3,2,NAN,NAN
384,2 BHK Apartment for Sale in Phase 1 Maxworth Nagar Chennai,"71 Lac7,016 per sqft",NAN,1012 sqft,Ready to Move,2 out of 3,New Property,Unfurnished,North,NAN,Freehold,1 Covered,2,1,"Pool, Main Road",NAN
385,3 BHK Apartment for Sale in Ramaniyam Aura Chennai,"1.40 Cr9,797 per sqft",1429 sqft,NAN,Ready to Move,11 out of 12,Resale,Unfurnished,South,NAN,Freehold,NAN,2,3,Main Road,NAN
386,4 BHK Apartment for Sale in 100 Feet Road Chennai,"3.15 Cr11,838 per sqft",2485 sqft,NAN,Ready to Move,4 out of 16,New Property,Unfurnished,East,NAN,Freehold,NAN,4,3,"Garden/Park, Pool, Main Road",NAN
387,2 BHK Builder Floor for Sale in Pallikaranai Chennai,"57 Lac6,977 per sqft",520 sqft,NAN,Ready to Move,1 out of 2,Resale,Unfurnished,North - East,NAN,Freehold,1 Covered,2,1,Main Road,NAN
388,2 BHK Apartment for Sale in Shastri Nagar Adyar Chennai,"90 Lac8,824 per sqft",NAN,1020 sqft,Ready to Move,1 out of 3,Resale,Semi-Furnished,West,NAN,Freehold,NAN,2,1,Main Road,NAN
389,2 BHK Apartment for Sale in Valasaravakkam Chennai,"85 Lac9,140 per sqft",NAN,930 sqft,Ready to Move,Ground out of 1,Resale,Unfurnished,East,NAN,NAN,NAN,2,NAN,NAN,NAN
390,2 BHK Apartment for Sale in Mugalivakkam Chennai,"46.9 Lac6,999 per sqft",500 sqft,NAN,NAN,1 out of 3,New Property,Unfurnished,North,NAN,Freehold,1 Covered,2,2,Garden/Park,Poss. by Dec '24
391,2 BHK Apartment for Sale in Perungudi Chennai,"35 Lac4,375 per sqft",600 sqft,NAN,Ready to Move,1 out of 3,Resale,Semi-Furnished,West,NAN,Freehold,"1 Covered,",2,NAN,"Garden/Park, Main Road",NAN
392,3 BHK Apartment for Sale in Shastri Nagar Adyar Chennai,"2.30 Cr16,429 per sqft",NAN,1400 sqft,Ready to Move,3 out of 4,Resale,Furnished,North,NAN,Freehold,2 Covered,3,2,"Garden/Park, Main Road",NAN
393,4 BHK Builder Floor for Sale in Ashok Nagar Chennai,"3.30 Cr11,364 per sqft",NAN,2904 sqft,Ready to Move,1 out of 2,Resale,Semi-Furnished,NAN,NAN,Freehold,1 Covered,4,1,NAN,NAN
394,3 BHK Apartment for Sale in Chetpet Chennai,"1.90 Cr13,103 per sqft",NAN,1450 sqft,Ready to Move,2 out of 2,Resale,Semi-Furnished,NAN,NAN,Freehold,1 Covered,3,1,NAN,NAN
395,3 BHK Apartment for Sale in Kanathur Chennai,"1.50 Cr6,000 per sqft",2050 sqft,NAN,Ready to Move,1 out of 2,New Property,Furnished,East,NAN,NAN,NAN,4,3,Pool,NAN
396,3 BHK Apartment for Sale in Old Mahabalipuram Road Chennai Chennai,"79.8 Lac6,500 per sqft",NAN,1227 sqft,Ready to Move,2 out of 4,New Property,Semi-Furnished,NAN,NAN,Freehold,1 Covered,3,2,Main Road,NAN
397,3 BHK Apartment for Sale in Mylapore Chennai,"2.19 Cr14,000 per sqft",1197 sqft,NAN,NAN,3 out of 5,Resale,Unfurnished,North,NAN,Freehold,2 Covered,3,1,Main Road,Poss. by Dec '24
398,3 BHK Apartment for Sale in Besant Nagar Chennai,"2.44 Cr16,500 per sqft",1300 sqft,NAN,Ready to Move,2 out of 5,Resale,Semi-Furnished,North,NAN,Freehold,1 Covered,3,2,Main Road,NAN
399,2 BHK Apartment for Sale in Kattukuppam Chennai,"75 Lac5,915 per sqft",NAN,1268 sqft,Ready to Move,4 out of 4,Resale,Unfurnished,East,NAN,Freehold,1 Covered,2,1,"Garden/Park, Pool, Main Road",NAN
400,3 BHK Apartment for Sale in Chromepet Chennai,"85 Lac7,296 per sqft",1165 sqft,NAN,NAN,3 out of 3,Resale,Semi-Furnished,South,NAN,Power Of Attorney,1 Covered,2,1,NAN,Poss. by Jul '24
401,3 BHK Apartment for Sale in Nandanam Extension Chennai,"2.49 Cr16,620 per sqft",1504 sqft,NAN,Ready to Move,1 out of 4,New Property,Unfurnished,North,NAN,Freehold,1 Covered,3,2,Main Road,NAN
402,3 BHK Apartment for Sale in Raghavareddy Colony Chennai,"1.65 Cr11,555 per sqft",NAN,1428 sqft,Ready to Move,1 out of 3,Resale,Unfurnished,East,NAN,Freehold,1 Open,3,2,NAN,NAN
403,3 BHK Apartment for Sale in Sholinganallur Chennai,"1.15 Cr8,846 per sqft",660 sqft,NAN,Ready to Move,1 out of 3,Resale,Furnished,North,NAN,Freehold,1 Covered,2,2,"Garden/Park, Main Road",NAN
404,3 BHK Apartment for Sale in Kolathur Chennai,"52 Lac6,373 per sqft",700 sqft,NAN,Ready to Move,Ground out of 3,Resale,Unfurnished,East,NAN,Freehold,1 Covered,2,NAN,NAN,NAN
405,2 BHK Apartment for Sale in Guduvancherry Chennai,"21 Lac3,553 per sqft",NAN,591 sqft,Ready to Move,Ground out of 3,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
406,3 BHK Apartment for Sale in T Nagar Chennai,"2.80 Cr18,000 per sqft",1532 sqft,NAN,NAN,Ground out of 6,New Property,Furnished,NAN,NAN,Freehold,2 Covered,3,3,NAN,Poss. by Jul '24
407,3 BHK Apartment for Sale in Thiruvanmiyur Chennai,"2.45 Cr13,611 per sqft",1700 sqft,NAN,Ready to Move,1 out of 4,Resale,Unfurnished,South,NAN,Freehold,NAN,3,1,"Garden/Park, Main Road",NAN
408,2 BHK Apartment for Sale in Kumananchavadi Chennai,"70 Lac6,306 per sqft",1100 sqft,NAN,Ready to Move,Ground out of 3,Resale,Unfurnished,South,NAN,Freehold,NAN,2,1,Main Road,NAN
409,3 BHK Builder Floor for Sale in Kilpauk Garden Road Chennai,"3.50 Cr15,217 per sqft",1900 sqft,NAN,Ready to Move,1 out of 2,Resale,Semi-Furnished,East,NAN,Freehold,2 Covered,3,2,Main Road,NAN
410,4 BHK Apartment for Sale in Egmore Chennai,"3.50 Cr13,328 per sqft",2400 sqft,NAN,Ready to Move,1 out of 3,Resale,Semi-Furnished,North,NAN,Freehold,2 Covered,4,3,Main Road,NAN
411,3 BHK Apartment for Sale in Poonamallee Chennai,"80.8 Lac5,499 per sqft",NAN,1470 sqft,Ready to Move,2 out of 3,New Property,Unfurnished,East,NAN,Freehold,NAN,3,3,Main Road,NAN
412,3 BHK Apartment for Sale in Korattur Chennai,"1.79 Cr7,977 per sqft",NAN,2244 sqft,Ready to Move,1 out of 5,Resale,Furnished,East,NAN,Freehold,1 Covered,3,2,"Garden/Park, Main Road",NAN
413,3 BHK Builder Floor for Sale in Kalakshetra Colony Chennai,"2.25 Cr13,975 per sqft",1450 sqft,NAN,Ready to Move,4 out of 4,Resale,Semi-Furnished,North,NAN,Power Of Attorney,1 Covered,3,1,Main Road,NAN
414,3 BHK Builder Floor for Sale in Alwarpet Chennai,"3 Cr16,667 per sqft",1900 sqft,NAN,Ready to Move,4 out of 4,Resale,Semi-Furnished,North,NAN,Freehold,1 Covered,3,3,"Garden/Park, Main Road",NAN
415,3 BHK Apartment for Sale in Anna Nagar Chennai,3 Cr,1822 sqft,NAN,Ready to Move,1 out of 2,New Property,Semi-Furnished,East,NAN,NAN,NAN,3,2,NAN,NAN
416,3 BHK Apartment for Sale in Nungambakkam Chennai,"3.17 Cr19,556 per sqft",NAN,1621 sqft,Ready to Move,2 out of 9,New Property,Unfurnished,North,NAN,Freehold,NAN,3,1,Main Road,NAN
417,2 BHK Apartment for Sale in Perumbakkam Chennai,"40 Lac3,543 per sqft",1000 sqft,NAN,Ready to Move,2 out of 2,Resale,Unfurnished,South,NAN,Freehold,1 Covered,2,2,Garden/Park,NAN
418,4 BHK Apartment for Sale in Royapettah Chennai,"2 Cr11,765 per sqft",1700 sqft,NAN,Ready to Move,2 out of 4,Resale,Semi-Furnished,North,NAN,Freehold,2 Covered,4,3,Main Road,NAN
419,2 BHK Apartment for Sale in Velachery Chennai,"75 Lac7,353 per sqft",950 sqft,NAN,Ready to Move,1 out of 2,Resale,Semi-Furnished,South,NAN,Freehold,1 Covered,2,2,Garden/Park,NAN
420,2 BHK Apartment for Sale in Velachery Chennai,"65 Lac9,286 per sqft",700 sqft,NAN,Ready to Move,Ground out of 2,Resale,Unfurnished,North - East,NAN,Freehold,NAN,2,NAN,Main Road,NAN
421,1 BHK Apartment for Sale in Annanur Chennai,"23 Lac4,340 per sqft",220 sqft,NAN,Ready to Move,Ground out of 2,Resale,Unfurnished,South,NAN,Freehold,NAN,1,1,Garden/Park,NAN
422,2 BHK Builder Floor for Sale in Ambattur Chennai,"45 Lac5,639 per sqft",NAN,798 sqft,Ready to Move,1 out of 2,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
423,3 BHK Apartment for Sale in Moolakadai Chennai,"76.5 Lac6,000 per sqft",NAN,1275 sqft,Ready to Move,Ground out of 2,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
424,2 BHK Builder Floor for Sale in Nanmangalam Manikandan Nagar Chennai,"55 Lac6,279 per sqft",NAN,876 sqft,Ready to Move,2 out of 4,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
425,3 BHK Apartment for Sale in Madambakkam Chennai,"60 Lac5,455 per sqft",900 sqft,NAN,Ready to Move,2 out of 2,Resale,Furnished,North,NAN,Freehold,NAN,3,2,NAN,NAN
426,3 BHK Builder Floor for Sale in Adyar Chennai,"2.34 Cr15,778 per sqft",NAN,1487 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,Poss. by Feb '25
427,4 BHK Apartment for Sale in Guindy Chennai,"3.34 Cr10,750 per sqft",NAN,3111 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,Poss. by Apr '25
428,2 BHK Apartment for Sale in Iyyappanthangal Chennai,"45 Lac2,320 per sqft",880 sqft,NAN,Ready to Move,1 out of 2,Resale,Unfurnished,East,NAN,Freehold,1 Covered,2,1,NAN,NAN
429,2 BHK Builder Floor for Sale in Sholinganallur Chennai,"84.8 Lac8,014 per sqft",643 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,2,NAN,NAN,Poss. by Sep '24
430,1 BHK Apartment for Sale in Thirumazhisai Chennai,"28.1 Lac6,309 per sqft",NAN,446 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,1,NAN,NAN,Poss. by Dec '25
431,2 BHK Builder Floor for Sale in Perungudi Chennai,"84 Lac7,500 per sqft",960 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,2,NAN,NAN,Poss. by Jun '24
432,3 BHK Builder Floor for Sale in Aminjikarai Chennai,"1.37 Cr11,500 per sqft",NAN,1199 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,NAN,NAN,Poss. by Dec '24
433,2 BHK Apartment for Sale in Kelambakkam Chennai,"46.5 Lac4,500 per sqft",NAN,1033 sqft,Ready to Move,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,2,NAN,NAN,NAN
434,2 BHK Apartment for Sale in Old Mahabalipuram Road Chennai Chennai,"65 Lac6,989 per sqft",NAN,930 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,2,NAN,NAN,Poss. by Jul '24
435,2 BHK Apartment for Sale in Medavakkam Chennai,"49 Lac8,153 per sqft",NAN,601 sqft,Ready to Move,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
436,3 BHK Builder Floor for Sale in Thoraipakkam Chennai,"1.10 Cr7,950 per sqft",NAN,1386 sqft,NAN,1 out of 5,New Property,Semi-Furnished,NAN,NAN,NAN,1 Covered,3,NAN,NAN,Poss. by Aug '24
437,2 BHK Apartment for Sale in Ayanambakkam Chennai,"54.7 Lac5,999 per sqft",NAN,912 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,NAN,NAN,Poss. by Dec '24
438,3 BHK Apartment for Sale in Madipakkam Chennai,"1.10 Cr7,432 per sqft",1200 sqft,NAN,Ready to Move,1 out of 3,Resale,Semi-Furnished,South,NAN,Freehold,"1 Covered,",3,1,"Garden/Park, Main Road",NAN
439,3 BHK Apartment for Sale in Sholinganallur Chennai,"81.6 Lac5,810 per sqft",NAN,1405 sqft,Ready to Move,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,NAN
440,3 BHK Apartment for Sale in Medavakkam Chennai,"74 Lac6,727 per sqft",NAN,1100 sqft,Ready to Move,Ground out of 3,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
441,2 BHK Apartment for Sale in Koyambedu Chennai,"95 Lac6,859 per sqft",800 sqft,NAN,Ready to Move,11 out of 16,Resale,Furnished,East,NAN,Freehold,1 Open,2,2,"Garden/Park, Pool, Main Road",NAN
442,2 BHK Apartment for Sale in Sithalapakkam Chennai,"48.7 Lac4,425 per sqft",NAN,1100 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,NAN,NAN,Poss. by Jun '24
443,2 BHK Apartment for Sale in Suriyammapet Chennai,1.10 Cr,761 sqft,NAN,Ready to Move,Ground out of 3,Resale,Unfurnished,North,NAN,NAN,NAN,2,NAN,NAN,NAN
444,2 BHK Apartment for Sale in Kotturpuram Chennai,70 Lac,656 sqft,NAN,Ready to Move,2 out of 2,Resale,Unfurnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
445,2 BHK Apartment for Sale in New Kumaran Nagar Chennai,"51 Lac6,296 per sqft",670 sqft,NAN,Ready to Move,2 out of 3,Resale,Unfurnished,NAN,NAN,NAN,NAN,2,1,NAN,NAN
446,2 BHK Apartment for Sale in Maraimalai Nagar Chennai,"29 Lac5,216 per sqft",NAN,556 sqft,Ready to Move,1 out of 2,Resale,Unfurnished,NAN,NAN,Freehold,NAN,1,1,NAN,NAN
447,2 BHK Apartment for Sale in Anna Nagar West Chennai,"1.60 Cr13,559 per sqft",NAN,1180 sqft,Ready to Move,2 out of 3,Resale,Semi-Furnished,North - West,NAN,Freehold,NAN,2,3,Main Road,NAN
448,2 BHK Apartment for Sale in Kilpauk Chennai,"1.50 Cr12,766 per sqft",900 sqft,NAN,Ready to Move,Ground out of 3,Resale,Unfurnished,North,NAN,Freehold,1 Open,2,NAN,"Garden/Park, Main Road",NAN
449,3 BHK Apartment for Sale in Tondiarpet Chennai,"78 Lac5,932 per sqft",1115 sqft,NAN,Ready to Move,1 out of 4,Resale,Semi-Furnished,South,NAN,Freehold,"1 Covered,",3,1,Main Road,NAN
450,2 BHK Apartment for Sale in Kolapakkam Chennai,"33 Lac4,264 per sqft",NAN,774 sqft,Ready to Move,NAN,Resale,NAN,North,NAN,Freehold,1 Covered,NAN,NAN,NAN,NAN
451,2 BHK Builder Floor for Sale in Noothencheri Chennai,"32.5 Lac3,963 per sqft",620 sqft,NAN,Ready to Move,1 out of 3,Resale,Semi-Furnished,South,NAN,Freehold,"1 Covered,",2,NAN,"Garden/Park, Main Road",NAN
452,2 BHK Apartment for Sale in Kelambakkam Chennai,"35 Lac3,500 per sqft",900 sqft,NAN,Ready to Move,2 out of 2,Resale,Unfurnished,East,NAN,Freehold,NAN,2,2,Main Road,NAN
