,bhk,price_sqft_price,Carpet_Area,SuperArea,Status,Floor,Transaction,Furnishing,facing,Society,Ownership,Car_Parking,Bathroom,Balcony,overlooking,Under_Construction
764,2 BHK Apartment for Sale in Medavakkam Chennai,"70 Lac6,917 per sqft",876 sqft,NAN,NAN,5 out of 5,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,1,"Garden/Park, Pool, Main Road",Poss. by Aug '25
765,3 BHK Apartment for Sale in Aminjikarai Chennai,"2.37 Cr10,304 per sqft",2170 sqft,NAN,Ready to Move,7 out of 10,New Property,Semi-Furnished,South,NAN,Freehold,NAN,4,3,Main Road,NAN
766,3 BHK Apartment for Sale in Kilpauk Chennai,"1.70 Cr11,724 per sqft",NAN,1450 sqft,Ready to Move,3 out of 4,Resale,Unfurnished,East,NAN,Freehold,1 Covered,3,2,Garden/Park,NAN
767,2 BHK Apartment for Sale in Mangadu Chennai,"54.7 Lac6,688 per sqft",NAN,818 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,NAN,NAN,Poss. by Oct '28
768,3 BHK Builder Floor for Sale in Besant Nagar Chennai,"2.60 Cr19,000 per sqft",1098 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,Poss. by Jul '25
769,3 BHK Apartment for Sale in Choolaimedu Chennai,"1.33 Cr10,129 per sqft",1212 sqft,NAN,Ready to Move,2 out of 3,New Property,Unfurnished,North,NAN,Freehold,NAN,3,2,Main Road,NAN
770,2 BHK Builder Floor for Sale in Thiruvanmiyur Chennai,"1 Cr11,765 per sqft",NAN,850 sqft,Ready to Move,2 out of 2,New Property,Semi-Furnished,South,NAN,Freehold,1 Covered,2,1,Garden/Park,NAN
771,2 BHK Builder Floor for Sale in Ambattur Chennai,"51.5 Lac5,250 per sqft",NAN,981 sqft,Ready to Move,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
772,2 BHK Builder Floor for Sale in Valasaravakkam Chennai,"55.7 Lac6,997 per sqft",NAN,796 sqft,Ready to Move,3 out of 3,New Property,Unfurnished,North,NAN,Freehold,NAN,2,1,Main Road,NAN
773,3 BHK Apartment for Sale in Pallikaranai Chennai,"99 Lac7,489 per sqft",1122 sqft,NAN,Ready to Move,2 out of 10,Resale,Semi-Furnished,West,NAN,Freehold,1 Covered,2,1,Main Road,NAN
774,3 BHK Apartment for Sale in Sterling Road Chennai,"4.25 Cr20,423 per sqft",NAN,2081 sqft,Ready to Move,7 out of 9,Resale,Semi-Furnished,North,NAN,Freehold,2 Covered,3,1,Garden/Park,NAN
775,3 BHK Builder Floor for Sale in Perungudi Chennai,"1.45 Cr8,788 per sqft",1000 sqft,NAN,Ready to Move,1 out of 4,Resale,Unfurnished,South,NAN,Freehold,NAN,3,2,Main Road,NAN
776,3 BHK Apartment for Sale in Egattur Chennai,"2.40 Cr11,163 per sqft",1850 sqft,NAN,Ready to Move,NAN,Resale,Furnished,West,NAN,Freehold,2 Covered,3,3,"Garden/Park, Main Road",NAN
777,3 BHK Builder Floor for Sale in T Nagar Chennai,"3.32 Cr18,527 per sqft",NAN,1792 sqft,Ready to Move,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,NAN
778,2 BHK Builder Floor for Sale in Virugambakkam Chennai,"1.53 Cr12,750 per sqft",845 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,2,NAN,NAN,Poss. by Aug '24
779,3 BHK Apartment for Sale in Shastri Nagar Adyar Chennai,"2.50 Cr15,152 per sqft",1600 sqft,NAN,Ready to Move,2 out of 3,Resale,Semi-Furnished,NAN,NAN,Freehold,2 Covered,3,3,Garden/Park,NAN
780,3 BHK Apartment for Sale in Zamin Pallavaram Chennai,"1.45 Cr7,967 per sqft",1600 sqft,NAN,Ready to Move,12 out of 14,Resale,Semi-Furnished,East,NAN,Freehold,"1 Covered,",3,1,"Pool, Main Road",NAN
781,3 BHK Apartment for Sale in Nungambakkam Chennai,"6.28 Cr20,000 per sqft",NAN,3140 sqft,Ready to Move,1 out of 5,New Property,Semi-Furnished,North,NAN,Freehold,2 Covered,3,2,Main Road,NAN
782,2 BHK Apartment for Sale in South Thirumalai Nagar Chennai,"65 Lac7,995 per sqft",NAN,813 sqft,Ready to Move,1 out of 2,Resale,Semi-Furnished,East,NAN,NAN,NAN,2,1,NAN,NAN
783,3 BHK Apartment for Sale in A Block Annanagar East Chennai,"3.89 Cr21,107 per sqft",1180 sqft,NAN,NAN,8 out of 16,New Property,Unfurnished,North,NAN,Freehold,1 Covered,3,1,Garden/Park,Poss. by Dec '27
784,2 BHK Apartment for Sale in Kovilambakkam Chennai,"85 Lac9,101 per sqft",750 sqft,NAN,NAN,5 out of 18,New Property,Unfurnished,East,NAN,Freehold,NAN,2,1,"Garden/Park, Pool, Main Road",Poss. by Jun '26
785,2 BHK Builder Floor for Sale in Kovur Chennai,"41.2 Lac4,850 per sqft",800 sqft,NAN,Ready to Move,2 out of 3,Resale,Unfurnished,West,NAN,Freehold,NAN,2,1,NAN,NAN
786,2 BHK Apartment for Sale in Pallikaranai Chennai,"45 Lac5,294 per sqft",850 sqft,NAN,Ready to Move,1 out of 2,Resale,Unfurnished,South,NAN,Freehold,NAN,2,1,NAN,NAN
787,2 BHK Apartment for Sale in Old Mahabalipuram Road Chennai Chennai,"48 Lac5,217 per sqft",820 sqft,NAN,Ready to Move,14 out of 19,Resale,Semi-Furnished,East,NAN,Freehold,"1 Covered,",2,1,"Garden/Park, Main Road",NAN
788,1 BHK Apartment for Sale in Avadi Chennai,"27 Lac4,470 per sqft",604 sqft,NAN,Ready to Move,2 out of 8,Resale,Semi-Furnished,North,NAN,Freehold,NAN,1,1,"Garden/Park, Main Road",NAN
789,3 BHK Apartment for Sale in Alwarpet Chennai,"4 Cr20,000 per sqft",1800 sqft,NAN,Ready to Move,2 out of 4,Resale,Unfurnished,North,NAN,Freehold,2 Covered,3,3,NAN,NAN
790,3 BHK Apartment for Sale in Navalur Chennai,"65 Lac4,351 per sqft",1268 sqft,NAN,Ready to Move,3 out of 4,Resale,Semi-Furnished,South,NAN,Freehold,NAN,3,2,NAN,NAN
791,3 BHK Builder Floor for Sale in Thoraipakkam Chennai,"98.5 Lac7,956 per sqft",NAN,1238 sqft,NAN,2 out of 5,New Property,Unfurnished,North,NAN,Freehold,NAN,2,1,Garden/Park,Poss. by Mar '25
792,3 BHK Apartment for Sale in Kilpauk Garden Colony Chennai,"2.60 Cr16,250 per sqft",5000 sqft,NAN,Ready to Move,3 out of 3,New Property,Semi-Furnished,East,NAN,Freehold,2 Covered,3,3,"Garden/Park, Pool, Main Road",NAN
793,3 BHK Apartment for Sale in Irungattukottai Chennai,"45 Lac4,091 per sqft",NAN,1100 sqft,Ready to Move,4 out of 5,Resale,Unfurnished,NAN,NAN,Freehold,1 Covered,2,1,Garden/Park,NAN
794,4 BHK Apartment for Sale in Saidapet Chennai,"3.25 Cr12,466 per sqft",870 sqft,NAN,Ready to Move,14 out of 60,New Property,Unfurnished,East,NAN,Freehold,"3 Covered,",4,2,"Garden/Park, Pool, Main Road",NAN
795,2 BHK Apartment for Sale in Saligramam Chennai,"40 Lac5,195 per sqft",670 sqft,NAN,Ready to Move,3 out of 3,Resale,Unfurnished,West,NAN,Freehold,NAN,2,1,Main Road,NAN
796,3 BHK Apartment for Sale in T Nagar Chennai,"3.25 Cr21,077 per sqft",1350 sqft,NAN,NAN,1 out of 5,Resale,Unfurnished,North,NAN,Freehold,NAN,3,1,Main Road,Poss. by Dec '24
797,3 BHK Apartment for Sale in Shankar Nagar Pammal Chennai,"82 Lac6,608 per sqft",1041 sqft,NAN,Ready to Move,6 out of 11,Resale,Semi-Furnished,South,NAN,Freehold,NAN,2,NAN,"Garden/Park, Pool, Main Road",NAN
798,2 BHK Apartment for Sale in Guduvancheri Chennai,"32 Lac3,941 per sqft",525 sqft,NAN,NAN,3 out of 4,Resale,Unfurnished,East,NAN,Freehold,NAN,2,1,NAN,Poss. by Jul '24
799,3 BHK Apartment for Sale in Kilpauk Chennai,"2.39 Cr11,950 per sqft",1900 sqft,NAN,Ready to Move,2 out of 4,Resale,Furnished,West,NAN,Freehold,NAN,3,2,Main Road,NAN
800,2 BHK Apartment for Sale in Siruseri Chennai,"45 Lac5,769 per sqft",680 sqft,NAN,Ready to Move,1 out of 4,Resale,Semi-Furnished,East,NAN,Freehold,"1 Covered,",1,NAN,"Garden/Park, Main Road",NAN
801,3 BHK Apartment for Sale in Thiruvanmiyur Chennai,"1.76 Cr12,999 per sqft",1200 sqft,NAN,Ready to Move,1 out of 4,Resale,Semi-Furnished,NAN,NAN,Freehold,1 Covered,3,2,Main Road,NAN
802,3 BHK Apartment for Sale in Tambaram West Tambaram Chennai,"52 Lac4,195 per sqft",NAN,1239 sqft,Ready to Move,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,3,NAN,NAN,NAN
803,3 BHK Apartment for Sale in Kolapakkam Chennai,"1.03 Cr7,618 per sqft",1082 sqft,NAN,Ready to Move,2 out of 4,Resale,Semi-Furnished,East,NAN,Freehold,2 Covered,3,2,Garden/Park,NAN
804,3 BHK Apartment for Sale in Kelambakkam Chennai,"46 Lac3,976 per sqft",NAN,1157 sqft,Ready to Move,7 out of 8,Resale,Furnished,East,NAN,Freehold,NAN,3,1,Pool,NAN
805,3 BHK Apartment for Sale in Pallavaram Chennai,"1.70 Cr11,039 per sqft",1100 sqft,NAN,Ready to Move,1 out of 14,Resale,Furnished,East,NAN,Freehold,"1 Covered,",3,1,"Garden/Park, Pool, Main Road",NAN
806,3 BHK Apartment for Sale in Padur Chennai,"89.9 Lac6,124 per sqft",NAN,1468 sqft,Ready to Move,18 out of 19,New Property,Unfurnished,West,NAN,Freehold,NAN,3,1,Main Road,NAN
807,2 BHK Apartment for Sale in Manapakkam Chennai,"65.7 Lac7,170 per sqft",NAN,917 sqft,Ready to Move,3 out of 3,New Property,Unfurnished,East,NAN,Freehold,NAN,2,1,Main Road,NAN
808,2 BHK Apartment for Sale in Dhanalakshmi Nagar Vanagaram Chennai,"81.1 Lac7,500 per sqft",731 sqft,NAN,Ready to Move,2 out of 14,Resale,Unfurnished,North,NAN,Freehold,NAN,2,2,NAN,NAN
809,2 BHK Apartment for Sale in Ayanambakkam Chennai,"41 Lac5,119 per sqft",NAN,801 sqft,Ready to Move,1 out of 2,Resale,Unfurnished,East,NAN,Freehold,NAN,2,1,NAN,NAN
810,2 BHK Builder Floor for Sale in Anakaputhur Chennai,"39 Lac5,508 per sqft",690 sqft,NAN,Ready to Move,1 out of 2,Resale,Semi-Furnished,NAN,NAN,Freehold,NAN,1,2,Main Road,NAN
811,3 BHK Apartment for Sale in Anna Nagar West Chennai,"1.48 Cr11,462 per sqft",1150 sqft,NAN,Ready to Move,3 out of 3,Resale,Semi-Furnished,East,NAN,Freehold,NAN,3,4,"Garden/Park, Main Road",NAN
812,2 BHK Apartment for Sale in Poonamallee Chennai,"26 Lac3,892 per sqft",580 sqft,NAN,Ready to Move,2 out of 4,Resale,Semi-Furnished,South,NAN,Freehold,NAN,1,1,Main Road,NAN
813,3 BHK Apartment for Sale in Temple View Colony Chennai,"65.5 Lac6,390 per sqft",NAN,1025 sqft,Ready to Move,1 out of 3,New Property,Unfurnished,North,NAN,Freehold,1 Covered,3,2,Main Road,NAN
814,2 BHK Builder Floor for Sale in Pammal Chennai,"42 Lac5,350 per sqft",700 sqft,NAN,Ready to Move,1 out of 2,Resale,Semi-Furnished,North - East,NAN,Freehold,NAN,2,NAN,"Garden/Park, Main Road",NAN
815,2 BHK Builder Floor for Sale in Kolathur Chennai,"64 Lac6,612 per sqft",768 sqft,NAN,Ready to Move,Ground out of 1,Resale,Unfurnished,North,NAN,Freehold,4 Open,2,1,Main Road,NAN
816,1 BHK Apartment for Sale in Velachery Chennai,"35 Lac7,937 per sqft",400 sqft,NAN,Ready to Move,Ground out of 4,Resale,Semi-Furnished,South,NAN,Freehold,NAN,1,1,NAN,NAN
817,1 BHK Apartment for Sale in Poonamallee Chennai,29 Lac,576 sqft,NAN,Ready to Move,1 out of 4,Resale,Unfurnished,East,NAN,Co-operative Society,304 Covered,1,1,Garden/Park,NAN
818,2 BHK Apartment for Sale in East Tambaram Chennai,"45 Lac5,769 per sqft",NAN,780 sqft,Ready to Move,Ground out of 4,Resale,Semi-Furnished,East,NAN,Freehold,1 Open,2,NAN,Garden/Park,NAN
819,2 BHK Apartment for Sale in Perungalathur Chennai,"52.5 Lac5,127 per sqft",820 sqft,NAN,Ready to Move,2 out of 2,Resale,Semi-Furnished,North,NAN,Freehold,1 Covered,2,2,"Garden/Park, Main Road",NAN
820,2 BHK Apartment for Sale in Perambur Chennai,"75 Lac7,576 per sqft",880 sqft,NAN,Ready to Move,1 out of 14,Resale,Semi-Furnished,East,NAN,Freehold,"1 Covered,",2,2,"Garden/Park, Main Road",NAN
821,2 BHK Apartment for Sale in Thaiyur Chennai,"39 Lac3,858 per sqft",800 sqft,NAN,Ready to Move,12 out of 14,Resale,Semi-Furnished,North - West,NAN,Freehold,1 Covered,2,1,Garden/Park,NAN
822,1 BHK Apartment for Sale in Thiruporur Chennai,"25 Lac5,000 per sqft",353 sqft,NAN,Ready to Move,3 out of 3,Resale,Unfurnished,South,NAN,Freehold,NAN,1,NAN,Main Road,NAN
823,3 BHK Apartment for Sale in Gopalapuram Chennai,"3.45 Cr19,420 per sqft",NAN,1777 sqft,Ready to Move,1 out of 4,Resale,Unfurnished,West,NAN,Freehold,NAN,3,2,Main Road,NAN
824,1 BHK Apartment for Sale in Poonamallee Chennai,"30 Lac5,825 per sqft",NAN,515 sqft,Ready to Move,3 out of 4,Resale,Unfurnished,NAN,NAN,NAN,NAN,1,1,NAN,NAN
825,3 BHK Apartment for Sale in Old Mahabalipuram Road Chennai Chennai,65 Lac,1575 sqft,NAN,Ready to Move,4 out of 12,Resale,Unfurnished,NAN,NAN,NAN,NAN,2,2,NAN,NAN
826,2 BHK Apartment for Sale in Guduvancheri Chennai,"35 Lac4,801 per sqft",650 sqft,NAN,Ready to Move,1 out of 7,Resale,Furnished,East,NAN,Freehold,1 Open,2,1,"Garden/Park, Main Road",NAN
827,4 BHK Apartment for Sale in Gopalapuram Chennai,"5.20 Cr19,331 per sqft",2040 sqft,NAN,Ready to Move,2 out of 5,New Property,Unfurnished,North,NAN,Freehold,NAN,4,2,Main Road,NAN
828,3 BHK Apartment for Sale in Kovalam Chennai,"2.75 Cr7,432 per sqft",2600 sqft,NAN,Ready to Move,15 out of 18,Resale,Semi-Furnished,East,NAN,Freehold,"1 Covered,",3,2,Garden/Park,NAN
829,4 BHK Apartment for Sale in Mogappair Chennai,"2.45 Cr14,286 per sqft",1612 sqft,NAN,Ready to Move,3 out of 9,Resale,Unfurnished,NAN,NAN,NAN,NAN,4,1,NAN,NAN
830,2 BHK Builder Floor for Sale in Keelkattalai Chennai,"70 Lac7,423 per sqft",NAN,943 sqft,Ready to Move,1 out of 5,Resale,Furnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
831,2 BHK Apartment for Sale in Gowriwakkam Chennai,"65 Lac5,532 per sqft",1175 sqft,NAN,Ready to Move,1 out of 2,Resale,Semi-Furnished,East,NAN,Freehold,1 Covered,2,3,Main Road,NAN
832,2 BHK Apartment for Sale in Old Perungalathur Chennai,"57.6 Lac5,300 per sqft",780 sqft,NAN,Ready to Move,Upper Basement out of 4,New Property,Unfurnished,North - East,NAN,Freehold,"1 Covered,",2,1,Main Road,NAN
833,3 BHK Apartment for Sale in Nesapakkam Chennai,"74 Lac5,692 per sqft",1100 sqft,NAN,Ready to Move,1 out of 2,Resale,Semi-Furnished,East,NAN,Freehold,1 Covered,2,1,Main Road,NAN
834,2 BHK Builder Floor for Sale in Tambaram Chennai,"45 Lac6,250 per sqft",NAN,720 sqft,Ready to Move,2 out of 3,Resale,Unfurnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
835,3 BHK Apartment for Sale in Perumbakkam Chennai,"73 Lac5,387 per sqft",1155 sqft,NAN,Ready to Move,2 out of 9,Resale,Semi-Furnished,West,NAN,Freehold,"1 Covered,",2,2,"Garden/Park, Pool, Main Road",NAN
836,4 BHK Apartment for Sale in Koyambedu Chennai,"3.90 Cr14,223 per sqft",1860 sqft,NAN,Ready to Move,12 out of 24,Resale,Unfurnished,South,NAN,Freehold,2 Covered,5,1,Pool,NAN
837,3 BHK Apartment for Sale in Ashok Nagar Chennai,"7.20 Cr48,649 per sqft",1400 sqft,NAN,Ready to Move,3 out of 4,Resale,Unfurnished,East,NAN,Freehold,NAN,3,3,Garden/Park,NAN
838,2 BHK Apartment for Sale in Sholinganallur Chennai,"88 Lac7,521 per sqft",NAN,1170 sqft,Ready to Move,NAN,Resale,Unfurnished,North,NAN,Freehold,NAN,2,1,"Pool, Garden/Park",NAN
839,2 BHK Builder Floor for Sale in Shankar Nagar Pammal Chennai,"58 Lac6,388 per sqft",640 sqft,NAN,Ready to Move,1 out of 2,Resale,Unfurnished,East,NAN,NAN,NAN,2,1,"Garden/Park, Main Road",NAN
840,3 BHK Builder Floor for Sale in North Jagannatha Nagar Chennai,"65 Lac5,804 per sqft",920 sqft,NAN,Ready to Move,1 out of 2,Resale,Unfurnished,South - East,NAN,Freehold,NAN,2,1,Main Road,NAN
841,3 BHK Apartment for Sale in Padi Chennai,"1.30 Cr10,417 per sqft",1000 sqft,NAN,Ready to Move,13 out of 15,Resale,Semi-Furnished,South,NAN,Freehold,"2 Covered,",2,2,"Garden/Park, Pool, Main Road",NAN
842,3 BHK Apartment for Sale in ICL Home Town Chennai,"80 Lac7,240 per sqft",NAN,1105 sqft,Ready to Move,3 out of 3,Resale,Semi-Furnished,North,NAN,Freehold,1 Covered,2,2,NAN,NAN
843,4 BHK Apartment for Sale in Perambur Chennai,"3.35 Cr10,598 per sqft",2216 sqft,NAN,Ready to Move,38 out of 45,New Property,Unfurnished,North,NAN,Freehold,NAN,5,5,"Garden/Park, Pool, Main Road",NAN
844,1 BHK Apartment for Sale in Chennai,"33.5 Lac5,107 per sqft",600 sqft,NAN,Ready to Move,2 out of 2,Resale,Unfurnished,South,NAN,Freehold,NAN,2,1,NAN,NAN
845,2 BHK Apartment for Sale in Perambur Chennai,"80 Lac7,692 per sqft",NAN,1040 sqft,Ready to Move,1 out of 3,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
846,3 BHK Apartment for Sale in Mandaveli Chennai,"2.30 Cr13,939 per sqft",1505 sqft,NAN,Ready to Move,3 out of 3,New Property,Semi-Furnished,South,NAN,Freehold,NAN,2,1,"Pool, Garden/Park, Main Road",NAN
847,2 BHK Builder Floor for Sale in Pallikaranai Chennai,"34 Lac3,373 per sqft",940 sqft,NAN,Ready to Move,Ground out of 2,Resale,Unfurnished,North,NAN,Freehold,1 Covered,2,1,"Garden/Park, Main Road",NAN
848,9 BHK Apartment for Sale in Medavakkam Chennai,"1.58 Cr10,533 per sqft",NAN,1500 sqft,Ready to Move,2 out of 2,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,8,NAN,NAN,NAN
849,2 BHK Apartment for Sale in Puzhal Chennai,"50 Lac5,000 per sqft",909 sqft,NAN,NAN,1 out of 3,New Property,Unfurnished,East,NAN,Freehold,NAN,2,1,Main Road,Poss. by Aug '24
850,2 BHK Apartment for Sale in Sudharsan Nagar Chennai,"42 Lac4,516 per sqft",NAN,930 sqft,Ready to Move,2 out of 2,Resale,Semi-Furnished,West,NAN,Freehold,NAN,2,NAN,Main Road,NAN
851,3 BHK Apartment for Sale in Adambakkam Chennai,"1.12 Cr9,500 per sqft",NAN,1179 sqft,NAN,1 out of 3,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,1,Main Road,NAN
852,3 BHK Apartment for Sale in Mambakkam Chennai,"1 Cr6,536 per sqft",NAN,1530 sqft,Ready to Move,15 out of 15,Resale,Furnished,NAN,NAN,NAN,NAN,3,2,NAN,NAN
853,3 BHK Apartment for Sale in Kasturba Nagar Adyar Chennai,"2.25 Cr14,000 per sqft",NAN,1609 sqft,NAN,1 out of 3,Resale,Unfurnished,North,NAN,Freehold,2 Covered,3,3,Main Road,Poss. by Dec '24
854,2 BHK Builder Floor for Sale in Pallikaranai Chennai,"59 Lac5,865 per sqft",NAN,1006 sqft,Ready to Move,1 out of 2,Resale,Semi-Furnished,East,NAN,NAN,1 Covered,2,3,NAN,NAN
855,2 BHK Apartment for Sale in Cathedral Garden Road Chennai,"1 Cr10,000 per sqft",NAN,1000 sqft,Ready to Move,Ground out of 3,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
856,2 BHK Apartment for Sale in Rajakilpakkam Chennai,"41.5 Lac5,188 per sqft",NAN,800 sqft,Ready to Move,Ground out of 2,Resale,Unfurnished,North,NAN,Freehold,NAN,2,1,NAN,NAN
857,3 BHK Apartment for Sale in Thaiyur Chennai,"40 Lac3,137 per sqft",975 sqft,NAN,Ready to Move,6 out of 15,Resale,Unfurnished,NAN,NAN,NAN,NAN,3,3,NAN,NAN
858,2 BHK Apartment for Sale in Adayalampattu Chennai,"65 Lac6,481 per sqft",NAN,1003 sqft,Ready to Move,4 out of 7,Resale,Semi-Furnished,East,NAN,Co-operative Society,"1 Covered,",2,1,Main Road,NAN
859,2 BHK Apartment for Sale in Thoraipakkam Chennai,"60 Lac6,897 per sqft",670 sqft,NAN,Ready to Move,1 out of 2,Resale,Semi-Furnished,East,NAN,Freehold,"1 Covered,",2,1,"Garden/Park, Main Road",NAN
860,2 BHK Apartment for Sale in Madambakkam Chennai,"35 Lac4,060 per sqft",650 sqft,NAN,Ready to Move,1 out of 2,Resale,Semi-Furnished,North,NAN,Power Of Attorney,1 Covered,2,NAN,NAN,NAN
861,2 BHK Apartment for Sale in Neelankarai Chennai,55 Lac,875 sqft,NAN,Ready to Move,2 out of 2,Resale,Unfurnished,NAN,NAN,NAN,NAN,2,1,NAN,NAN
862,2 BHK Apartment for Sale in Old Mahabalipuram Road Chennai Chennai,"31 Lac3,822 per sqft",611 sqft,NAN,Ready to Move,3 out of 8,Resale,Semi-Furnished,North,NAN,Freehold,"1 Covered,",1,NAN,"Garden/Park, Pool, Main Road",NAN
863,3 BHK Apartment for Sale in Padur Chennai,"45 Lac4,286 per sqft",NAN,1050 sqft,Ready to Move,2 out of 4,Resale,Semi-Furnished,West,NAN,NAN,NAN,2,3,NAN,NAN
864,2 BHK Apartment for Sale in Pammal Chennai,"75 Lac5,952 per sqft",NAN,1260 sqft,Ready to Move,6 out of 11,Resale,Unfurnished,North,NAN,NAN,NAN,2,1,Garden/Park,NAN
865,2 BHK Apartment for Sale in Mogappair East Chennai,"66 Lac6,600 per sqft",150 sqft,NAN,Ready to Move,2 out of 2,New Property,Semi-Furnished,East,NAN,Freehold,NAN,2,2,Garden/Park,NAN
866,3 BHK Apartment for Sale in Alwarpet Chennai,4.50 Cr,3350 sqft,NAN,Ready to Move,4 out of 4,Resale,Semi-Furnished,East,NAN,Freehold,2 Covered,3,3,Main Road,NAN
867,1 BHK Apartment for Sale in Sakthi Nagar Porur Chennai,"36.5 Lac7,900 per sqft",262 sqft,NAN,Ready to Move,2 out of 4,Resale,Semi-Furnished,East,NAN,Freehold,"1 Covered,",1,1,Garden/Park,NAN
868,2 BHK Apartment for Sale in Chetpet Chennai,"1 Cr10,235 per sqft",NAN,977 sqft,Ready to Move,7 out of 7,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
869,3 BHK Apartment for Sale in East Tambaram Chennai,"45 Lac4,478 per sqft",1005 sqft,NAN,Ready to Move,2 out of 2,Resale,Furnished,NAN,NAN,NAN,NAN,2,2,NAN,NAN
870,2 BHK Apartment for Sale in Kattupakkam Chennai,55 Lac,829 sqft,NAN,Ready to Move,1 out of 2,Resale,Unfurnished,North,NAN,NAN,NAN,2,2,Main Road,NAN
871,2 BHK Apartment for Sale in Thiruvanmiyur Chennai,"1.60 Cr12,308 per sqft",1200 sqft,NAN,Ready to Move,2 out of 6,Resale,Semi-Furnished,East,NAN,Freehold,1 Covered,2,1,Main Road,NAN
872,2 BHK Apartment for Sale in Avadi Chennai,"35 Lac5,747 per sqft",484 sqft,NAN,Ready to Move,2 out of 3,Resale,Unfurnished,North,NAN,Freehold,NAN,2,1,Garden/Park,NAN
873,3 BHK Builder Floor for Sale in Thiruvanmiyur Chennai,"1.60 Cr11,586 per sqft",1380 sqft,NAN,Ready to Move,3 out of 4,Resale,Semi-Furnished,East,NAN,Freehold,NAN,3,2,"Garden/Park, Main Road",NAN
874,2 BHK Apartment for Sale in Kolathur Chennai,"74.4 Lac5,354 per sqft",1190 sqft,NAN,Ready to Move,1 out of 2,Resale,Unfurnished,East,NAN,Power Of Attorney,1 Covered,2,2,Main Road,NAN
875,3 BHK Apartment for Sale in Thirumazhisai Chennai,"47 Lac5,311 per sqft",NAN,885 sqft,Ready to Move,2 out of 13,Resale,Unfurnished,West,NAN,Freehold,NAN,2,1,"Garden/Park, Main Road",NAN
876,3 BHK Apartment for Sale in Sholinganallur Chennai,"72 Lac5,314 per sqft",1050 sqft,NAN,Ready to Move,1 out of 8,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,2,2,NAN,NAN
877,3 BHK Apartment for Sale in Medavakkam Chennai,"77 Lac5,385 per sqft",1086 sqft,NAN,Ready to Move,1 out of 2,Resale,Semi-Furnished,West,NAN,NAN,NAN,3,1,Garden/Park,NAN
878,2 BHK Apartment for Sale in Porur Chennai,"58.7 Lac5,607 per sqft",NAN,1046 sqft,Ready to Move,1 out of 2,Resale,Unfurnished,East,NAN,Freehold,NAN,2,2,Main Road,NAN
879,2 BHK Apartment for Sale in Thiru Vi Ka Industrial Estate SIDCO Industrial Estate Chennai,"68 Lac10,510 per sqft",550 sqft,NAN,Ready to Move,Ground out of 14,Resale,Unfurnished,North,NAN,Freehold,1 Covered,2,1,Garden/Park,NAN
880,4 BHK Apartment for Sale in Anakaputhur Chennai,"80 Lac5,000 per sqft",1500 sqft,NAN,Ready to Move,2 out of 2,Resale,Unfurnished,West,NAN,Freehold,"1 Covered,",4,3,Garden/Park,NAN
881,2 BHK Apartment for Sale in Irungattukottai Chennai,"37 Lac4,875 per sqft",NAN,759 sqft,Ready to Move,3 out of 4,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,2,1,NAN,NAN
882,3 BHK Apartment for Sale in Gangai Amman Nagar Mogappair Chennai,"65 Lac5,773 per sqft",NAN,1126 sqft,Ready to Move,2 out of 4,Resale,Semi-Furnished,North,NAN,Freehold,NAN,2,1,NAN,NAN
883,3 BHK Apartment for Sale in Old Mahabalipuram Road Chennai Chennai,"1 Cr6,431 per sqft",NAN,1555 sqft,Ready to Move,5 out of 18,Resale,Unfurnished,West,NAN,Freehold,NAN,3,2,"Garden/Park, Pool, Main Road",NAN
884,1 BHK Apartment for Sale in Perambur Chennai,"31 Lac6,139 per sqft",405 sqft,NAN,Ready to Move,Ground out of 2,Resale,Semi-Furnished,East,NAN,Freehold,NAN,1,NAN,"Garden/Park, Main Road",NAN
885,2 BHK Apartment for Sale in Pallikaranai Chennai,"90 Lac7,177 per sqft",838 sqft,NAN,Ready to Move,6 out of 7,Resale,Semi-Furnished,East,NAN,Freehold,NAN,2,2,NAN,NAN
886,3 BHK Apartment for Sale in Nolambur Chennai,"77 Lac5,532 per sqft",1192 sqft,NAN,Ready to Move,1 out of 4,Resale,Unfurnished,East,NAN,Freehold,NAN,3,1,Main Road,NAN
