BHK,sector,price,price_persqft,SuperArea,floor,Furnishing,facing,Car_Parking,Bathroom,Balcony,overlooking,city
3,others,1.80,11201,1607.0,1,Semi-Furnished,West,available,3,2,"Garden/Park, Main Road",chennai
3,others,1.10,9016,1220.0,1,Unfurnished,West,May be not,3,4+,Main Road,chennai
2,others,0.31,4052,765.0,0,Semi-Furnished,South - East,available,2,4+,,chennai
2,others,0.45,5307,848.0,6,Unfurnished,,May be not,2,1,,chennai
3,Kilpauk,2.42,14985,1615.0,2,Unfurnished,South -West,available,3,1,"Garden/Park, Pool, Main Road",chennai
2,others,0.419,4500,931.0,1,Semi-Furnished,East,available,2,1,Main Road,chennai
2,others,0.698,7500,931.0,3,Semi-Furnished,East,available,2,1,Main Road,chennai
2,Porur,0.65,8115,801.0,2,Semi-Furnished,South,May be not,2,1,Main Road,chennai
2,Kolathur,0.439,5420,810.0,1,Semi-Furnished,East,available,2,1,Main Road,chennai
2,others,0.6,6772,886.0,3,Semi-Furnished,,May be not,2,1,,chennai
3,others,4.50,13433,3350.0,3,Semi-Furnished,East,available,3,3,,chennai
3,others,3,18657,1608.0,2,Furnished,South,available,3,4+,"Pool, Main Road",chennai
2,others,0.65,7738,840.0,2,Semi-Furnished,East,available,1,4+,Main Road,chennai
1,others,0.24,3692,650.0,1,Unfurnished,East,May be not,1,1,,chennai
3,others,2.65,18929,1400.0,2,Semi-Furnished,West,available,3,4+,Main Road,chennai
2,others,0.4,4469,895.0,1,Semi-Furnished,South,available,2,1,"Garden/Park, Main Road",chennai
2,others,0.44,5034,874.0,1,Unfurnished,North,May be not,2,4+,Main Road,chennai
2,others,0.579,6300,919.0,2,Semi-Furnished,North,May be not,2,2,Main Road,chennai
2,others,0.72,6767,1064.0,10,Unfurnished,West,available,2,4+,,chennai
3,others,0.9,6429,1400.0,1,Furnished,East,available,3,4+,"Pool, Garden/Park",chennai
3,others,2.80,11200,2500.0,2,Semi-Furnished,East,available,4,2,Main Road,chennai
3,others,3.50,,1900.0,1,Semi-Furnished,West,May be not,3,1,"Garden/Park, Main Road",chennai
1,others,0.261,4999,522.0,1,Semi-Furnished,South - East,available,1,1,"Garden/Park, Main Road",chennai
2,Perumbakkam,0.61,5782,1055.0,4,Unfurnished,East,May be not,2,1,Main Road,chennai
2,Chromepet,0.65,6410,1014.0,2,Semi-Furnished,East,available,2,1,Main Road,chennai
3,others,3.24,22422,1445.0,1,Unfurnished,South,available,3,1,Main Road,chennai
2,others,0.38,3838,990.0,2,Unfurnished,West,available,2,2,,chennai
2,others,0.41700000000000004,6100,684.0,0,Semi-Furnished,South,available,2,4+,Main Road,chennai
2,others,0.546,6900,791.0,3,Unfurnished,North,May be not,2,1,Main Road,chennai
3,others,3.60,12857,2800.0,1,Semi-Furnished,East,available,3,2,Main Road,chennai
3,others,2.40,12308,1950.0,8,Furnished,North - East,May be not,4,2,"Pool, Garden/Park, Main Road",chennai
3,others,3,16667,1800.0,2,Unfurnished,North,May be not,3,2,Main Road,chennai
2,others,0.85,7125,1193.0,2,Unfurnished,North,May be not,2,1,Main Road,chennai
2,others,0.64,5700,1123.0,2,Unfurnished,North,May be not,2,1,Main Road,chennai
2,Ambattur,0.42200000000000004,4850,870.0,2,Unfurnished,East,available,2,1,Main Road,chennai
1,others,0.31,5167,600.0,1,Semi-Furnished,North,May be not,1,1,Main Road,chennai
3,others,1.16,6824,1700.0,3,Semi-Furnished,East,available,3,2,"Garden/Park, Pool, Main Road",chennai
3,others,1.90,9387,2024.0,4,Semi-Furnished,West,May be not,3,2,Main Road,chennai
