,bhk,price_sqft_price,Carpet_Area,SuperArea,Status,Floor,Transaction,Furnishing,facing,Society,Ownership,Car_Parking,Bathroom,Balcony,overlooking,Under_Construction
0,3 BHK Apartment for Sale in Panathur Bangalore,"2.25 Cr13,966 per sqft",1400 sqft,NAN,NAN,14 out of 17,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,1,Garden/Park,Poss. by Dec '27
1,3 BHK Apartment for Sale in Panathur Bangalore,"2.13 Cr12,909 per sqft",NAN,1650 sqft,NAN,11 out of 18,New Property,Unfurnished,East,NAN,NAN,2 Covered,3,2,Garden/Park,Poss. by Dec '27
2,3 BHK Apartment for Sale in Thanisandra Bangalore,"1.37 Cr9,648 per sqft",NAN,1420 sqft,NAN,8 out of 14,New Property,Unfurnished,North - East,NAN,Freehold,1 Covered,2,1,"Garden/Park, Pool",Poss. by Dec '28
3,3 BHK Apartment for Sale in Panathur Bangalore,"1.62 Cr11,000 per sqft",1134 sqft,NAN,NAN,5 out of 13,New Property,Unfurnished,North - East,NAN,Freehold,1 Covered,2,1,"Garden/Park, Main Road",Poss. by Mar '27
4,4 BHK Apartment for Sale in Whitefield Bangalore,"3.93 Cr15,023 per sqft",1920 sqft,NAN,NAN,20 out of 24,New Property,Unfurnished,East,NAN,Freehold,1 Covered,3,2,Garden/Park,Poss. by Dec '27
5,3 BHK Apartment for Sale in Whitefield Main Road Bangalore,"2.10 Cr12,485 per sqft",1177 sqft,NAN,NAN,10 out of 13,New Property,Unfurnished,East,NAN,Freehold,1 Covered,3,3,Garden/Park,Poss. by Dec '28
6,3 BHK Apartment for Sale in Kodathi Bangalore,"1.60 Cr10,063 per sqft",1300 sqft,NAN,NAN,2 out of 2,New Property,Unfurnished,East,NAN,Freehold,1 Open,3,2,"Garden/Park, Pool, Main Road",Poss. by Dec '32
7,3 BHK Apartment for Sale in Sarjapur Road Bangalore,"1.92 Cr9,846 per sqft",1670 sqft,NAN,NAN,20 out of 26,New Property,Unfurnished,East,NAN,Freehold,1 Covered,3,3,"Garden/Park, Pool, Main Road",Poss. by Jul '27
8,3 BHK Apartment for Sale in Sarjapura Bangalore,"1.60 Cr10,036 per sqft",1027 sqft,NAN,NAN,10 out of 29,New Property,Unfurnished,East,NAN,Freehold,1 Covered,3,1,Garden/Park,Poss. by Dec '27
9,3 BHK Apartment for Sale in Doddakannelli Bangalore,"1.60 Cr9,963 per sqft",1240 sqft,NAN,NAN,14 out of 28,New Property,Semi-Furnished,North - East,NAN,Freehold,1 Covered,3,3,Garden/Park,Poss. by Dec '32
10,3 BHK Apartment for Sale in Whitefield Bangalore,"2.25 Cr12,584 per sqft",NAN,1788 sqft,NAN,10 out of 17,New Property,Semi-Furnished,East,NAN,Freehold,1 Covered,3,3,"Garden/Park, Pool, Main Road",Poss. by Dec '27
11,4 BHK Penthouse for Sale in Whitefield Bangalore,"5.50 Cr15,524 per sqft",NAN,3543 sqft,NAN,16 out of 17,New Property,Semi-Furnished,NAN,NAN,Freehold,1 Covered,4,4,"Garden/Park, Pool, Main Road",NAN
12,3 BHK Apartment for Sale in Panathur Bangalore,"2.03 Cr12,601 per sqft",1134 sqft,NAN,NAN,10 out of 18,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,1,Garden/Park,Poss. by Dec '31
13,3 BHK Apartment for Sale in Varthur Bangalore,"2.11 Cr13,100 per sqft",1240 sqft,NAN,NAN,12 out of 18,New Property,Unfurnished,North - East,NAN,Freehold,"1 Covered,",3,2,"Garden/Park, Pool, Main Road",Poss. by Jun '27
14,2 BHK Apartment for Sale in Thanisandra Main Road Bangalore,"98 Lac8,305 per sqft",NAN,1180 sqft,NAN,9 out of 14,New Property,Unfurnished,East,NAN,Freehold,NAN,2,2,"Pool, Garden/Park, Main Road",Poss. by Dec '27
15,3 BHK Apartment for Sale in Magadi Main Road Bangalore,"1.89 Cr11,595 per sqft",NAN,1630 sqft,NAN,13 out of 32,New Property,Unfurnished,East,NAN,Freehold,NAN,3,2,"Pool, Main Road",Poss. by Jun '29
16,2 BHK Apartment for Sale in Gunjur Bangalore,"93 Lac10,109 per sqft",NAN,920 sqft,NAN,3 out of 28,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,1,"Garden/Park, Pool, Main Road",Poss. by Nov '28
17,3 BHK Apartment for Sale in Block 4th M Rajajinagar Bangalore,"2.10 Cr12,868 per sqft",1200 sqft,NAN,NAN,7 out of 31,New Property,Unfurnished,East,NAN,Freehold,1 Covered,3,NAN,Pool,Poss. by Oct '27
18,3 BHK Apartment for Sale in Panathur Bangalore,"2.20 Cr13,656 per sqft",1092 sqft,NAN,NAN,8 out of 18,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,1,Garden/Park,Poss. by Dec '28
19,4 BHK Apartment for Sale in Gunjur Bangalore,"3.20 Cr13,716 per sqft",1749 sqft,NAN,NAN,5 out of 18,New Property,Unfurnished,East,NAN,Freehold,1 Covered,4,2,"Garden/Park, Pool",Poss. by Dec '28
20,3 BHK Apartment for Sale in Thanisandra Main Road Bangalore,"1.35 Cr9,507 per sqft",1420 sqft,NAN,NAN,8 out of 14,New Property,Unfurnished,North - East,NAN,Freehold,1 Covered,2,3,"Garden/Park, Pool, Main Road",Poss. by Dec '28
21,3 BHK Apartment for Sale in Gunjur Bangalore,"1.75 Cr8,974 per sqft",NAN,1950 sqft,NAN,5 out of 15,New Property,Unfurnished,East,NAN,Freehold,1 Covered,3,2,Garden/Park,Poss. by Jul '27
22,3 BHK Apartment for Sale in Panathur Bangalore,"2.15 Cr13,346 per sqft",NAN,1611 sqft,NAN,10 out of 29,New Property,Unfurnished,East,NAN,Freehold,1 Covered,3,2,Garden/Park,Poss. by Jun '27
23,2 BHK Apartment for Sale in Sarjapura Bangalore,"38.7 Lac4,000 per sqft",NAN,968 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,1,NAN,Poss. by Dec '26
24,4 BHK Apartment for Sale in Whitefield Bangalore,"2.99 Cr13,002 per sqft",NAN,2300 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,4,4,NAN,Poss. by Dec '25
25,3 BHK Apartment for Sale in Panathur Bangalore,"1.99 Cr12,061 per sqft",1222 sqft,NAN,NAN,10 out of 19,Resale,Furnished,East,NAN,Freehold,1 Covered,2,1,NAN,Poss. by Dec '28
26,2 BHK Apartment for Sale in Chandapura Bangalore,"48.4 Lac5,500 per sqft",660 sqft,NAN,NAN,5 out of 14,New Property,Unfurnished,East,NAN,Freehold,2 Covered,2,2,"Garden/Park, Pool, Main Road",Poss. by Apr '28
27,2 BHK Apartment for Sale in Chandapura Bangalore,"54.2 Lac5,500 per sqft",739 sqft,NAN,NAN,7 out of 14,New Property,Unfurnished,North,NAN,Freehold,2 Covered,2,2,"Garden/Park, Pool, Main Road",Poss. by Apr '28
28,4 BHK Apartment for Sale in Varthur Bangalore,"3.15 Cr12,050 per sqft",NAN,2616 sqft,NAN,5 out of 17,New Property,Unfurnished,NAN,NAN,Freehold,1 Covered,4,2,"Garden/Park, Pool",Poss. by Dec '28
29,3 BHK Apartment for Sale in Magadi Main Road Bangalore,"2.10 Cr13,125 per sqft",1136 sqft,NAN,NAN,32 out of 32,New Property,Unfurnished,East,NAN,Freehold,1 Covered,3,1,"Garden/Park, Pool, Main Road",Poss. by Jun '29
30,3 BHK Apartment for Sale in Varthur Bangalore,"2.30 Cr14,277 per sqft",NAN,1611 sqft,NAN,9 out of 18,New Property,Unfurnished,North - East,NAN,Freehold,1 Covered,2,1,Garden/Park,Poss. by Sep '27
31,3 BHK Apartment for Sale in Thanisandra Bangalore,"1.36 Cr9,510 per sqft",942 sqft,NAN,NAN,10 out of 25,New Property,Unfurnished,East,NAN,Freehold,1 Covered,3,2,Garden/Park,Poss. by Mar '28
32,3 BHK Apartment for Sale in Chandapura Bangalore,"1.38 Cr8,338 per sqft",1159 sqft,NAN,NAN,11 out of 14,New Property,Unfurnished,North,NAN,Freehold,1 Covered,3,2,Garden/Park,Poss. by Apr '28
33,"3 BHK Apartment for Sale in Ramagondanahalli-Whitefield, Whitefield Bangalore","2.48 Cr13,696 per sqft",1159 sqft,NAN,NAN,5 out of 20,New Property,Furnished,NAN,NAN,NAN,1 Covered,3,3,"Garden/Park, Pool",Poss. by Dec '27
34,3 BHK Apartment for Sale in Panathur Bangalore,"2.10 Cr10,966 per sqft",NAN,1915 sqft,NAN,NAN,New Property,Unfurnished,East,NAN,Freehold,2 Covered,3,2,"Garden/Park, Pool",Poss. by Jan '28
35,3 BHK Apartment for Sale in Thanisandra Main Road Bangalore,"1.38 Cr9,650 per sqft",NAN,1430 sqft,NAN,8 out of 14,New Property,Unfurnished,North,NAN,Freehold,NAN,2,2,"Garden/Park, Main Road",Poss. by Oct '28
36,3 BHK Apartment for Sale in Gunjur Bangalore,"1.55 Cr10,650 per sqft",910 sqft,NAN,NAN,12 out of 25,New Property,Unfurnished,East,NAN,Freehold,"1 Covered,",2,1,"Garden/Park, Pool, Main Road",Poss. by Apr '28
37,2 BHK Apartment for Sale in Sarjapur Road Bangalore,"1.36 Cr10,112 per sqft",941 sqft,NAN,NAN,13 out of 27,Resale,Unfurnished,East,NAN,Freehold,1 Covered,2,1,Garden/Park,Poss. by Jul '27
38,3 BHK Apartment for Sale in Panathur Bangalore,"2.35 Cr14,688 per sqft",1018 sqft,NAN,NAN,8 out of 18,Resale,Unfurnished,East,NAN,Freehold,1 Covered,3,1,"Garden/Park, Main Road",Poss. by Dec '31
39,5 BHK Apartment for Sale in Magadi Main Road Bangalore,"3.50 Cr12,069 per sqft",NAN,2900 sqft,NAN,12 out of 22,New Property,Semi-Furnished,East,NAN,Freehold,2 Covered,5,5,"Garden/Park, Pool",Poss. by Dec '26
40,3 BHK Apartment for Sale in Sarjapur Road Bangalore,"1.60 Cr10,000 per sqft",NAN,1600 sqft,NAN,4 out of 30,Resale,Unfurnished,North - East,NAN,Freehold,NAN,3,2,Main Road,Poss. by Jun '27
41,3 BHK Apartment for Sale in Magadi Main Road Bangalore,"1.80 Cr12,587 per sqft",NAN,1434 sqft,NAN,10 out of 32,New Property,Unfurnished,North,NAN,Freehold,1 Covered,2,1,Garden/Park,Poss. by Jun '28
42,3 BHK Apartment for Sale in JCR Layout Bangalore,"2.20 Cr13,656 per sqft",1131 sqft,NAN,NAN,10 out of 18,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,1,Garden/Park,Poss. by Dec '28
43,3 BHK Apartment for Sale in Panathur Bangalore,"2.69 Cr14,047 per sqft",1500 sqft,NAN,NAN,11 out of 18,Resale,Unfurnished,East,NAN,Freehold,1 Covered,3,2,"Pool, Garden/Park, Main Road",Poss. by Dec '27
44,2 BHK Apartment for Sale in Thanisandra Main Road Bangalore,"1.67 Cr9,970 per sqft",1675 sqft,NAN,NAN,7 out of 15,New Property,Unfurnished,North - East,NAN,Freehold,1 Covered,2,2,"Garden/Park, Pool, Main Road",Poss. by Dec '27
45,3 BHK Apartment for Sale in Panathur Bangalore,"2.79 Cr12,669 per sqft",1700 sqft,NAN,NAN,5 out of 18,New Property,Unfurnished,North,NAN,Freehold,1 Covered,3,2,"Garden/Park, Pool, Main Road",Poss. by Dec '28
46,3 BHK Apartment for Sale in Panathur Bangalore,"2.25 Cr13,966 per sqft",1311 sqft,NAN,NAN,14 out of 19,Resale,Unfurnished,East,NAN,Freehold,1 Covered,3,2,"Garden/Park, Pool, Main Road",Poss. by Dec '28
47,3 BHK Apartment for Sale in Whitefield Main Road Bangalore,"2.90 Cr15,934 per sqft",1400 sqft,NAN,NAN,12 out of 17,New Property,Unfurnished,East,NAN,Freehold,1 Covered,3,2,Garden/Park,Poss. by Dec '27
48,2 BHK Apartment for Sale in Thanisandra Bangalore,"1.13 Cr9,496 per sqft",782 sqft,NAN,NAN,14 out of 25,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,2,Garden/Park,Poss. by Mar '28
49,2 BHK Apartment for Sale in Thirumenahalli Bangalore,"1.21 Cr10,108 per sqft",889 sqft,NAN,NAN,11 out of 14,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,2,"Garden/Park, Pool",Poss. by Dec '28
50,3 BHK Apartment for Sale in Whitefield Main Road Bangalore,"1.97 Cr11,712 per sqft",NAN,1682 sqft,NAN,7 out of 13,New Property,Unfurnished,East,NAN,Freehold,1 Covered,3,2,Main Road,Poss. by Jul '26
51,3 BHK Apartment for Sale in Magadi Main Road Bangalore,"2 Cr12,121 per sqft",NAN,1650 sqft,NAN,15 out of 31,New Property,Semi-Furnished,East,NAN,Freehold,1 Covered,3,3,"Garden/Park, Pool",Poss. by Dec '27
52,3 BHK Apartment for Sale in Magadi Main Road Bangalore,"2.15 Cr13,206 per sqft",NAN,1628 sqft,NAN,7 out of 31,Resale,Unfurnished,East,NAN,Freehold,1 Covered,3,2,NAN,Poss. by Jun '29
53,2 BHK Apartment for Sale in Gunjur Bangalore,"1.29 Cr9,615 per sqft",980 sqft,NAN,NAN,5 out of 27,Resale,Unfurnished,East,NAN,Freehold,"1 Covered,",2,2,"Garden/Park, Pool",Poss. by Jul '27
54,2 BHK Apartment for Sale in Gunjur Bangalore,"1.30 Cr9,659 per sqft",980 sqft,NAN,NAN,2 out of 27,Resale,Unfurnished,East,NAN,Freehold,"1 Covered,",2,2,"Garden/Park, Pool",Poss. by Dec '26
55,3 BHK Apartment for Sale in Panathur Bangalore,"2.80 Cr14,286 per sqft",1400 sqft,NAN,NAN,12 out of 18,Resale,Unfurnished,NAN,NAN,NAN,NAN,3,3,NAN,Poss. by Nov '26
56,3 BHK Apartment for Sale in Thanisandra Bangalore,"1.41 Cr8,418 per sqft",1452 sqft,NAN,NAN,10 out of 14,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,2,"Garden/Park, Main Road",Poss. by Dec '28
57,3 BHK Apartment for Sale in Panathur Bangalore,"2.55 Cr13,316 per sqft",1340 sqft,NAN,NAN,7 out of 12,New Property,Unfurnished,East,NAN,Freehold,1 Covered,3,3,"Garden/Park, Pool, Main Road",Poss. by Dec '26
58,3 BHK Apartment for Sale in Gunjur Bangalore,"2.08 Cr11,200 per sqft",1600 sqft,NAN,NAN,23 out of 25,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,1,"Garden/Park, Pool, Main Road",Poss. by Feb '29
59,3 BHK Apartment for Sale in Panathur Bangalore,"2.40 Cr14,898 per sqft",NAN,1611 sqft,NAN,16 out of 23,Resale,Unfurnished,East,NAN,Freehold,1 Covered,3,2,Garden/Park,Poss. by Dec '27
60,2 BHK Apartment for Sale in Sarjapur Road Bangalore,"1.36 Cr10,500 per sqft",982 sqft,NAN,NAN,2 out of 27,Resale,Unfurnished,East,NAN,Freehold,"1 Covered,",2,1,"Garden/Park, Pool, Main Road",Poss. by Jul '27
61,2 BHK Apartment for Sale in Sarjapur Road Bangalore,"1.32 Cr10,154 per sqft",980 sqft,NAN,NAN,8 out of 27,Resale,Unfurnished,East,NAN,Freehold,"1 Covered,",2,1,"Garden/Park, Pool",Poss. by Jul '27
62,2 BHK Apartment for Sale in Sarjapur Road Bangalore,"1.36 Cr10,089 per sqft",950 sqft,NAN,NAN,2 out of 27,Resale,Unfurnished,East,NAN,Freehold,"1 Covered,",2,1,"Garden/Park, Pool",Poss. by Jul '27
63,1 BHK Apartment for Sale in Varthur Bangalore,"1.10 Cr16,641 per sqft",436 sqft,NAN,NAN,15 out of 18,Resale,Unfurnished,NAN,NAN,NAN,NAN,1,1,NAN,Poss. by Dec '27
64,3 BHK Apartment for Sale in Gunjur Bangalore,"1.60 Cr9,524 per sqft",1176 sqft,NAN,NAN,5 out of 27,Resale,Unfurnished,NAN,NAN,NAN,NAN,3,2,NAN,Poss. by Jul '27
65,2 BHK Apartment for Sale in Gunjur Bangalore,"1.30 Cr11,008 per sqft",NAN,1181 sqft,NAN,8 out of 25,Resale,Unfurnished,NAN,NAN,NAN,NAN,2,2,NAN,Poss. by May '27
66,3 BHK Apartment for Sale in Bagaluru Bangalore,"1.59 Cr9,300 per sqft",NAN,1720 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,2,NAN,Poss. by Sep '28
67,1 BHK Apartment for Sale in Sarjapur Road Bangalore,"93.2 Lac13,326 per sqft",NAN,699 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,1,1,NAN,Poss. by Mar '27
68,"2 BHK Apartment for Sale in Chikkajala, Bangalore-Hyderabad Hwy Bangalore","1.53 Cr10,514 per sqft",NAN,1458 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,1,NAN,Poss. by Sep '29
69,2 BHK Apartment for Sale in Thanisandra Main Road Bangalore,"1.12 Cr9,396 per sqft",NAN,1192 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,1,NAN,Poss. by Jan '28
70,3 BHK Apartment for Sale in Bannerghatta Main Road Bangalore,"2.39 Cr18,893 per sqft",NAN,1265 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,1,NAN,Poss. by Oct '29
71,3 BHK Apartment for Sale in Thanisandra Main Road Bangalore,"1.75 Cr11,090 per sqft",952 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,2,NAN,Poss. by Dec '27
72,2 BHK Apartment for Sale in Whitefield Bangalore,"1.74 Cr11,821 per sqft",NAN,1472 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,2,NAN,Poss. by Aug '26
73,2 BHK Apartment for Sale in Vijayanagar Bangalore,"97.5 Lac5,013 per sqft",745 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,1,NAN,NAN
74,3 BHK Apartment for Sale in Thanisandra Main Road Bangalore,"1.69 Cr10,710 per sqft",952 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,2,NAN,Poss. by Dec '27
75,3 BHK Apartment for Sale in Bagaluru Bangalore,"1.71 Cr10,240 per sqft",1279 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,2,NAN,Poss. by Sep '28
76,3 BHK Apartment for Sale in Whitefield Bangalore,"2.55 Cr12,964 per sqft",NAN,1970 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,3,NAN,Poss. by Apr '27
77,2 BHK Apartment for Sale in Thanisandra Main Road Bangalore,"1.13 Cr10,367 per sqft",NAN,1090 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,1,NAN,Poss. by Aug '29
78,3 BHK Apartment for Sale in Sarjapur Road Bangalore,"1.55 Cr7,123 per sqft",NAN,2178 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,3,NAN,NAN,Poss. by Jun '27
79,2 BHK Apartment for Sale in Yelahanka New Town Bangalore,"78 Lac7,895 per sqft",NAN,988 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,2,NAN,NAN,Poss. by Dec '28
80,"1 BHK Apartment for Sale in Rachenahalli, Thanisandra Bangalore","77.4 Lac10,830 per sqft",NAN,715 sqft,NAN,7 out of 13,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,1,NAN,NAN,Poss. by Dec '28
81,"3 BHK Apartment for Sale in Jalahalli, Jalahalli, Outer Ring Road Bangalore","1.54 Cr8,114 per sqft",NAN,1898 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,3,NAN,NAN,Poss. by Mar '26
82,2 BHK Apartment for Sale in Doddagubbi Bangalore,"53.4 Lac5,000 per sqft",NAN,1068 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,2,NAN,NAN,Poss. by Mar '27
83,2 BHK Apartment for Sale in Krishnarajapura Bangalore,"1.40 Cr10,666 per sqft",NAN,1320 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,2,NAN,NAN,Poss. by Jan '27
84,2 BHK Apartment for Sale in Gunjur Bangalore,"1.35 Cr10,385 per sqft",910 sqft,NAN,NAN,9 out of 28,Resale,Unfurnished,East,NAN,Freehold,"1 Covered,",2,1,Main Road,Poss. by Jul '27
85,3 BHK Apartment for Sale in Panathur Bangalore,"2.20 Cr11,488 per sqft",1240 sqft,NAN,NAN,3 out of 13,Resale,Unfurnished,NAN,NAN,NAN,NAN,3,2,NAN,Poss. by Dec '27
86,3 BHK Apartment for Sale in Gunjur Bangalore,"1.60 Cr9,524 per sqft",1176 sqft,NAN,NAN,1 out of 27,Resale,Unfurnished,East,NAN,Freehold,1 Covered,2,2,"Pool, Garden/Park, Main Road",Poss. by Jul '27
87,2 BHK Apartment for Sale in Gunjur Bangalore,"1.26 Cr9,376 per sqft",980 sqft,NAN,NAN,5 out of 27,Resale,Unfurnished,East,NAN,Freehold,"1 Covered,",2,1,"Garden/Park, Pool",Poss. by Jul '27
88,3 BHK Apartment for Sale in Jakkur Bangalore,"2.80 Cr13,896 per sqft",NAN,2015 sqft,NAN,1 out of 14,New Property,Unfurnished,East,NAN,NAN,80 Covered,3,4,Main Road,Poss. by Sep '26
89,3 BHK Apartment for Sale in Whitefield Bangalore,"2.03 Cr10,598 per sqft",NAN,1920 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,NAN,NAN,Poss. by Dec '26
90,2 BHK Apartment for Sale in Whitefield Bangalore,"1.06 Cr7,946 per sqft",934 sqft,NAN,NAN,2 out of 4,Resale,Unfurnished,East,NAN,Freehold,1 Covered,2,1,"Garden/Park, Pool, Main Road",Poss. by Jan '26
91,2 BHK Apartment for Sale in Thanisandra Main Road Bangalore,"1.26 Cr9,452 per sqft",NAN,1333 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Open,2,NAN,NAN,Poss. by Jan '28
92,3 BHK Apartment for Sale in Sarjapur Road Bangalore,"1.77 Cr9,500 per sqft",NAN,1864 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,Poss. by Jul '29
93,2 BHK Apartment for Sale in Chokkanahalli Bangalore,"1.20 Cr10,256 per sqft",720 sqft,NAN,NAN,23 out of 38,New Property,Semi-Furnished,East,NAN,Freehold,1 Covered,2,1,"Garden/Park, Pool, Main Road",Poss. by Oct '26
94,2 BHK Apartment for Sale in Varthur Bangalore,"1.14 Cr9,200 per sqft",NAN,1240 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,NAN,NAN,Poss. by Dec '28
95,2 BHK Apartment for Sale in Whitefield Bangalore,"1.59 Cr11,368 per sqft",NAN,1405 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,2,NAN,NAN,Poss. by Oct '26
96,"1 BHK Apartment for Sale in Rachenahalli, Thanisandra Bangalore","64.4 Lac9,000 per sqft",NAN,715 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,1,NAN,NAN,Poss. by Dec '28
97,3 BHK Apartment for Sale in Gunjur Bangalore,"1.56 Cr8,575 per sqft",NAN,1820 sqft,NAN,19 out of 28,New Property,Unfurnished,West,NAN,Freehold,NAN,3,3,Main Road,Poss. by Jun '26
98,3 BHK Apartment for Sale in Cox Town Bangalore,1.30 Cr,1200 sqft,NAN,Ready to Move,1 out of 3,New Property,Semi-Furnished,East,NAN,Freehold,1 Covered,3,3,Main Road,NAN
99,2 BHK Apartment for Sale in Mailasandra Bangalore,"84 Lac5,813 per sqft",1100 sqft,NAN,NAN,3 out of 3,New Property,Unfurnished,North,NAN,Freehold,1 Covered,2,2,"Garden/Park, Main Road",Poss. by Dec '24
100,2 BHK Apartment for Sale in Gottigere Main Road Bangalore,"88.7 Lac8,730 per sqft",800 sqft,NAN,NAN,1 out of 12,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,1,"Garden/Park, Pool, Main Road",Poss. by Aug '26
101,2 BHK Apartment for Sale in New Bank Colony Bangalore,"77.8 Lac6,593 per sqft",980 sqft,NAN,NAN,4 out of 5,New Property,Semi-Furnished,East,NAN,Freehold,1 Covered,2,3,"Garden/Park, Pool",Poss. by Dec '24
102,2 BHK Apartment for Sale in Tumkur Road Bangalore,43 Lac,708 sqft,NAN,Ready to Move,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,2,NAN,NAN,NAN
103,Studio Apartment for Sale in Sarjapura Bangalore,"42 Lac8,400 per sqft",400 sqft,NAN,NAN,2 out of 9,New Property,Semi-Furnished,East,NAN,Freehold,1 Covered,1,1,Pool,Poss. by May '26
104,3 BHK Apartment for Sale in Sarakki Gate Bangalore,"2.24 Cr10,500 per sqft",NAN,2135 sqft,Ready to Move,3 out of 4,New Property,Unfurnished,East,NAN,Freehold,1 Covered,3,3,"Garden/Park, Pool",NAN
105,"3 BHK Apartment for Sale in Vibhutipura Extension, Kartik Nagar Bangalore","1.45 Cr8,923 per sqft",1200 sqft,NAN,Ready to Move,3 out of 4,New Property,Semi-Furnished,East,NAN,Freehold,1 Covered,3,1,Garden/Park,NAN
106,"3 BHK Apartment for Sale in Attur Layout, Yelahanka New Town Bangalore","99 Lac6,828 per sqft",1141 sqft,NAN,NAN,11 out of 16,New Property,Unfurnished,East,NAN,Freehold,1 Covered,3,1,"Garden/Park, Pool, Main Road",Poss. by Sep '27
107,3 BHK Apartment for Sale in Kanakapura Road Bangalore,"1.73 Cr9,551 per sqft",NAN,1815 sqft,Ready to Move,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,NAN
108,3 BHK Apartment for Sale in Kanakapura Road Bangalore,"1.06 Cr7,200 per sqft",NAN,1480 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,Poss. by Mar '25
109,2 BHK Apartment for Sale in Vidyaranyapura Bangalore,"72.3 Lac6,200 per sqft",NAN,1166 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,2,NAN,NAN,Poss. by Aug '26
110,3 BHK Apartment for Sale in Jakkur Bangalore,"1.26 Cr8,485 per sqft",NAN,1485 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,Poss. by Mar '27
111,2 BHK Apartment for Sale in Begur Road Bangalore,"1.07 Cr10,000 per sqft",NAN,1075 sqft,NAN,5 out of 5,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,NAN,NAN,Poss. by Apr '25
112,2 BHK Apartment for Sale in Sarjapura Bangalore,"82.1 Lac6,900 per sqft",NAN,1190 sqft,Ready to Move,2 out of 4,New Property,Unfurnished,East,NAN,Freehold,"1 Covered,",2,2,Main Road,NAN
113,3 BHK Apartment for Sale in Phase 8th JP Nagar Bangalore,"2.20 Cr11,914 per sqft",NAN,1850 sqft,NAN,NAN,New Property,Semi-Furnished,NAN,NAN,NAN,1 Covered,3,NAN,NAN,Poss. by Sep '24
114,2 BHK Apartment for Sale in Kanakapura Road Bangalore,"82.5 Lac6,634 per sqft",870 sqft,NAN,NAN,8 out of 9,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,1,"Garden/Park, Pool, Main Road",Poss. by Sep '25
115,3 BHK Apartment for Sale in J P Nagar Bangalore,"1.15 Cr8,745 per sqft",1100 sqft,NAN,NAN,3 out of 4,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,1,Main Road,Poss. by Dec '26
116,4 BHK Apartment for Sale in Jakkur Bangalore,"2.85 Cr10,182 per sqft",2699 sqft,NAN,NAN,3 out of 17,New Property,Unfurnished,East,NAN,Freehold,2 Covered,4,3,"Garden/Park, Pool",Poss. by Jul '25
