BHK,sector,price,price_persqft,SuperArea,floor,Furnishing,facing,Car_Parking,Bathroom,Balcony,overlooking,city
3,Sector 71,2.10,12963,1620.0,3,Semi-Furnished,East,2 Covered,3,2,,Gurgaon
4,Sector 89,3.65,15002,2433.0,10+,Semi-Furnished,East,"2 Covered,",4,4,"Garden/Park, Pool",Gurgaon
3,Sector 51,2.90,15263,1900.0,3,Semi-Furnished,North,"1 Covered,",4,3,Main Road,Gurgaon
1,others,2,14749,1356.0,2,Furnished,North,1 Covered,1,2,"Garden/Park, Pool, Main Road",Gurgaon
3,Sector 79,2,13175,1518.0,2,Semi-Furnished,,,3,2,Garden/Park,Gurgaon
4,Sector 63,7.50,18987,3950.0,10+,Semi-Furnished,East,3 Covered,4+,4,"Pool, Garden/Park",Gurgaon
5+,Sector 106,6.60,16117,4095.0,7,Semi-Furnished,North - East,"2 Covered,",4+,4+,"Garden/Park, Main Road",Gurgaon
2,others,2.75,19913,1381.0,10+,Semi-Furnished,North - East,1 Covered,2,2,"Pool, Garden/Park",Gurgaon
3,Sector 102,1.64,9939,1650.0,9,Unfurnished,North - East,"1 Covered,",3,2,"Pool, Garden/Park",Gurgaon
3,Sector 61,4.57,18963,2410.0,10+,Semi-Furnished,East,2 Covered,3,2,Garden/Park,Gurgaon
3,Sector 49,3.85,21330,1805.0,10+,Semi-Furnished,East,1 Covered,3,4,"Garden/Park, Pool, Main Road",Gurgaon
3,Sector 79,1.95,11934,1634.0,2,Unfurnished,North - East,"1 Covered,",3,2,"Garden/Park, Pool, Main Road",Gurgaon
3,others,3.50,12654,2766.0,10+,Semi-Furnished,East,"1 Covered,",4,3,"Garden/Park, Pool, Main Road",Gurgaon
3,Sector 89,1.35,9487,1423.0,2,Unfurnished,North,1 Covered,3,2,,Gurgaon
3,others,4.27,14000,3050.0,7,Semi-Furnished,North,2 Covered,3,2,Garden/Park,Gurgaon
3,Sector 71,2.18,13457,1620.0,3,Semi-Furnished,East,1 Covered,3,2,"Garden/Park, Main Road",Gurgaon
3,others,1.80,11613,1550.0,3,Semi-Furnished,North,2 Covered,3,2,"Garden/Park, Main Road",Gurgaon
4,others,5.50,16975,3240.0,10+,Furnished,,2 Covered,4,3,Main Road,Gurgaon
3,Sector 59,6.50,21776,2985.0,10+,Semi-Furnished,North - East,2 Covered,4,2,Garden/Park,Gurgaon
4,Sector 63,8,20253,3950.0,8,Semi-Furnished,North - East,2 Covered,4,4,"Garden/Park, Main Road",Gurgaon
3,Sector 71,2.17,13232,1640.0,1,Furnished,North - East,,3,2,"Garden/Park, Main Road, Pool",Gurgaon
4,others,2.65,11522,2300.0,3,Semi-Furnished,North,2 Covered,4,2,,Gurgaon
2,Sector 79,1.18,10401,1135.0,2,Semi-Furnished,,1 Covered,2,2,Main Road,Gurgaon
3,Sector 2,1.30,7514,1730.0,5,Semi-Furnished,East,1 Covered,2,4,Garden/Park,Gurgaon
3,others,5.69,18750,3035.0,10+,Semi-Furnished,North,"2 Covered,",3,2,"Garden/Park, Pool, Main Road",Gurgaon
2,Sector 2,1.24,8480,1462.0,9,Semi-Furnished,North,1 Covered,2,4,Main Road,Gurgaon
3,Sector 79,2.20,13398,1642.0,10+,Semi-Furnished,North,1 Covered,3,3,"Main Road, Garden/Park, Pool",Gurgaon
3,Sector 89,3.65,15500,2355.0,10+,Furnished,North - East,"1 Covered,",4,3,Pool,Gurgaon
4,Sector 63,8.25,20625,4000.0,10+,Furnished,North,"2 Covered,",4+,4,"Garden/Park, Pool",Gurgaon
2,Sector 79,1.35,11529,1171.0,1,Unfurnished,West,,2,2,"Garden/Park, Pool",Gurgaon
3,Sector 106,2.98,14885,2002.0,4,Unfurnished,North - East,2 Covered,3,4+,"Garden/Park, Pool",Gurgaon
3,others,4.49,20749,2164.0,10+,Semi-Furnished,East,"2 Covered,",3,3,"Garden/Park, Main Road",Gurgaon
4,others,2.53,8484,2982.0,3,Semi-Furnished,North - East,2 Covered,3,4,"Garden/Park, Pool, Main Road",Gurgaon
4,others,6,17884,3355.0,10+,Semi-Furnished,North - East,2 Covered,4+,4,"Garden/Park, Pool, Main Road",Gurgaon
3,others,7.25,24650,2941.0,10+,Semi-Furnished,North - East,2 Covered,4,3,Main Road,Gurgaon
2,others,1.20,9562,1255.0,1,Semi-Furnished,North - East,"1 Covered,",2,2,"Garden/Park, Pool",Gurgaon
4,Sector 63,7.50,18987,3950.0,10+,Unfurnished,North - East,3 Covered,4,3,"Garden/Park, Pool",Gurgaon
4,Sector 63,8,20253,3950.0,10+,Semi-Furnished,North - East,"2 Covered,",4+,4+,"Garden/Park, Pool",Gurgaon
3,Sector 89,2,7692,2600.0,2,Semi-Furnished,East,"2 Covered,",3,2,"Garden/Park, Pool, Main Road",Gurgaon
3,others,3.30,16777,1967.0,10+,Semi-Furnished,North - East,2 Covered,3,2,Main Road,Gurgaon
3,Sector 106,2.85,15364,1855.0,9,Unfurnished,West,,3,4,"Garden/Park, Main Road",Gurgaon
4,Sector 63,7.30,18481,3950.0,10+,Semi-Furnished,North - East,"2 Covered,",4+,4+,"Garden/Park, Pool, Main Road",Gurgaon
4,Sector 79,3.96,15231,2600.0,10+,Furnished,East,3 Covered,4+,4,"Garden/Park, Pool",Gurgaon
2,Sector 61,1.61,14000,1150.0,3,Unfurnished,South -West,2 Covered,3,2,"Garden/Park, Main Road",Gurgaon
4,others,5.09,12630,4030.0,10,Semi-Furnished,East,"1 Covered,",4,3,,Gurgaon
4,Sector 37D,5.74,15700,3656.0,10,Semi-Furnished,East,2 Covered,4,3,"Garden/Park, Pool",Gurgaon
3,Sector 106,2.90,15633,1855.0,6,Unfurnished,North,,3,4,"Garden/Park, Pool, Main Road",Gurgaon
3,Sector 51,2.75,13750,2000.0,1,Semi-Furnished,East,2 Covered,3,3,Main Road,Gurgaon
3,Sector 2,1.58,9023,1751.0,5,Unfurnished,East,,3,4,"Garden/Park, Pool, Main Road",Gurgaon
5+,Sector 43,11.71,26005,4503.0,10+,Furnished,North - East,2 Covered,4+,3,"Garden/Park, Pool, Main Road",Gurgaon
3,Sector 43,2.70,17419,1550.0,2,Semi-Furnished,North,"2 Covered,",4,2,Main Road,Gurgaon
3,others,1.80,13333,1350.0,4,Furnished,North,2 Covered,3,2,Main Road,Gurgaon
4,Sector 37D,6.30,17213,3660.0,10,Semi-Furnished,North - East,3 Covered,4,3,"Garden/Park, Pool, Main Road",Gurgaon
4,Sector 43,4.05,15000,2700.0,1,Semi-Furnished,East,,4+,2,Garden/Park,Gurgaon
