,bhk,price_sqft_price,Carpet_Area,SuperArea,Status,Floor,Transaction,Furnishing,facing,Society,Ownership,Car_Parking,Bathroom,Balcony,overlooking,Under_Construction
0,"3 BHK Flat  for Sale in  Trehan Luxury Floors, Sector 71, Gurgaon","2.19 Cr13,560 per sqft",NAN,1615 sqft,Ready to Move,NAN,New Property,Unfurnished,NAN,Trehan Luxury Floors,NAN,NAN,3,NAN,NAN,NAN
1,"3 BHK Flat  for Sale in  Trehan Luxury Floors, Sector 71, Gurgaon","2.07 Cr12,351 per sqft",NAN,1676 sqft,Ready to Move,NAN,New Property,Semi-Furnished,NAN,Trehan Luxury Floors,NAN,NAN,3,NAN,NAN,NAN
2,"3 BHK Flat  for Sale in  Aqua Front Towers, Sector 32 Sohna, Gurgaon","2.81 Cr15,707 per sqft",NAN,1789 sqft,NAN,NAN,New Property,Unfurnished,NAN,Aqua Front Towers,NAN,NAN,3,3,NAN,NAN
3,"3 BHK Flat  for Sale in  Puri Diplomatic Residences, Sector 111, Gurgaon","3.95 Cr24,890 per sqft",1324 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Puri Diplomatic Residences,NAN,NAN,3,4,NAN,Poss. by Mar '31
4,"3 BHK Flat  for Sale in  Smartworld Orchard, Sector 61, Gurgaon","2.55 Cr16,500 per sqft",NAN,1549 sqft,NAN,NAN,New Property,Unfurnished,NAN,Smartworld Orchard,NAN,NAN,3,3,NAN,Poss. by Dec '24
5,"3 BHK Flat  for Sale in  The Estate Residences, Sector 63A, Gurgaon","1.78 Cr13,002 per sqft",NAN,1369 sqft,NAN,NAN,New Property,Unfurnished,NAN,The Estate Residences,NAN,1 Open,3,3,NAN,NAN
6,"3 BHK Flat  for Sale in  Trump Tower, Sector 65, Gurgaon","10.39 Cr29,500 per sqft",NAN,3525 sqft,NAN,NAN,New Property,Unfurnished,NAN,Trump Tower,NAN,NAN,4,4,NAN,Poss. by Dec '24
7,"2 BHK Flat  for Sale in  Tata Gurgaon Gateway, Sector 112, Gurgaon","2.40 Cr15,190 per sqft",NAN,1580 sqft,NAN,NAN,New Property,Unfurnished,NAN,Tata Gurgaon Gateway,NAN,NAN,2,2,NAN,NAN
8,"3 BHK Flat  for Sale in  Godrej Aristocrat, Sector 49, Gurgaon","4 Cr13,793 per sqft",1400 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Godrej Aristocrat,NAN,NAN,3,3,NAN,Poss. by Dec '30
9,"4 BHK Flat  for Sale in  DLF The Arbour, Sector 63, Gurgaon","7 Cr18,937 per sqft",NAN,3700 sqft,NAN,NAN,New Property,Unfurnished,NAN,DLF The Arbour,NAN,NAN,5,3,NAN,Poss. by Mar '29
10,"4 BHK Flat  for Sale in  DLF Privana, Sector 76, Delhi Gurgaon Expressway, Gurgaon","5.76 Cr18,000 per sqft",NAN,3200 sqft,NAN,NAN,New Property,Unfurnished,NAN,DLF Privana,NAN,NAN,4,2,NAN,Poss. by Aug '28
11,"4 BHK Flat  for Sale in  DLF The Arbour, Sector 63, Gurgaon","7.38 Cr18,937 per sqft",NAN,3900 sqft,NAN,NAN,New Property,Unfurnished,NAN,DLF The Arbour,NAN,NAN,4,4,NAN,Poss. by Mar '28
12,"4 BHK Flat  for Sale in  M3M Crown Phase 1, Sector 111, Gurgaon","5.82 Cr21,798 per sqft",NAN,2670 sqft,NAN,NAN,New Property,Unfurnished,NAN,M3M Crown Phase 1,NAN,NAN,4,5,NAN,Poss. by Jan '28
13,"4 BHK Flat  for Sale in  GODREJ ZENITH, Sector 89, Gurgaon","3.41 Cr14,016 per sqft",2190 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,GODREJ ZENITH,NAN,NAN,3,3,NAN,Poss. by Mar '31
14,"3 BHK Flat  for Sale in  Puri Diplomatic Residences, Sector 111, Gurgaon","3.95 Cr17,287 per sqft",1823 sqft,NAN,NAN,6 out of 36,New Property,Unfurnished,East,Puri Diplomatic Residences,Freehold,1 Covered,4,3,"Pool, Garden/Park",Poss. by Mar '28
15,"2 BHK Flat  for Sale in  Central Park Flower Valley, Sector 32 Sohna, Gurgaon","1.84 Cr16,909 per sqft",NAN,1093 sqft,NAN,NAN,New Property,Unfurnished,NAN,Central Park Flower Valley,NAN,NAN,2,2,NAN,NAN
16,"3 BHK Flat  for Sale in  Trehan Luxury Floors, Sector 71, Gurgaon","1.97 Cr12,228 per sqft",NAN,1611 sqft,NAN,NAN,New Property,Unfurnished,NAN,Trehan Luxury Floors,NAN,1 Open,3,3,NAN,Poss. by Feb '25
17,"4 BHK Flat  for Sale in  DLF The Arbour, Sector 63, Gurgaon","7.19 Cr18,937 per sqft",NAN,3800 sqft,NAN,NAN,New Property,Unfurnished,NAN,DLF The Arbour,NAN,NAN,6,3,NAN,Poss. by Mar '30
18,"3 BHK Flat  for Sale in  DE LUXE DXP, Sector 37D, Delhi Gurgaon Expressway, Gurgaon","4 Cr15,250 per sqft",NAN,2623 sqft,NAN,NAN,New Property,Unfurnished,NAN,DE LUXE DXP,NAN,NAN,3,2,NAN,Poss. by Nov '28
19,"2 BHK Flat  for Sale in  GODREJ ZENITH, Sector 89, Gurgaon","1.52 Cr14,009 per sqft",977 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,GODREJ ZENITH,NAN,NAN,2,2,NAN,Poss. by Mar '28
20,"4 BHK Flat  for Sale in  DLF The Arbour, Sector 63, Gurgaon","7 Cr18,937 per sqft",NAN,3700 sqft,NAN,NAN,New Property,Unfurnished,NAN,DLF The Arbour,NAN,NAN,4,4,NAN,Poss. by Mar '27
21,"3 BHK Flat  for Sale in  Mahindra Luminare, Sector 59, Gurgaon","10.73 Cr35,969 per sqft",NAN,2985 sqft,NAN,NAN,New Property,Unfurnished,NAN,Mahindra Luminare,NAN,NAN,4,3,NAN,NAN
22,"3 BHK Flat  for Sale in  DLF The Ultima, Sector 81, Gurgaon","3.35 Cr15,930 per sqft",NAN,2103 sqft,NAN,NAN,New Property,Unfurnished,NAN,DLF The Ultima,NAN,NAN,3,3,NAN,NAN
23,"3 BHK Flat  for Sale in  M3M Golf Estate, Sector 65, Gurgaon","6.30 Cr20,724 per sqft",2130 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,M3M Golf Estate,NAN,NAN,3,3,NAN,NAN
24,"3 BHK Flat  for Sale in  Puri Diplomatic Residences, Sector 111, Gurgaon","3.95 Cr24,890 per sqft",1324 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Puri Diplomatic Residences,NAN,NAN,3,4,NAN,Poss. by Mar '31
25,"3 BHK Flat  for Sale in  Smartworld One DXP, Sector 113, Gurgaon","4.80 Cr19,592 per sqft",NAN,2450 sqft,NAN,NAN,New Property,Unfurnished,NAN,Smartworld One DXP,NAN,NAN,3,3,NAN,Poss. by Dec '27
26,"5 BHK Flat  for Sale in  Mahindra Luminare, Sector 59, Gurgaon","13.03 Cr35,969 per sqft",NAN,3625 sqft,NAN,NAN,New Property,Unfurnished,NAN,Mahindra Luminare,NAN,NAN,5,4,NAN,NAN
27,"3 BHK Flat  for Sale in  Elan The Presidential, Sector 106, Gurgaon","4.25 Cr17,347 per sqft",NAN,2450 sqft,NAN,NAN,New Property,Unfurnished,NAN,Elan The Presidential,NAN,NAN,3,3,NAN,Poss. by Jun '26
28,"3 BHK Flat  for Sale in  DE LUXE DXP, Sector 37D, Delhi Gurgaon Expressway, Gurgaon","4 Cr15,250 per sqft",NAN,2623 sqft,NAN,NAN,New Property,Unfurnished,NAN,DE LUXE DXP,NAN,NAN,3,3,NAN,Poss. by Nov '28
29,"3 BHK Flat  for Sale in  Mahindra Luminare, Sector 59, Gurgaon","11.15 Cr35,969 per sqft",NAN,3100 sqft,NAN,NAN,New Property,Unfurnished,NAN,Mahindra Luminare,NAN,NAN,4,3,NAN,NAN
30,"3 BHK Apartment for Sale in Trehan Luxury Floors, Sector 71 Gurgaon","1.90 Cr11,515 per sqft",NAN,1650 sqft,NAN,NAN,New Property,Unfurnished,NAN,Trehan Luxury Floors,NAN,NAN,3,3,NAN,NAN
31,"5 BHK Apartment for Sale in Chintamani, Sector 103 Gurgaon","7.54 Cr19,274 per sqft",2319 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Chintamani,NAN,NAN,4,3,NAN,Poss. by Nov '26
32,"3 BHK Apartment for Sale in Whiteland The ASPEN, Sector 76, Delhi Gurgaon Expressway Gurgaon","3.12 Cr13,887 per sqft",NAN,2250 sqft,NAN,NAN,New Property,Unfurnished,NAN,Whiteland The ASPEN,NAN,NAN,10,3,NAN,Poss. by Nov '27
33,"3 BHK Apartment for Sale in DE LUXE DXP, Sector 37D, Delhi Gurgaon Expressway Gurgaon","3.75 Cr15,188 per sqft",NAN,2469 sqft,NAN,NAN,New Property,Unfurnished,NAN,DE LUXE DXP,NAN,NAN,3,2,NAN,Poss. by Nov '28
34,"3 BHK Apartment for Sale in Puri Diplomatic Residences, Sector 111 Gurgaon","4.44 Cr24,900 per sqft",1399 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Puri Diplomatic Residences,NAN,NAN,3,3,NAN,Poss. by Mar '31
35,"3 BHK Apartment for Sale in Smartworld One DXP, Sector 113 Gurgaon","4.80 Cr19,592 per sqft",NAN,2450 sqft,NAN,NAN,New Property,Unfurnished,NAN,Smartworld One DXP,NAN,NAN,3,3,NAN,Poss. by Dec '26
36,"2 BHK Apartment for Sale in Smartworld Orchard, Sector 61 Gurgaon","1.63 Cr14,489 per sqft",NAN,1125 sqft,NAN,NAN,New Property,Unfurnished,NAN,Smartworld Orchard,NAN,NAN,2,2,NAN,Poss. by Dec '24
37,"4 BHK Apartment for Sale in BPTP The Amaario, Sector 37D, Delhi Gurgaon Expressway Gurgaon","6.16 Cr16,653 per sqft",1982 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,BPTP The Amaario,NAN,NAN,4,5,NAN,Poss. by Apr '28
38,"3 BHK Apartment for Sale in Trump Tower, Sector 65 Gurgaon","10.39 Cr29,500 per sqft",NAN,3525 sqft,NAN,NAN,New Property,Unfurnished,NAN,Trump Tower,NAN,NAN,4,2,NAN,Poss. by Dec '24
39,"3 BHK Apartment for Sale in Trehan Luxury Floors, Sector 71 Gurgaon","1.90 Cr11,515 per sqft",NAN,1650 sqft,NAN,NAN,New Property,Unfurnished,NAN,Trehan Luxury Floors,NAN,NAN,3,3,NAN,NAN
40,"3 BHK Apartment for Sale in SS Cendana, Sector 83 Gurgaon","1.90 Cr13,103 per sqft",NAN,1450 sqft,NAN,NAN,New Property,Unfurnished,NAN,SS Cendana,NAN,NAN,3,3,NAN,Poss. by Aug '29
41,"3 BHK Apartment for Sale in Godrej Aristocrat, Sector 49 Gurgaon","4 Cr13,793 per sqft",1400 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Godrej Aristocrat,NAN,NAN,3,2,NAN,Poss. by Dec '30
42,"2 BHK Apartment for Sale in Smart World Gems, Sector 89 Gurgaon","99 Lac9,000 per sqft",NAN,1100 sqft,Ready to Move,NAN,New Property,Unfurnished,NAN,Smart World Gems,NAN,NAN,2,NAN,NAN,NAN
43,"2 BHK Apartment for Sale in GODREJ ZENITH, Sector 89 Gurgaon","1.52 Cr14,009 per sqft",977 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,GODREJ ZENITH,NAN,NAN,2,2,NAN,Poss. by Mar '31
44,"4 BHK Apartment for Sale in GODREJ ZENITH, Sector 89 Gurgaon","3.76 Cr14,040 per sqft",2410 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,GODREJ ZENITH,NAN,NAN,3,3,NAN,Poss. by Mar '31
45,"5 BHK Apartment for Sale in Tulip Monsella, Sector 53 Gurgaon","12.20 Cr27,093 per sqft",NAN,4503 sqft,NAN,NAN,New Property,Unfurnished,NAN,Tulip Monsella,NAN,NAN,5,5,NAN,Poss. by May '27
46,"2 BHK Apartment for Sale in GODREJ ZENITH, Sector 89 Gurgaon","1.52 Cr14,009 per sqft",977 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,GODREJ ZENITH,NAN,NAN,2,2,NAN,Poss. by Mar '31
47,"3 BHK Builder Floor for Sale in Orchid IVY, Sector 51 Gurgaon","3 Cr15,789 per sqft",1680 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Orchid IVY,NAN,1 Open,4,3,NAN,Poss. by Aug '26
48,"3 BHK Builder Floor for Sale in Signature Global City 63A, Sector 63A Gurgaon","2.56 Cr19,617 per sqft",NAN,1305 sqft,NAN,NAN,New Property,Unfurnished,NAN,Signature Global City 63A,NAN,1 Open,3,2,NAN,Poss. by Dec '24
49,"4 BHK Apartment for Sale in Smartworld One DXP, Sector 113 Gurgaon","5.50 Cr21,178 per sqft",NAN,2597 sqft,NAN,NAN,New Property,Unfurnished,NAN,Smartworld One DXP,NAN,NAN,4,NAN,NAN,Poss. by Dec '27
50,"4 BHK Apartment for Sale in M3M Crown Phase 1, Sector 111 Gurgaon","5.65 Cr22,000 per sqft",NAN,2570 sqft,NAN,NAN,New Property,Unfurnished,NAN,M3M Crown Phase 1,NAN,1 Covered,4,NAN,NAN,Poss. by Jan '28
51,"3 BHK Apartment for Sale in Godrej Aristocrat, Sector 49 Gurgaon","3.70 Cr20,476 per sqft",NAN,1807 sqft,NAN,5,New Property,Semi-Furnished,NAN,Godrej Aristocrat,NAN,2 Covered,3,NAN,NAN,Poss. by Dec '30
52,"4 BHK Apartment for Sale in DE LUXE DXP, Sector 37D, Delhi Gurgaon Expressway Gurgaon","5.20 Cr15,985 per sqft",NAN,3253 sqft,NAN,NAN,New Property,Semi-Furnished,NAN,DE LUXE DXP,NAN,1 Covered,5,NAN,NAN,Poss. by Nov '28
53,"3 BHK Apartment for Sale in Nandaka, Sector 84 Gurgaon","5.06 Cr16,585 per sqft",NAN,3051 sqft,NAN,NAN,New Property,Semi-Furnished,NAN,Nandaka,NAN,2 Covered,3,NAN,NAN,Poss. by Feb '28
54,"3 BHK Apartment for Sale in Ambience Creacions, Sector 22 Gurgaon","5.15 Cr18,519 per sqft",NAN,2781 sqft,Ready to Move,NAN,New Property,Semi-Furnished,NAN,Ambience Creacions,NAN,1 Covered,4,NAN,NAN,NAN
55,"3 BHK Apartment for Sale in SS Cendana, Sector 83 Gurgaon","2.03 Cr14,000 per sqft",NAN,1450 sqft,NAN,NAN,New Property,Semi-Furnished,NAN,SS Cendana,NAN,1 Covered,3,NAN,NAN,Poss. by Aug '27
56,"4 BHK Apartment for Sale in DLF The Arbour, Sector 63 Gurgaon","8.25 Cr20,886 per sqft",NAN,3950 sqft,NAN,NAN,New Property,Unfurnished,NAN,DLF The Arbour,NAN,NAN,4,NAN,NAN,Poss. by Mar '30
57,"2 BHK Apartment for Sale in Ashiana Mulberry, Sector 2 Sohna Gurgaon","1.20 Cr9,917 per sqft",NAN,1210 sqft,Ready to Move,NAN,New Property,Unfurnished,NAN,Ashiana Mulberry,NAN,NAN,2,NAN,NAN,NAN
58,4 BHK Builder Floor for Sale in Phase 1 DLF Gurgaon,"4.50 Cr13,889 per sqft",2100 sqft,NAN,Ready to Move,1 out of 4,Resale,Semi-Furnished,North - West,NAN,Freehold,"2 Covered,",4,2,"Pool, Garden/Park, Main Road",NAN
59,4 BHK Builder Floor for Sale in Phase 2 DLF Gurgaon,"6.50 Cr14,387 per sqft",3900 sqft,NAN,Ready to Move,1 out of 4,Resale,Semi-Furnished,NAN,NAN,Freehold,"3 Covered,",5,2,"Garden/Park, Main Road",NAN
60,"3 BHK Builder Floor for Sale in Trehan Luxury Floors, Sector 71 Gurgaon","1.97 Cr11,322 per sqft",NAN,1740 sqft,NAN,2 out of 3,New Property,Semi-Furnished,North - East,Trehan Luxury Floors,Freehold,2 Covered,3,2,"Garden/Park, Main Road",Poss. by Dec '24
61,"4 BHK Apartment for Sale in BPTP The Amaario, Sector 37D, Delhi Gurgaon Expressway Gurgaon","5.47 Cr14,981 per sqft",1959 sqft,NAN,NAN,3 out of 3,New Property,Semi-Furnished,North - East,BPTP The Amaario,Freehold,"2 Covered,",4,3,"Garden/Park, Pool, Main Road",Poss. by Sep '31
62,"3 BHK Builder Floor for Sale in MRG Crown, Sector 106 Gurgaon","2.16 Cr14,392 per sqft",NAN,1503 sqft,NAN,NAN,New Property,Semi-Furnished,NAN,MRG Crown,NAN,1 Covered,3,NAN,NAN,Poss. by Nov '27
63,"3 BHK Apartment for Sale in Signature Global City 93, Sector 93 Gurgaon","1.50 Cr11,295 per sqft",1000 sqft,NAN,NAN,NAN,New Property,Semi-Furnished,NAN,Signature Global City 93,NAN,NAN,3,NAN,NAN,Poss. by Apr '25
64,4 BHK Builder Floor for Sale in Phase 2 DLF Gurgaon,"3.85 Cr14,259 per sqft",2400 sqft,NAN,Ready to Move,1 out of 4,New Property,Semi-Furnished,North - East,NAN,Freehold,"2 Covered,",5,2,"Garden/Park, Pool, Main Road",NAN
65,"4 BHK Apartment for Sale in DLF The Arbour, Sector 63 Gurgaon","7.60 Cr19,241 per sqft",2878 sqft,NAN,NAN,10 out of 39,New Property,Semi-Furnished,North - East,DLF The Arbour,Freehold,"3 Covered,",5,4,"Garden/Park, Pool, Main Road",Poss. by Apr '27
66,4 BHK Apartment for Sale in Sector 102 Gurgaon,"3.20 Cr10,000 per sqft",1200 sqft,NAN,Ready to Move,12 out of 12,New Property,Semi-Furnished,North,NAN,Freehold,NAN,4,4,"Garden/Park, Pool, Main Road",NAN
67,"3 BHK Apartment for Sale in Whiteland The ASPEN, Sector 76, Delhi Gurgaon Expressway Gurgaon","3.40 Cr14,468 per sqft",NAN,2350 sqft,NAN,NAN,New Property,Unfurnished,NAN,Whiteland The ASPEN,NAN,NAN,3,NAN,NAN,Poss. by Dec '30
68,"2 BHK Apartment for Sale in Godrej Meridien, Sector 106 Gurgaon","1.85 Cr13,543 per sqft",1366 sqft,NAN,NAN,8 out of 19,New Property,Semi-Furnished,North - East,Godrej Meridien,Freehold,1 Covered,2,3,"Garden/Park, Pool, Main Road",Poss. by Nov '25
69,"2 BHK Apartment for Sale in Smartworld One DXP, Sector 113 Gurgaon","2.16 Cr15,766 per sqft",NAN,1370 sqft,NAN,9 out of 29,Resale,Unfurnished,North - East,Smartworld One DXP,Freehold,1 Covered,2,2,"Garden/Park, Pool, Main Road",Poss. by Dec '27
70,"3 BHK Apartment for Sale in Smartworld One DXP, Sector 113 Gurgaon","3.33 Cr18,000 per sqft",NAN,1850 sqft,NAN,10 out of 29,New Property,Semi-Furnished,East,Smartworld One DXP,Freehold,1 Covered,3,4,"Garden/Park, Pool, Main Road",Poss. by Dec '27
71,"3 BHK Apartment for Sale in Smartworld One DXP, Sector 113 Gurgaon","3.34 Cr16,576 per sqft",NAN,2015 sqft,NAN,17 out of 32,Resale,Semi-Furnished,East,Smartworld One DXP,Freehold,2 Covered,3,4,"Garden/Park, Main Road",Poss. by Dec '27
72,"3 BHK Apartment for Sale in Park View Sanskruti, Sector 92 Gurgaon","2 Cr10,025 per sqft",1900 sqft,NAN,Ready to Move,6 out of 20,Resale,Semi-Furnished,North - East,Park View Sanskruti,Freehold,1 Covered,4,3,Garden/Park,NAN
73,"3 BHK Apartment for Sale in Elevate, Sector 59 Gurgaon","4.85 Cr21,133 per sqft",1500 sqft,NAN,NAN,22 out of 33,Resale,Semi-Furnished,North - West,Elevate,Freehold,NAN,4,3,Main Road,Poss. by Dec '24
74,4 BHK Builder Floor for Sale in Sector 57 Gurgaon,"3 Cr16,251 per sqft",1846 sqft,NAN,Ready to Move,1 out of 4,New Property,Furnished,North - West,NAN,Freehold,2 Covered,4,2,NAN,NAN
75,"4 BHK Apartment for Sale in Elan The Presidential, Sector 106 Gurgaon","4.34 Cr14,130 per sqft",NAN,3075 sqft,NAN,10 out of 32,New Property,Semi-Furnished,North - East,Elan The Presidential,Freehold,2 Covered,5,4,Garden/Park,Poss. by Jul '26
76,"3 BHK Builder Floor for Sale in Smartworld Orchard, Golf Course Extension Road Gurgaon","2.19 Cr14,200 per sqft",1100 sqft,NAN,NAN,3 out of 4,Resale,Semi-Furnished,North - East,Smartworld Orchard,Freehold,1 Open,3,2,Garden/Park,Poss. by Nov '24
77,"3 BHK Apartment for Sale in Puri Diplomatic Residences, Sector 111 Gurgaon","4.44 Cr19,500 per sqft",1596 sqft,NAN,NAN,11 out of 36,Resale,Semi-Furnished,North - East,Puri Diplomatic Residences,Freehold,"1 Covered,",3,4,"Garden/Park, Pool, Main Road",Poss. by May '29
78,4 BHK Builder Floor for Sale in South City 1 Gurgaon,"3.15 Cr10,862 per sqft",2700 sqft,NAN,Ready to Move,Ground out of 4,Resale,Semi-Furnished,North - West,NAN,Freehold,"3 Covered,",4,4,Main Road,NAN
79,"4 BHK Apartment for Sale in Smartworld One DXP, Sector 113 Gurgaon","4.71 Cr14,500 per sqft",2850 sqft,NAN,NAN,4 out of 29,New Property,Semi-Furnished,North - East,Smartworld One DXP,Freehold,2 Covered,5,5,"Garden/Park, Pool, Main Road",Poss. by Dec '27
80,3 BHK Builder Floor for Sale in Sushant Lok Gurgaon,"2.75 Cr14,474 per sqft",1800 sqft,NAN,Ready to Move,4 out of 4,New Property,Semi-Furnished,North,NAN,Freehold,2 Covered,4,2,"Garden/Park, Main Road",NAN
81,"4 BHK Apartment for Sale in DLF The Arbour, Sector 63 Gurgaon","8.08 Cr20,468 per sqft",NAN,3950 sqft,NAN,30 out of 40,Resale,Semi-Furnished,East,DLF The Arbour,Freehold,NAN,5,5,Garden/Park,Poss. by Oct '27
82,"3 BHK Apartment for Sale in Sector 37D, Delhi Gurgaon Expressway Gurgaon","1.53 Cr12,240 per sqft",875 sqft,NAN,NAN,2 out of 4,New Property,Semi-Furnished,North - East,NAN,Freehold,1 Covered,3,3,"Garden/Park, Pool, Main Road",Poss. by Jan '25
83,4 BHK Builder Floor for Sale in Phase 2 DLF Gurgaon,"5.75 Cr15,972 per sqft",NAN,3600 sqft,Ready to Move,1 out of 4,New Property,Semi-Furnished,North,NAN,Freehold,"3 Covered,",5,3,"Garden/Park, Main Road",NAN
84,"4 BHK Apartment for Sale in Smartworld One DXP, Sector 113 Gurgaon","4.37 Cr16,850 per sqft",NAN,2597 sqft,NAN,20 out of 29,New Property,Semi-Furnished,East,Smartworld One DXP,Freehold,1 Covered,4,3,Garden/Park,Poss. by Dec '27
85,4 BHK Builder Floor for Sale in Golf Course Extension Road Gurgaon,"2.80 Cr12,346 per sqft",1800 sqft,NAN,Ready to Move,2 out of 3,New Property,Semi-Furnished,East,NAN,Freehold,NAN,4,2,Garden/Park,NAN
86,"3 BHK Builder Floor for Sale in Trehan Luxury Floors, Sector 71 Gurgaon","1.85 Cr8,043 per sqft",1300 sqft,NAN,Ready to Move,2 out of 3,New Property,Semi-Furnished,East,Trehan Luxury Floors,Freehold,"1 Covered,",3,3,"Garden/Park, Main Road",NAN
87,"3 BHK Builder Floor for Sale in Malibu Town, Sector 47 Gurgaon","2.70 Cr13,500 per sqft",1800 sqft,NAN,Ready to Move,1 out of 4,Resale,Semi-Furnished,North - West,NAN,Freehold,2 Covered,3,2,Main Road,NAN
88,"3 BHK Apartment for Sale in Elan The Presidential, Sector 106 Gurgaon","4 Cr16,327 per sqft",1600 sqft,NAN,NAN,8 out of 34,New Property,Semi-Furnished,North - East,Elan The Presidential,Freehold,2 Covered,3,3,Garden/Park,Poss. by Jun '27
89,"4 BHK Builder Floor for Sale in Nirvana Country, Sector 50 Gurgaon","5.25 Cr18,750 per sqft",2450 sqft,NAN,Ready to Move,2 out of 4,New Property,Semi-Furnished,East,NAN,Freehold,2 Covered,4,2,NAN,NAN
90,3 BHK Apartment for Sale in New Gurgaon Gurgaon,"2.72 Cr12,035 per sqft",1600 sqft,NAN,NAN,17 out of 30,New Property,Semi-Furnished,North - East,NAN,Freehold,2 Covered,3,4,Garden/Park,Poss. by Jul '26
91,"5 BHK Apartment for Sale in Elan The Presidential, Sector 106 Gurgaon","6.50 Cr15,873 per sqft",NAN,4095 sqft,NAN,15 out of 35,Resale,Semi-Furnished,North,Elan The Presidential,Freehold,"2 Covered,",6,5,"Garden/Park, Pool",Poss. by Jun '27
92,3 BHK Builder Floor for Sale in Sector 57 Gurgaon,"2.25 Cr9,506 per sqft",200 sqyrd,NAN,Ready to Move,3 out of 4,New Property,Semi-Furnished,North - East,NAN,Freehold,"2 Covered,",3,2,Main Road,NAN
93,"3 BHK Apartment for Sale in Puri The Aravallis, Sector 61 Gurgaon","4.50 Cr20,000 per sqft",1600 sqft,NAN,NAN,15 out of 42,New Property,Unfurnished,East,Puri The Aravallis,Freehold,2 Covered,3,3,"Garden/Park, Pool, Main Road",Poss. by Dec '26
94,"3 BHK Apartment for Sale in M3M Golf Estate, Sector 65 Gurgaon","5.60 Cr17,995 per sqft",NAN,3112 sqft,Ready to Move,2 out of 10,Resale,Unfurnished,East,M3M Golf Estate,Freehold,2 Covered,3,4,"Garden/Park, Pool",NAN
95,3 BHK Apartment for Sale in Phase 5 DLF Gurgaon,"6.20 Cr31,266 per sqft",1460 sqft,NAN,Ready to Move,16 out of 30,Resale,Unfurnished,East,NAN,Freehold,NAN,4,3,"Garden/Park, Main Road",NAN
96,"4 BHK Builder Floor for Sale in Sushant Lok-I, Sector 43 Gurgaon","4.25 Cr15,741 per sqft",2200 sqft,NAN,Ready to Move,4 out of 4,New Property,Semi-Furnished,North,NAN,Freehold,"2 Covered,",4,3,Garden/Park,NAN
97,"3 BHK Apartment for Sale in PARQ, Sector 80 Gurgaon","2.90 Cr14,947 per sqft",1945 sqft,NAN,NAN,18 out of 40,New Property,Semi-Furnished,North - East,PARQ,Freehold,2 Covered,3,3,"Garden/Park, Pool, Main Road",Poss. by Nov '28
98,"4 BHK Apartment for Sale in BPTP Terra, Sector 37D, Delhi Gurgaon Expressway Gurgaon","2.50 Cr11,410 per sqft",2000 sqft,NAN,Ready to Move,9 out of 23,New Property,Semi-Furnished,North - East,BPTP Terra,Freehold,"2 Covered,",4,4,"Garden/Park, Pool, Main Road",NAN
99,"6 BHK Apartment for Sale in Tulip Monsella, Sector 53 Gurgaon","11.65 Cr25,889 per sqft",4495 sqft,NAN,NAN,8 out of 38,Resale,Furnished,East,Tulip Monsella,Freehold,NAN,5,4,"Garden/Park, Pool, Main Road",Poss. by Jan '26
100,"3 BHK Apartment for Sale in Godrej Meridien, Sector 106 Gurgaon","3 Cr14,985 per sqft",1502 sqft,NAN,NAN,9 out of 20,Resale,Semi-Furnished,North - East,Godrej Meridien,Freehold,2 Covered,3,4,"Garden/Park, Main Road",Poss. by Aug '24
101,"2 BHK Apartment for Sale in Godrej Meridien, Sector 106 Gurgaon","1.30 Cr9,517 per sqft",NAN,1366 sqft,NAN,NAN,New Property,Unfurnished,NAN,Godrej Meridien,NAN,1 Covered,2,NAN,NAN,NAN
102,"3 BHK Apartment for Sale in Elan The Presidential, Sector 106 Gurgaon","4.25 Cr15,741 per sqft",1540 sqft,NAN,NAN,9 out of 30,Resale,Semi-Furnished,North,Elan The Presidential,Freehold,2 Covered,5,3,"Garden/Park, Pool, Main Road",Poss. by May '27
103,2 BHK Apartment for Sale in Sector 89 Gurgaon,"1.55 Cr9,568 per sqft",NAN,1620 sqft,NAN,6 out of 21,New Property,Unfurnished,East,NAN,Freehold,1 Covered,3,2,"Garden/Park, Main Road",Poss. by Oct '24
104,"3 BHK Apartment for Sale in Puri The Aravallis, Ullahawas, Sector 61, Golf Course Extension Road Gurgaon","4.15 Cr18,444 per sqft",1250 sqft,NAN,NAN,9 out of 38,Resale,Semi-Furnished,North - East,Puri The Aravallis,Freehold,1 Covered,4,4,"Garden/Park, Pool, Main Road",Poss. by Aug '24
