,bhk,price_sqft_price,Carpet_Area,SuperArea,Status,Floor,Transaction,Furnishing,facing,Society,Ownership,Car_Parking,Bathroom,Balcony,overlooking,Under_Construction
722,3 BHK Apartment for Sale in Mulund West Mumbai,"2.85 Cr23,750 per sqft",912 sqft,NAN,Ready to Move,4 out of 60,Resale,Unfurnished,South -West,NAN,Freehold,2 Covered,3,NAN,"Garden/Park, Pool, Main Road",NAN
723,"1 BHK Apartment for Sale in Srishti Oasis, Bhandup West Mumbai","1 Cr24,213 per sqft",350 sqft,NAN,Ready to Move,22 out of 22,Resale,Furnished,West,Srishti Oasis,Freehold,"1 Covered,",2,NAN,"Garden/Park, Main Road",NAN
724,2 BHK Apartment for Sale in Virar West Mumbai,"42 Lac5,600 per sqft",572 sqft,NAN,Ready to Move,1 out of 15,Resale,Semi-Furnished,East,NAN,Freehold,1 Covered,2,NAN,"Garden/Park, Pool, Main Road",NAN
725,3 BHK Penthouse for Sale in Andheri West Mumbai,"5.50 Cr30,556 per sqft",NAN,1800 sqft,Ready to Move,3 out of 7,Resale,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,NAN
726,3 BHK Apartment for Sale in Mulund West Mumbai,"2.20 Cr14,986 per sqft",913 sqft,NAN,Ready to Move,7 out of 23,Resale,Unfurnished,East,NAN,Freehold,NAN,3,NAN,"Garden/Park, Main Road",NAN
727,2 BHK Apartment for Sale in Ulhasnagar Mumbai,"50 Lac6,993 per sqft",NAN,715 sqft,Ready to Move,5 out of 6,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
728,1 BHK Apartment for Sale in Virar Mumbai,"34.5 Lac4,825 per sqft",450 sqft,NAN,Ready to Move,4 out of 7,Resale,Unfurnished,East,NAN,Freehold,8 Open,2,2,"Garden/Park, Main Road",NAN
729,3 BHK Apartment for Sale in Vile Parle West Mumbai,"4.75 Cr35,185 per sqft",960 sqft,NAN,Ready to Move,6 out of 7,Resale,Semi-Furnished,East,NAN,NAN,NAN,3,NAN,NAN,NAN
730,3 BHK Apartment for Sale in Vasai Mumbai,"66 Lac5,500 per sqft",780 sqft,NAN,Ready to Move,4 out of 12,Resale,Semi-Furnished,East,NAN,Freehold,NAN,3,2,"Garden/Park, Main Road",NAN
731,"2 BHK Apartment for Sale in Shreeji Atlantis, Malad West Mumbai","2 Cr16,529 per sqft",734 sqft,NAN,Ready to Move,6 out of 42,Resale,Unfurnished,North,Shreeji Atlantis,Freehold,1 Covered,2,NAN,"Garden/Park, Pool, Main Road",NAN
732,2 BHK Apartment for Sale in Goregaon East Mumbai,"1.05 Cr9,722 per sqft",873 sqft,NAN,Ready to Move,Ground out of 3,Resale,Furnished,East,NAN,NAN,NAN,2,1,NAN,NAN
733,2 BHK Apartment for Sale in Andheri East Mumbai,"1.80 Cr26,393 per sqft",NAN,682 sqft,Ready to Move,Ground out of 7,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
734,3 BHK Apartment for Sale in Juhu Mumbai,"7.25 Cr43,939 per sqft",NAN,1650 sqft,Ready to Move,4 out of 8,Resale,Furnished,NAN,NAN,NAN,NAN,3,NAN,NAN,NAN
735,2 BHK Apartment for Sale in Dahisar East Mumbai,"1.25 Cr16,779 per sqft",575 sqft,NAN,Ready to Move,7 out of 7,Resale,Unfurnished,North,NAN,Co-operative Society,NAN,3,NAN,Main Road,NAN
736,1 BHK Apartment for Sale in Lower Parel Mumbai,"2.50 Cr45,455 per sqft",NAN,550 sqft,NAN,5 out of 7,Resale,Furnished,East,NAN,Co-operative Society,NAN,2,NAN,NAN,NAN
737,4 BHK Apartment for Sale in S V Road Goregaon West Mumbai,4.25 Cr,1350 sqft,NAN,NAN,14 out of 30,Other,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,NAN
738,1 BHK Apartment for Sale in Morya Nagar Mumbai,"30 Lac6,000 per sqft",NAN,500 sqft,Ready to Move,Ground out of 4,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
739,Studio Apartment for Sale in Bandra West Mumbai,"35 Lac25,000 per sqft",NAN,140 sqft,Ready to Move,2 out of 3,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
740,"2 BHK Apartment for Sale in Man Opus, Mira Road Area Mumbai","1.10 Cr11,340 per sqft",NAN,970 sqft,Ready to Move,20 out of 22,Resale,Unfurnished,NAN,Man Opus,NAN,NAN,2,NAN,NAN,NAN
741,3 BHK Apartment for Sale in Mulund West Mumbai,"5 Cr31,348 per sqft",NAN,1595 sqft,Ready to Move,36 out of 64,Resale,Unfurnished,NAN,NAN,Freehold,2 Covered,4,NAN,Main Road,NAN
742,Studio Apartment for Sale in Malad East Mumbai,"70 Lac21,277 per sqft",NAN,329 sqft,Ready to Move,Ground out of 4,Resale,Semi-Furnished,NAN,NAN,Co-operative Society,1 Open,1,NAN,NAN,NAN
743,2 BHK Apartment for Sale in Mulund West Mumbai,"1.40 Cr13,672 per sqft",730 sqft,NAN,Ready to Move,14 out of 39,Resale,Unfurnished,East,NAN,Co-operative Society,NAN,2,NAN,Main Road,NAN
744,1 BHK Apartment for Sale in Mulund East Mumbai,"75 Lac16,667 per sqft",NAN,450 sqft,Ready to Move,4 out of 7,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
745,Studio Apartment for Sale in Kurla West Mumbai,"64 Lac18,338 per sqft",300 sqft,NAN,Ready to Move,4 out of 7,Resale,Unfurnished,West,NAN,Co-operative Society,NAN,1,1,Main Road,NAN
746,2 BHK Apartment for Sale in Malad West Mumbai,"2 Cr30,303 per sqft",NAN,660 sqft,Ready to Move,6 out of 7,Resale,Furnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
747,1 BHK Apartment for Sale in Mulund West Mumbai,"70 Lac21,875 per sqft",NAN,320 sqft,Ready to Move,1 out of 4,Resale,Semi-Furnished,East,NAN,Co-operative Society,1 Open,1,NAN,NAN,NAN
748,1 BHK Builder Floor for Sale in Ulhasnagar Mumbai,"30.5 Lac8,069 per sqft",NAN,42 sqyrd,Ready to Move,Ground out of 4,Resale,Unfurnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
749,2 BHK Apartment for Sale in Rupa Nagar Mumbai,"2.10 Cr17,872 per sqft",720 sqft,NAN,Ready to Move,7 out of 10,Resale,Unfurnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
750,1 BHK Builder Floor for Sale in Sion Mumbai,"1.40 Cr25,455 per sqft",550 sqft,NAN,Ready to Move,2 out of 3,Resale,Unfurnished,East,NAN,Freehold,NAN,1,NAN,NAN,NAN
751,2 BHK Apartment for Sale in Colaba Mumbai,"4.50 Cr53,828 per sqft",760 sqft,NAN,Ready to Move,5 out of 11,Resale,Unfurnished,NAN,NAN,Freehold,NAN,2,1,NAN,NAN
752,2 BHK Apartment for Sale in Kandivali East Mumbai,"1.50 Cr16,129 per sqft",614 sqft,NAN,Ready to Move,6 out of 38,Resale,Semi-Furnished,NAN,NAN,Freehold,1 Covered,2,NAN,NAN,NAN
753,1 BHK Apartment for Sale in Virar Mumbai,"12 Lac3,692 per sqft",NAN,325 sqft,Ready to Move,3 out of 5,Resale,Unfurnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
754,2 BHK Apartment for Sale in Mhada HIG Colony Mumbai,1.50 Cr,570 sqft,NAN,Ready to Move,4 out of 7,Resale,Semi-Furnished,NAN,NAN,Power Of Attorney,NAN,2,NAN,NAN,NAN
755,2 BHK Apartment for Sale in Kalbadevi Mumbai,"85 Lac17,000 per sqft",400 sqft,NAN,Ready to Move,2 out of 5,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
756,3 BHK Apartment for Sale in Willingdon Heights Mumbai,"10.50 Cr58,333 per sqft",NAN,1800 sqft,Ready to Move,32 out of 34,Resale,Furnished,NAN,NAN,NAN,NAN,3,NAN,NAN,NAN
757,1 BHK Apartment for Sale in Grant Road East Mumbai,"1.70 Cr53,968 per sqft",315 sqft,NAN,Ready to Move,3 out of 5,Resale,Furnished,NAN,NAN,Freehold,NAN,1,NAN,Main Road,NAN
758,1 BHK Apartment for Sale in Bhandup East Mumbai,"68 Lac17,895 per sqft",320 sqft,NAN,Ready to Move,2 out of 4,Resale,Unfurnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
759,"3 BHK Apartment for Sale in Sheth Irene, Malad West Mumbai","2.80 Cr23,333 per sqft",868 sqft,NAN,NAN,12 out of 45,Resale,Unfurnished,West,Sheth Irene,Co-operative Society,NAN,4,NAN,"Garden/Park, Pool, Main Road",Poss. by Jul '24
760,"5 BHK Apartment for Sale in Omkar Alta Monte, Malad East Mumbai","9.95 Cr19,900 per sqft",4065 sqft,NAN,Ready to Move,3 out of 50,Resale,Semi-Furnished,West,Omkar Alta Monte,Co-operative Society,NAN,5,3,"Garden/Park, Pool, Main Road",NAN
761,4 BHK Apartment for Sale in Nepean Sea Road Mumbai,"15 Cr58,117 per sqft",2151 sqft,NAN,Ready to Move,3 out of 30,Resale,Semi-Furnished,North - East,NAN,Freehold,2 Covered,4,NAN,NAN,NAN
762,1 BHK Apartment for Sale in Santacruz West Mumbai,"1.35 Cr22,500 per sqft",400 sqft,NAN,Ready to Move,Ground out of 4,Resale,Unfurnished,East,NAN,Co-operative Society,NAN,2,NAN,Main Road,NAN
763,"2 BHK Apartment for Sale in Dosti Mezzo 22, Sion East Mumbai","3.13 Cr31,939 per sqft",747 sqft,NAN,NAN,5 out of 28,New Property,Semi-Furnished,East,Dosti Mezzo 22,Freehold,1 Covered,2,NAN,"Garden/Park, Main Road",Poss. by Dec '25
764,"4 BHK Apartment for Sale in The Grand Residences, Siddharth Nagar Borivali East Mumbai",4.56 Cr,1812 sqft,NAN,NAN,16 out of 30,New Property,Unfurnished,NAN,The Grand Residences,Freehold,2 Covered,3,2,Main Road,NAN
765,2 BHK Apartment for Sale in Dattani Park Mumbai,"1.37 Cr21,077 per sqft",450 sqft,NAN,Ready to Move,2 out of 9,Resale,Semi-Furnished,South,NAN,Freehold,1 Open,2,1,"Garden/Park, Main Road",NAN
766,4 BHK Apartment for Sale in Chakala Mumbai,"5.10 Cr20,400 per sqft",1575 sqft,NAN,Ready to Move,5 out of 12,Resale,Semi-Furnished,North,NAN,Freehold,2 Covered,4,NAN,Main Road,NAN
767,"3 BHK Apartment for Sale in Rustomjee Crown, Prabhadevi Mumbai","10.09 Cr54,000 per sqft",1335 sqft,NAN,NAN,41 out of 67,New Property,Unfurnished,East,Rustomjee Crown,Freehold,1 Covered,3,1,NAN,Poss. by Dec '24
768,1 BHK Apartment for Sale in Dahanukar Wadi Mumbai,"89 Lac15,893 per sqft",NAN,560 sqft,Ready to Move,5 out of 6,Resale,Unfurnished,NAN,NAN,Freehold,NAN,1,2,"Garden/Park, Main Road",NAN
769,2 BHK Apartment for Sale in Tilak Nagar Chembur Mumbai,"1.70 Cr18,889 per sqft",633 sqft,NAN,NAN,3 out of 12,Resale,Unfurnished,North,NAN,Freehold,1 Open,2,NAN,Garden/Park,NAN
770,1 BHK Apartment for Sale in Dahisar West Mumbai,"1 Cr20,408 per sqft",370 sqft,NAN,Ready to Move,6 out of 21,Resale,Furnished,West,NAN,Freehold,1 Covered,2,1,Main Road,NAN
771,"3 BHK Apartment for Sale in Hubtown Seasons, Chembur Mumbai","3.90 Cr33,191 per sqft",NAN,1175 sqft,Ready to Move,1 out of 13,Resale,Semi-Furnished,North - East,Hubtown Seasons,Freehold,1 Covered,3,NAN,"Garden/Park, Main Road",NAN
772,"2 BHK Apartment for Sale in ANA Avant Garde, Mira Road Area Mumbai","1.26 Cr14,157 per sqft",NAN,890 sqft,Ready to Move,20 out of 22,Resale,Unfurnished,East,ANA Avant Garde,Freehold,NAN,2,2,"Garden/Park, Main Road",NAN
773,"3 BHK Apartment for Sale in Lodha Bellevue, Byculla Mumbai",5.66 Cr,1111 sqft,NAN,NAN,Lower Basement out of 57,New Property,Unfurnished,NAN,Lodha Bellevue,NAN,2 Covered,2,1,NAN,Poss. by Dec '27
774,2 BHK Apartment for Sale in New MHB Colony Mumbai,"2.50 Cr20,833 per sqft",800 sqft,NAN,Ready to Move,13 out of 22,Resale,Unfurnished,East,NAN,Freehold,NAN,2,1,"Garden/Park, Main Road",NAN
775,"2 BHK Apartment for Sale in Piramal Mahalaxmi, Mahalakshmi Mumbai","4.50 Cr37,815 per sqft",762 sqft,NAN,NAN,15 out of 65,New Property,Unfurnished,North - East,Piramal Mahalaxmi,Freehold,1 Covered,2,2,"Garden/Park, Pool, Main Road",Poss. by Jun '26
776,4 BHK Apartment for Sale in On Request Mumbai,"9 Cr56,250 per sqft",1600 sqft,NAN,Ready to Move,3 out of 7,Resale,Unfurnished,West,NAN,Freehold,NAN,4,NAN,Main Road,NAN
777,2 BHK Apartment for Sale in Lokhandwala Township Kandivali East Mumbai,"1.90 Cr18,812 per sqft",750 sqft,NAN,Ready to Move,10 out of 15,Resale,Furnished,East,NAN,Freehold,1 Covered,2,NAN,"Garden/Park, Pool, Main Road",NAN
778,2 BHK Apartment for Sale in Powai Mumbai,2.89 Cr,788 sqft,NAN,Ready to Move,6 out of 18,Resale,Unfurnished,North - East,NAN,Freehold,1 Covered,2,NAN,Main Road,NAN
779,"3 BHK Apartment for Sale in Godrej Urban Park, Chandivali Mumbai","3.10 Cr22,143 per sqft",986 sqft,NAN,Ready to Move,12 out of 20,New Property,Unfurnished,North - East,Godrej Urban Park,Freehold,1 Covered,3,1,Garden/Park,NAN
780,4 BHK Apartment for Sale in Bandra West Mumbai,"11.50 Cr50,000 per sqft",1750 sqft,NAN,Ready to Move,3 out of 14,Resale,Unfurnished,West,NAN,Freehold,2 Covered,4,1,"Garden/Park, Main Road",NAN
781,3 BHK Apartment for Sale in Keshav Borivali west Mumbai,"3.53 Cr30,696 per sqft",1019 sqft,NAN,Ready to Move,16 out of 21,New Property,Unfurnished,East,NAN,Freehold,1 Covered,3,NAN,Main Road,NAN
782,"3 BHK Apartment for Sale in Runwal Bliss, Kanjurmarg East Mumbai","2.45 Cr16,678 per sqft",830 sqft,NAN,Ready to Move,32 out of 52,Resale,Unfurnished,East,Runwal Bliss,Freehold,2 Covered,3,NAN,"Garden/Park, Main Road",NAN
783,3 BHK Apartment for Sale in daffodil malad west Mumbai,"2.88 Cr19,200 per sqft",1200 sqft,NAN,Ready to Move,19 out of 22,Resale,Furnished,East,NAN,Freehold,NAN,3,NAN,Main Road,NAN
784,2 BHK Apartment for Sale in Nana Chowk Area Mumbai,"5.30 Cr58,889 per sqft",800 sqft,NAN,Ready to Move,9 out of 17,Resale,Semi-Furnished,East,NAN,Freehold,NAN,2,1,"Garden/Park, Main Road",NAN
785,2 BHK Apartment for Sale in IC Colony Mumbai,"1.50 Cr15,789 per sqft",635 sqft,NAN,Ready to Move,Ground out of 7,Resale,Furnished,North,NAN,Co-operative Society,1 Open,2,NAN,"Garden/Park, Main Road",NAN
786,1 BHK Apartment for Sale in suyog apartment goregaon Mumbai,"1.05 Cr16,154 per sqft",430 sqft,NAN,Ready to Move,7 out of 7,Resale,Unfurnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
787,2 BHK Apartment for Sale in Borivali West Mumbai,"2 Cr20,000 per sqft",620 sqft,NAN,Ready to Move,NAN,Resale,Unfurnished,South -West,NAN,Freehold,NAN,2,1,Garden/Park,NAN
788,2 BHK Apartment for Sale in Vakola Mumbai,"2.25 Cr22,500 per sqft",700 sqft,NAN,Ready to Move,4 out of 8,Resale,Unfurnished,West,NAN,Freehold,1 Covered,2,NAN,Main Road,NAN
789,"2 BHK Apartment for Sale in Haware IPSA, Ghatkopar East Mumbai","1.70 Cr17,436 per sqft",616 sqft,NAN,Ready to Move,4 out of 16,New Property,Unfurnished,East,Haware IPSA,Freehold,NAN,3,1,"Garden/Park, Main Road",NAN
790,2 BHK Apartment for Sale in Gulmarg Society Mumbai,"2.70 Cr33,750 per sqft",NAN,800 sqft,Ready to Move,NAN,Resale,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
791,2 BHK Apartment for Sale in Goregaon East Mumbai,"2.14 Cr16,336 per sqft",810 sqft,NAN,Ready to Move,11 out of 22,Resale,Unfurnished,East,NAN,Freehold,1 Covered,2,NAN,Garden/Park,NAN
792,3 BHK Apartment for Sale in DN Nagar Mumbai,"7 Cr41,176 per sqft",1357 sqft,NAN,Ready to Move,19 out of 29,Resale,Unfurnished,East,NAN,Freehold,1 Covered,3,2,NAN,NAN
793,"4 BHK Apartment for Sale in Rustomjee Seasons, Bandra East Mumbai","12.50 Cr52,083 per sqft",1711 sqft,NAN,Ready to Move,1 out of 22,Resale,Furnished,East,Rustomjee Seasons,Freehold,NAN,5,1,"Pool, Garden/Park, Main Road",NAN
794,2 BHK Apartment for Sale in Devki Nagar Mumbai,"1.30 Cr21,667 per sqft",411 sqft,NAN,Ready to Move,3 out of 17,Resale,Furnished,East,NAN,Freehold,1 Open,1,NAN,NAN,NAN
795,2 BHK Apartment for Sale in Leo Peter Wadi Mumbai,"1.35 Cr16,875 per sqft",620 sqft,NAN,Ready to Move,1 out of 7,Resale,Semi-Furnished,South,NAN,Co-operative Society,NAN,2,NAN,NAN,NAN
796,"5 BHK Apartment for Sale in Tridhaatu Aranya, Deonar Chembur Mumbai","11.50 Cr42,971 per sqft",2677 sqft,NAN,Ready to Move,19 out of 32,New Property,Unfurnished,East,Tridhaatu Aranya,Freehold,"3 Covered,",5,2,"Garden/Park, Main Road",NAN
797,3 BHK Apartment for Sale in Borivali West Mumbai,"3.50 Cr26,316 per sqft",950 sqft,NAN,Ready to Move,12 out of 20,Resale,Unfurnished,East,NAN,Co-operative Society,1 Covered,3,NAN,Main Road,NAN
798,1 BHK Apartment for Sale in Jawahar Nagar Goregaon West Mumbai,"90 Lac18,000 per sqft",350 sqft,NAN,Ready to Move,3 out of 7,Resale,Furnished,North,NAN,Co-operative Society,NAN,2,1,Garden/Park,NAN
799,2 BHK Apartment for Sale in Santacruz West Mumbai,"3 Cr35,294 per sqft",700 sqft,NAN,Ready to Move,4 out of 8,Resale,Unfurnished,North,NAN,Freehold,NAN,2,1,Main Road,NAN
800,1 BHK Apartment for Sale in Mahavir Nagar Kandivali West Mumbai,"1.33 Cr18,219 per sqft",482 sqft,NAN,Ready to Move,1 out of 9,Resale,Semi-Furnished,East,NAN,Co-operative Society,1 Covered,2,1,Main Road,NAN
801,3 BHK Apartment for Sale in Powai Mumbai,"5.40 Cr24,545 per sqft",1470 sqft,NAN,Ready to Move,11 out of 25,Resale,Semi-Furnished,North - East,NAN,Co-operative Society,NAN,4,1,Garden/Park,NAN
802,2 BHK Apartment for Sale in Motilal Nagar 1 Mumbai,"1.95 Cr22,995 per sqft",682 sqft,NAN,Ready to Move,12 out of 22,New Property,Unfurnished,East,NAN,Freehold,NAN,2,NAN,"Garden/Park, Main Road",NAN
803,"2 BHK Apartment for Sale in Adani The Views, Ghatkopar East Mumbai","1.77 Cr18,612 per sqft",576 sqft,NAN,NAN,6 out of 21,New Property,Semi-Furnished,South - East,Adani The Views,Freehold,1 Covered,2,NAN,"Garden/Park, Pool, Main Road",Poss. by Dec '25
804,"4 BHK Apartment for Sale in Sugee Marina Bay, Worli Sea Face Mumbai","31.83 Cr1,09,986 per sqft",2894 sqft,NAN,NAN,36 out of 46,New Property,Unfurnished,NAN,Sugee Marina Bay,Leasehold,3 Covered,6,5,"Garden/Park, Main Road",Poss. by Jun '25
805,"2 BHK Apartment for Sale in Vaishno Heights, Malad East Mumbai","2.09 Cr28,106 per sqft",747 sqft,NAN,Ready to Move,12 out of 22,New Property,Unfurnished,West,Vaishno Heights,Freehold,1 Covered,2,1,"Garden/Park, Main Road",NAN
806,4 BHK Apartment for Sale in Juhu Mumbai,"14.60 Cr48,829 per sqft",2300 sqft,NAN,Ready to Move,5 out of 13,Resale,Furnished,West,NAN,Leasehold,4 Covered,3,NAN,Main Road,NAN
807,4 BHK Apartment for Sale in Bandra West Mumbai,"25 Cr54,113 per sqft",4400 sqft,NAN,Ready to Move,4 out of 8,Resale,Unfurnished,NAN,NAN,NAN,NAN,5,1,"Garden/Park, Main Road",NAN
808,2 BHK Apartment for Sale in Andheri East Mumbai,"2.16 Cr22,737 per sqft",699 sqft,NAN,NAN,1 out of 16,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,NAN,"Garden/Park, Pool, Main Road",Poss. by Jun '25
809,2 BHK Apartment for Sale in Chandivali Mumbai,"2.10 Cr22,727 per sqft",650 sqft,NAN,Ready to Move,3 out of 20,Resale,Furnished,West,NAN,Freehold,1 Open,2,1,"Garden/Park, Main Road",NAN
810,1 BHK Apartment for Sale in Mira Road East Mumbai,"70 Lac10,370 per sqft",419 sqft,NAN,Ready to Move,2 out of 7,Resale,Unfurnished,East,NAN,Freehold,NAN,2,NAN,"Garden/Park, Main Road",NAN
811,2 BHK Apartment for Sale in Vile Parle East Mumbai,"3.60 Cr48,000 per sqft",626 sqft,NAN,Ready to Move,2 out of 9,New Property,Unfurnished,East,NAN,Freehold,NAN,2,NAN,Main Road,NAN
812,2 BHK Apartment for Sale in Tardeo Mumbai,"5 Cr55,804 per sqft",750 sqft,NAN,Ready to Move,3 out of 3,Resale,Semi-Furnished,South -West,NAN,Co-operative Society,"1 Covered,",2,NAN,"Garden/Park, Main Road",NAN
813,4 BHK Apartment for Sale in Bandra East Mumbai,"5.75 Cr38,333 per sqft",1250 sqft,NAN,Ready to Move,3 out of 8,Resale,Furnished,East,NAN,Freehold,NAN,4,NAN,Main Road,NAN
814,2 BHK Apartment for Sale in Mira Road Mumbai,"1 Cr14,124 per sqft",590 sqft,NAN,Ready to Move,9 out of 14,Resale,Semi-Furnished,East,NAN,Co-operative Society,1 Covered,2,NAN,"Garden/Park, Main Road",NAN
815,1 BHK Apartment for Sale in Dahisar East Mumbai,"99.9 Lac18,983 per sqft",326 sqft,NAN,Ready to Move,1 out of 5,Resale,Semi-Furnished,East,NAN,Co-operative Society,1 Open,2,NAN,Main Road,NAN
816,3 BHK Apartment for Sale in Goregaon West Mumbai,"2.75 Cr30,055 per sqft",785 sqft,NAN,Ready to Move,1 out of 12,Resale,Furnished,West,NAN,Co-operative Society,1 Covered,2,2,"Garden/Park, Main Road",NAN
817,2 BHK Apartment for Sale in Ghatkopar East Mumbai,"2.35 Cr40,870 per sqft",774 sqft,NAN,Ready to Move,4 out of 4,Resale,Unfurnished,East,NAN,Co-operative Society,NAN,2,NAN,Main Road,NAN
818,2 BHK Apartment for Sale in Virar West Mumbai,"42.5 Lac4,474 per sqft",760 sqft,NAN,Ready to Move,15 out of 16,Resale,Unfurnished,East,NAN,Freehold,1 Open,2,2,Main Road,NAN
819,2 BHK Apartment for Sale in Azad Nagar Andheri West Mumbai,"1.70 Cr16,190 per sqft",650 sqft,NAN,Ready to Move,6 out of 7,Resale,Unfurnished,North,NAN,Co-operative Society,NAN,2,NAN,NAN,NAN
820,"2 BHK Apartment for Sale in Rustomjee Bella, Bhandup Complex Mumbai","1.45 Cr17,100 per sqft",550 sqft,NAN,NAN,10 out of 20,New Property,Unfurnished,North - East,Rustomjee Bella,Freehold,"1 Covered,",2,1,"Garden/Park, Main Road",Poss. by Oct '24
821,2 BHK Apartment for Sale in Malad West Mumbai,1.60 Cr,700 sqft,NAN,Ready to Move,5 out of 8,Resale,Unfurnished,NAN,NAN,Co-operative Society,1 Open,2,1,Garden/Park,NAN
822,"2 BHK Apartment for Sale in Umiya Oasis, Mira Road Area Mumbai","83.5 Lac7,804 per sqft",680 sqft,NAN,NAN,2 out of 23,New Property,Semi-Furnished,East,Umiya Oasis,Freehold,NAN,2,4,Garden/Park,Poss. by Dec '27
823,2 BHK Apartment for Sale in Park Road Mumbai,3.01 Cr,670 sqft,NAN,Ready to Move,5 out of 9,New Property,Unfurnished,East,NAN,Freehold,NAN,2,1,Garden/Park,NAN
824,2 BHK Apartment for Sale in Hindmata Mumbai,"3.50 Cr35,354 per sqft",800 sqft,NAN,Ready to Move,5 out of 7,Resale,Unfurnished,East,NAN,Freehold,NAN,2,1,Main Road,NAN
825,3 BHK Apartment for Sale in Juhu Mumbai,"6.21 Cr33,032 per sqft",1138 sqft,NAN,Ready to Move,9 out of 15,New Property,Semi-Furnished,East,NAN,Co-operative Society,3 Covered,4,NAN,"Garden/Park, Main Road",NAN
826,1 BHK Apartment for Sale in Chembur East Mumbai,"1.20 Cr18,868 per sqft",430 sqft,NAN,Ready to Move,NAN,Resale,Semi-Furnished,North - East,NAN,Freehold,1 Covered,1,NAN,"Garden/Park, Main Road",NAN
827,1 BHK Apartment for Sale in Rustomji L1 Mumbai,"43 Lac6,825 per sqft",390 sqft,NAN,Ready to Move,13 out of 14,Resale,Furnished,East,NAN,Freehold,NAN,1,1,Main Road,NAN
828,3 BHK Apartment for Sale in Siddharth Nagar Borivali East Mumbai,"3.25 Cr24,074 per sqft",950 sqft,NAN,Ready to Move,25 out of 28,Resale,Unfurnished,West,NAN,Freehold,NAN,3,1,Main Road,NAN
829,2 BHK Apartment for Sale in Shimpoli Mumbai,"1.70 Cr21,795 per sqft",600 sqft,NAN,Ready to Move,12 out of 12,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,NAN,Main Road,NAN
830,2 BHK Apartment for Sale in Dadar TT Mumbai,"3.49 Cr34,900 per sqft",702 sqft,NAN,Ready to Move,3 out of 10,Resale,Unfurnished,North,NAN,Co-operative Society,NAN,2,NAN,Garden/Park,NAN
831,"2 BHK Apartment for Sale in Raheja Residency, Malad East Mumbai","2.40 Cr20,601 per sqft",738 sqft,NAN,Ready to Move,6 out of 20,New Property,Unfurnished,North,Raheja Residency,Freehold,1 Covered,2,3,"Garden/Park, Main Road",NAN
832,"2 BHK Apartment for Sale in Sheth Edmont, Kandivali West Mumbai","2.11 Cr24,535 per sqft",766 sqft,NAN,NAN,10 out of 50,New Property,Unfurnished,East,Sheth Edmont,Freehold,1 Covered,2,1,"Garden/Park, Pool",Poss. by Aug '29
833,"1 BHK Apartment for Sale in Walchand Paradise, Mira Road East Mumbai","65 Lac9,028 per sqft",470 sqft,NAN,NAN,20 out of 27,New Property,Semi-Furnished,East,Walchand Paradise,Freehold,1 Open,2,NAN,"Pool, Garden/Park, Main Road",Poss. by Jun '24
834,3 BHK Apartment for Sale in Ghatkopar East Mumbai,"2.25 Cr23,684 per sqft",895 sqft,NAN,Ready to Move,9 out of 14,New Property,Unfurnished,East,NAN,Co-operative Society,1 Covered,2,NAN,Main Road,NAN
835,3 BHK Apartment for Sale in Motilal Nagar 1 Mumbai,"3.60 Cr27,692 per sqft",1084 sqft,NAN,Ready to Move,22 out of 36,Resale,Unfurnished,East,NAN,Co-operative Society,2 Covered,3,NAN,"Garden/Park, Main Road",NAN
836,1 BHK Apartment for Sale in Budha Ozone Kanakiya Mumbai,"55 Lac9,167 per sqft",430 sqft,NAN,Ready to Move,4 out of 4,Resale,Semi-Furnished,East,NAN,Co-operative Society,1 Covered,2,3,"Pool, Garden/Park, Main Road",NAN
837,2 BHK Apartment for Sale in Goregaon East Mumbai,"73 Lac8,848 per sqft",575 sqft,NAN,Ready to Move,18 out of 20,Resale,Unfurnished,East,NAN,Co-operative Society,NAN,2,1,Garden/Park,NAN
838,4 BHK Apartment for Sale in Bandra West Mumbai,12 Cr,2000 sqft,NAN,Ready to Move,11 out of 14,Resale,Semi-Furnished,NAN,NAN,Freehold,2 Covered,4,3,Main Road,NAN
