,bhk,price_sqft_price,Carpet_Area,SuperArea,Status,Floor,Transaction,Furnishing,facing,Society,Ownership,Car_Parking,Bathroom,Balcony,overlooking,Under_Construction
0,"3 BHK Flat  for Sale in  Lodha Aura, Wadala, Mumbai",4.35 Cr,1115 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Lodha Aura,NAN,NAN,3,NAN,NAN,Poss. by Dec '26
1,"1 BHK Flat  for Sale in  The Palace Tower, Vinay Nagar, Mumbai",67 Lac,399 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,The Palace Tower,NAN,NAN,2,NAN,NAN,Poss. by Dec '28
2,"2 BHK Flat  for Sale in  Godrej Reserve, Kandivali East, Mumbai","2.25 Cr20,872 per sqft",770 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Godrej Reserve,NAN,1 Covered,2,NAN,NAN,Poss. by Jun '30
3,"2 BHK Flat  for Sale in  Northern Hills, Dahisar East, Mumbai",1.80 Cr,623 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Northern Hills,NAN,1 Covered,2,NAN,NAN,Poss. by Dec '26
4,"1 BHK Flat  for Sale in  AV Pride, Nalasopara West, Mumbai",33 Lac,362 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,AV Pride,NAN,NAN,2,NAN,NAN,Poss. by Dec '28
5,"1 BHK Flat  for Sale in  Samarth Aura, Bhandup West, Mumbai",1.02 Cr,431 sqft,NAN,NAN,NAN,New Property,Semi-Furnished,NAN,Samarth Aura,NAN,NAN,2,NAN,NAN,Poss. by Dec '27
6,"2 BHK Flat  for Sale in  Hubtown Seasons, Chembur, Mumbai",2.30 Cr,647 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Hubtown Seasons,NAN,NAN,2,NAN,NAN,Poss. by Jun '26
7,"4 BHK Flat  for Sale in  Kalpataru Elitus, Mulund West, Mumbai",5.20 Cr,2044 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Kalpataru Elitus,NAN,1 Covered,5,NAN,NAN,Poss. by Sep '26
8,"2 BHK Flat  for Sale in  Godrej Horizon, Wadala, Mumbai",3.34 Cr,828 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Godrej Horizon,NAN,NAN,2,NAN,NAN,Poss. by Jun '29
9,"2 BHK Flat  for Sale in  BKC 9, Bandra East, Mumbai",2.60 Cr,646 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,BKC 9,NAN,1 Covered,2,NAN,NAN,Poss. by Jul '28
10,"2 BHK Flat  for Sale in  Rivali Park Moonrise, Borivali East, Mumbai","1.90 Cr22,892 per sqft",770 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Rivali Park Moonrise,NAN,1 Covered,2,NAN,NAN,Poss. by Jun '30
11,"2 BHK Flat  for Sale in  Om Mayuresh, Mulund East, Mumbai",1.70 Cr,688 sqft,NAN,NAN,NAN,New Property,Semi-Furnished,NAN,Om Mayuresh,NAN,NAN,2,NAN,NAN,Poss. by Dec '25
12,"4 BHK Flat  for Sale in  Hiranandani Empress Hill, Powai, Mumbai",8.52 Cr,1579 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Hiranandani Empress Hill,NAN,NAN,4,3,NAN,Poss. by Dec '28
13,"2 BHK Flat  for Sale in  Raj Heritage 2, Mira Road East, Mumbai",98.5 Lac,599 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Raj Heritage 2,NAN,NAN,2,NAN,NAN,Poss. by Sep '25
14,"2 BHK Flat  for Sale in  Godrej Horizon, Wadala, Mumbai","2.84 Cr31,556 per sqft",689 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Godrej Horizon,NAN,NAN,2,1,NAN,Poss. by Jun '27
15,"1 BHK Flat  for Sale in  Walchand Paradise, Mira Road East, Mumbai",69.1 Lac,446 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Walchand Paradise,NAN,NAN,2,1,NAN,Poss. by Dec '24
16,"2 BHK Flat  for Sale in  DHYANAM, Andheri West, Mumbai",2.99 Cr,714 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,DHYANAM,NAN,NAN,2,1,NAN,Poss. by Mar '27
17,"2 BHK Flat  for Sale in  Mahindra Vista, Kandivali East, Mumbai",1.85 Cr,653 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Mahindra Vista,NAN,NAN,2,1,NAN,Poss. by Dec '29
18,"3 BHK Flat  for Sale in  Kalpataru Elitus, Mulund West, Mumbai",2.75 Cr,1024 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Kalpataru Elitus,NAN,NAN,3,1,NAN,Poss. by Sep '26
19,"2 BHK Flat  for Sale in  Ajmera Greenfinity, Wadala East, Mumbai","1.31 Cr27,850 per sqft",NAN,473 sqft,Ready to Move,NAN,New Property,Unfurnished,NAN,Ajmera Greenfinity,NAN,NAN,2,NAN,NAN,NAN
20,"2 BHK Flat  for Sale in  Building No 18 The Gateway, Kandivali West, Mumbai",1.70 Cr,660 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Building No 18 The Gateway,NAN,NAN,2,NAN,NAN,Poss. by Dec '28
21,"2 BHK Flat  for Sale in  Lodha Bel Air, Jogeshwari West, Mumbai",2.22 Cr,744 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Lodha Bel Air,NAN,NAN,2,NAN,NAN,NAN
22,"2 BHK Flat  for Sale in  Shreeji Eternity, Malad West, Mumbai",1.99 Cr,685 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Shreeji Eternity,NAN,NAN,2,1,NAN,Poss. by Jul '27
23,"3 BHK Flat  for Sale in  Vijayshree, Shivaji Park, Mumbai","7.50 Cr44,431 per sqft",1299 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Vijayshree,NAN,NAN,3,1,NAN,Poss. by Sep '26
24,"2 BHK Flat  for Sale in  Silver Bay, Bandra West, Mumbai",3.70 Cr,793 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Silver Bay,NAN,NAN,2,NAN,NAN,Poss. by Dec '27
25,"3 BHK Flat  for Sale in  Godrej Sky Terraces, Chembur, Mumbai","6.10 Cr39,103 per sqft",1320 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Godrej Sky Terraces,NAN,NAN,3,2,NAN,Poss. by Mar '28
26,"1 BHK Flat  for Sale in  Ocean Breeze, Kandivali West, Mumbai",78 Lac,423 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Ocean Breeze,NAN,NAN,2,NAN,NAN,Poss. by Sep '28
27,"3 BHK Flat  for Sale in  Lodha Aura, Wadala, Mumbai","3.90 Cr34,121 per sqft",953 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Lodha Aura,NAN,NAN,2,2,NAN,Poss. by Dec '26
28,"1 BHK Flat  for Sale in  Walchand Paradise, Mira Road East, Mumbai",69.1 Lac,446 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Walchand Paradise,NAN,NAN,1,NAN,NAN,Poss. by Dec '25
29,"3 BHK Flat  for Sale in  Lodha Bellevue, Byculla, Mumbai",6.77 Cr,1111 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Lodha Bellevue,NAN,NAN,3,1,NAN,Poss. by Sep '28
30,"3 BHK Apartment for Sale in Narang Vivenda, Malad West Mumbai","4.61 Cr32,905 per sqft",NAN,1401 sqft,NAN,NAN,New Property,Unfurnished,NAN,Narang Vivenda,NAN,NAN,3,1,NAN,Poss. by Dec '29
31,"3 BHK Apartment for Sale in Purva Clermont, Chembur Mumbai","3.65 Cr36,550 per sqft",NAN,1000 sqft,NAN,NAN,New Property,Unfurnished,NAN,Purva Clermont,NAN,NAN,3,1,NAN,Poss. by Jun '27
32,"1 BHK Apartment for Sale in Mauli Pride, Malad East Mumbai","63 Lac14,157 per sqft",318 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Mauli Pride,NAN,NAN,1,1,NAN,Poss. by Jun '26
33,"1 BHK Apartment for Sale in DPS Nakshatra Heights, Kandivali West Mumbai","1.01 Cr20,141 per sqft",419 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,DPS Nakshatra Heights,NAN,NAN,2,NAN,NAN,Poss. by Jun '26
34,"2 BHK Apartment for Sale in Siddha Sky, Wadala East Mumbai",1.66 Cr,606 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Siddha Sky,NAN,NAN,2,NAN,NAN,Poss. by Dec '25
35,"3 BHK Apartment for Sale in Purva Clermont, Chembur Mumbai","3.56 Cr36,550 per sqft",NAN,974 sqft,NAN,NAN,New Property,Unfurnished,NAN,Purva Clermont,NAN,NAN,2,1,NAN,Poss. by Jun '27
36,"Studio Apartment for Sale in Sunset Gardens by Marathon, Mulund West Mumbai","60 Lac18,519 per sqft",240 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Sunset Gardens by Marathon,NAN,1 Open,1,1,NAN,Poss. by Dec '26
37,"2 BHK Apartment for Sale in Godrej Vistas, Vikhroli Mumbai",2.80 Cr,840 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Godrej Vistas,NAN,NAN,2,NAN,NAN,Poss. by Dec '29
38,"1 BHK Apartment for Sale in Soham Heights, Kandivali West Mumbai",80 Lac,403 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Soham Heights,NAN,NAN,2,NAN,NAN,Poss. by Mar '29
39,"3 BHK Apartment for Sale in Godrej Reserve, Kandivali East Mumbai","4.30 Cr26,061 per sqft",1457 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Godrej Reserve,NAN,NAN,3,1,NAN,Poss. by Jun '28
40,"2 BHK Apartment for Sale in Tricity Natraj, Chembur Mumbai",3.30 Cr,740 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Tricity Natraj,NAN,NAN,2,NAN,NAN,Poss. by Mar '25
41,"2 BHK Apartment for Sale in Sheth Edmont, Kandivali West Mumbai","2.27 Cr29,857 per sqft",761 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Sheth Edmont,NAN,NAN,2,NAN,NAN,Poss. by Aug '29
42,"1 BHK Apartment for Sale in Sunbeam Heights, Andheri West Mumbai",1.27 Cr,426 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Sunbeam Heights,NAN,NAN,1,1,NAN,Poss. by Dec '26
43,"1 BHK Apartment for Sale in Yash Parekh Celeste, Goregaon West Mumbai",1.16 Cr,432 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Yash Parekh Celeste,NAN,NAN,1,NAN,NAN,Poss. by Apr '27
44,"2 BHK Apartment for Sale in Kanakia Silicon Valley, Powai Mumbai",3.05 Cr,737 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Kanakia Silicon Valley,NAN,NAN,2,1,NAN,Poss. by Jun '27
45,"2 BHK Apartment for Sale in Godrej Reserve, Kandivali East Mumbai",2.40 Cr,750 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Godrej Reserve,NAN,NAN,2,NAN,NAN,Poss. by Jun '30
46,"2 BHK Apartment for Sale in Godrej Reserve, Kandivali East Mumbai",2.40 Cr,750 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Godrej Reserve,NAN,NAN,2,NAN,NAN,Poss. by Jun '30
47,"2 BHK Apartment for Sale in Codename Triumph Tower 1, Bhandup West Mumbai","2.15 Cr28,705 per sqft",749 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Codename Triumph Tower 1,NAN,NAN,2,1,NAN,Poss. by Dec '29
48,"2 BHK Apartment for Sale in Ajmera Eden, Ghatkopar East Mumbai",2.55 Cr,758 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Ajmera Eden,NAN,NAN,2,1,NAN,Poss. by Jan '26
49,"2 BHK Apartment for Sale in New Siddharth Cooperative Housing Society Ltd, Borivali West Mumbai",2.50 Cr,721 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,New Siddharth Cooperative Housing Society Ltd,NAN,NAN,2,NAN,NAN,Poss. by Dec '26
50,"1 BHK Apartment for Sale in Ruparel Panache, Santacruz West Mumbai",3.15 Cr,435 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Ruparel Panache,NAN,NAN,1,NAN,NAN,Poss. by Dec '25
51,"1 BHK Apartment for Sale in 34 Park Estate, Goregaon West Mumbai",1.43 Cr,391 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,34 Park Estate,NAN,NAN,2,NAN,NAN,Poss. by Dec '24
52,"1 BHK Apartment for Sale in Sunbeam Heights, Andheri West Mumbai",1.27 Cr,426 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Sunbeam Heights,NAN,NAN,1,1,NAN,Poss. by Dec '26
53,"2 BHK Apartment for Sale in Kabra Garnet, Malad West Mumbai",1.49 Cr,515 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Kabra Garnet,NAN,NAN,2,NAN,NAN,Poss. by Dec '26
54,"2 BHK Apartment for Sale in Gauri Elegance, Malad West Mumbai","1.22 Cr19,489 per sqft",626 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Gauri Elegance,NAN,NAN,2,NAN,NAN,Poss. by Dec '30
55,"2 BHK Apartment for Sale in Adani The Views, Ghatkopar East Mumbai","3.49 Cr32,435 per sqft",953 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Adani The Views,NAN,NAN,3,NAN,NAN,Poss. by Dec '25
56,"3 BHK Apartment for Sale in One Meraki, Chembur Mumbai","5.20 Cr35,495 per sqft",1221 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,One Meraki,NAN,NAN,3,1,NAN,NAN
57,"1 BHK Apartment for Sale in AJMERA BOULEVARD, Malad West Mumbai","1.42 Cr29,278 per sqft",485 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,AJMERA BOULEVARD,NAN,NAN,1,NAN,NAN,Poss. by Dec '26
58,"2 BHK Apartment for Sale in Tricity Natraj, Chembur Mumbai",3.30 Cr,740 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Tricity Natraj,NAN,NAN,2,NAN,NAN,Poss. by Mar '25
59,"2 BHK Apartment for Sale in Godrej Vistas, Vikhroli Mumbai","2.64 Cr24,000 per sqft",856 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Godrej Vistas,NAN,NAN,2,1,NAN,Poss. by Dec '29
60,"3 BHK Apartment for Sale in Narang Vivenda, Malad West Mumbai",4.07 Cr,1401 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Narang Vivenda,NAN,NAN,3,3,NAN,Poss. by Dec '29
61,"3 BHK Apartment for Sale in Rustomjee Seasons, Bandra East Mumbai","5.74 Cr57,673 per sqft",NAN,996 sqft,NAN,NAN,New Property,Unfurnished,NAN,Rustomjee Seasons,NAN,NAN,3,1,NAN,Poss. by Jun '25
62,"2 BHK Apartment for Sale in Godrej Bliss, Kandivali East Mumbai",1.81 Cr,688 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Godrej Bliss,NAN,NAN,2,1,NAN,Poss. by Jan '28
63,"1 BHK Apartment for Sale in Srishti Oasis, Bhandup West Mumbai",89 Lac,425 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Srishti Oasis,NAN,NAN,2,NAN,NAN,Poss. by Dec '27
64,"1 BHK Apartment for Sale in Umiya Oasis, Mira Road Area Mumbai",59 Lac,490 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Umiya Oasis,NAN,NAN,2,3,NAN,Poss. by Dec '25
65,"2 BHK Apartment for Sale in Hubtown Seasons, Chembur Mumbai","2.34 Cr26,621 per sqft",733 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Hubtown Seasons,NAN,NAN,3,1,NAN,Poss. by Jul '24
66,"2 BHK Apartment for Sale in Godrej Vistas, Vikhroli Mumbai","2.80 Cr33,333 per sqft",840 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Godrej Vistas,NAN,NAN,2,1,NAN,Poss. by Dec '29
67,"2 BHK Apartment for Sale in Arihant Sky, Chembur Mumbai","1.50 Cr23,772 per sqft",526 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Arihant Sky,NAN,NAN,2,NAN,NAN,Poss. by Dec '26
68,"2 BHK Apartment for Sale in Laxmi Heights, Kandivali West Mumbai",1.77 Cr,624 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Laxmi Heights,NAN,NAN,2,NAN,NAN,Poss. by Sep '26
69,"1 BHK Apartment for Sale in North Barcelona , Mira Road East Mumbai",75 Lac,426 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,North Barcelona,NAN,NAN,2,3,NAN,Poss. by Jun '26
70,"3 BHK Apartment for Sale in Birla Niyaara, Worli Mumbai","9.04 Cr60,293 per sqft",NAN,1500 sqft,NAN,NAN,New Property,Unfurnished,NAN,Birla Niyaara,NAN,NAN,3,1,NAN,Poss. by Dec '28
71,"Apartment for Sale in The Gateway, Sewri Mumbai","6.70 Cr40,854 per sqft",1444 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,The Gateway,NAN,NAN,3,1,NAN,Poss. by Sep '28
72,"1 BHK Apartment for Sale in Mayfair Virar Gardens, Virar West Mumbai",33 Lac,389 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Mayfair Virar Gardens,NAN,NAN,2,3,NAN,Poss. by Mar '26
73,"1 BHK Apartment for Sale in Gauri Elegance, Malad West Mumbai","80 Lac19,656 per sqft",407 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Gauri Elegance,NAN,NAN,1,NAN,NAN,Poss. by Dec '30
74,"1 BHK Apartment for Sale in Dattakrupa Phase 2A Building 2, Virar West Mumbai","41.4 Lac8,809 per sqft",336 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Dattakrupa Phase 2A Building 2,NAN,NAN,2,3,NAN,Poss. by Mar '25
75,"1 BHK Apartment for Sale in Luxuria, Mira Road East Mumbai",72.4 Lac,426 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Luxuria,NAN,NAN,2,1,NAN,Poss. by Dec '27
76,"3 BHK Apartment for Sale in Dove At L And T Realty Elixir Reserve, Powai Mumbai",3.95 Cr,1040 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Dove At L And T Realty Elixir Reserve,NAN,NAN,2,2,NAN,Poss. by Aug '28
77,"3 BHK Apartment for Sale in Arkade Nest, Mulund West Mumbai","2.40 Cr23,529 per sqft",850 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Arkade Nest,NAN,NAN,3,1,NAN,Poss. by Dec '26
78,"2 BHK Apartment for Sale in Island Cove, Mahim Mumbai","3.19 Cr33,579 per sqft",817 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Island Cove,NAN,NAN,2,1,NAN,Poss. by Aug '28
79,"1 BHK Apartment for Sale in Imperial Splendora, Vasai East Mumbai","39 Lac7,400 per sqft",377 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Imperial Splendora,NAN,NAN,2,3,NAN,Poss. by Dec '25
80,"1 BHK Apartment for Sale in Kalpataru Vivant, Jogeshwari Vikhroli Link Road Mumbai",1.15 Cr,424 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Kalpataru Vivant,NAN,NAN,1,1,NAN,Poss. by Dec '26
81,"2 BHK Apartment for Sale in Rivali Park Moonrise, Borivali East Mumbai","1.90 Cr24,675 per sqft",830 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Rivali Park Moonrise,NAN,NAN,2,NAN,NAN,Poss. by Jun '30
82,"1 BHK Apartment for Sale in DARVESH HORIZON, Dahisar East Mumbai",70 Lac,509 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,DARVESH HORIZON,NAN,NAN,2,2,NAN,Poss. by Dec '24
83,"4 BHK Apartment for Sale in The Address by GS Bandra, Bandra East Mumbai",3.92 Cr,1145 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,The Address by GS Bandra,NAN,NAN,3,2,NAN,Poss. by Jan '30
84,"2 BHK Apartment for Sale in Piramal Revanta, Mulund West Mumbai",1.45 Cr,618 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Piramal Revanta,NAN,NAN,2,1,NAN,Poss. by Nov '28
85,"1 BHK Apartment for Sale in Mauli Pride, Malad East Mumbai",97.4 Lac,380 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Mauli Pride,NAN,NAN,1,1,NAN,Poss. by Jun '26
86,"3 BHK Apartment for Sale in Godrej Reserve, Kandivali East Mumbai",3.10 Cr,1149 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Godrej Reserve,NAN,1 Covered,3,NAN,NAN,Poss. by Jun '30
87,"2 BHK Apartment for Sale in Bellanza Phase 1 Wing A B C at The Prestige City, Mulund West Mumbai",1.51 Cr,758 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Bellanza Phase 1 Wing A B C at The Prestige City,NAN,NAN,2,NAN,NAN,Poss. by Dec '26
88,"2 BHK Apartment for Sale in Piramal Revanta, Mulund West Mumbai",2.49 Cr,822 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Piramal Revanta,NAN,1 Covered,2,NAN,NAN,Poss. by Nov '28
89,"2 BHK Apartment for Sale in Adityaraj Star, Ghatkopar East Mumbai","1.35 Cr20,769 per sqft",560 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Adityaraj Star,NAN,"1 Covered,",2,NAN,NAN,Poss. by Dec '24
90,"3 BHK Apartment for Sale in Piramal Mahalaxmi, Mahalakshmi Mumbai","7.29 Cr48,600 per sqft",1140 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Piramal Mahalaxmi,NAN,NAN,3,NAN,NAN,Poss. by Jun '26
91,"2 BHK Apartment for Sale in Kalpataru Vivant, Jogeshwari Vikhroli Link Road Mumbai",2.55 Cr,618 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Kalpataru Vivant,NAN,1 Covered,2,NAN,NAN,Poss. by Dec '26
92,"2 BHK Apartment for Sale in Simana, Parel Mumbai",3.99 Cr,826 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Simana,NAN,2 Covered,2,NAN,NAN,Poss. by Dec '25
93,"2 BHK Apartment for Sale in Joyville Virar, Virar Mumbai",77.1 Lac,645 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Joyville Virar,NAN,NAN,2,NAN,NAN,Poss. by Mar '25
94,"2 BHK Apartment for Sale in One Meraki, Chembur Mumbai",3.10 Cr,774 sqft,NAN,Ready to Move,NAN,New Property,Semi-Furnished,NAN,One Meraki,NAN,1 Covered,2,NAN,NAN,NAN
95,"3 BHK Apartment for Sale in Rustomjee Crown, Prabhadevi Mumbai","8 Cr51,613 per sqft",1335 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Rustomjee Crown,NAN,NAN,3,NAN,NAN,Poss. by Dec '24
96,"2 BHK Apartment for Sale in Dosti Eastern Bay, Wadala East Mumbai",2.71 Cr,766 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Dosti Eastern Bay,NAN,1 Covered,2,NAN,NAN,Poss. by Sep '27
97,"3 BHK Apartment for Sale in Rustomjee Seasons, Bandra East Mumbai",6.93 Cr,945 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Rustomjee Seasons,NAN,1 Covered,3,NAN,NAN,Poss. by Dec '25
98,"2 BHK Apartment for Sale in Lodha Regalia, Mulund East Mumbai","1.96 Cr24,500 per sqft",710 sqft,NAN,NAN,NAN,New Property,Semi-Furnished,NAN,Lodha Regalia,NAN,1 Covered,2,NAN,NAN,Poss. by May '25
99,"1 BHK Apartment for Sale in Satre Happynest, Kanjurmarg East Mumbai",88.8 Lac,428 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Satre Happynest,NAN,1 Covered,2,NAN,NAN,NAN
100,"2 BHK Apartment for Sale in Shubham Trident, Chembur Mumbai",2.30 Cr,640 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Shubham Trident,NAN,1 Covered,2,NAN,NAN,Poss. by Dec '24
101,"3 BHK Apartment for Sale in Monte South, Byculla Mumbai",6.29 Cr,1339 sqft,NAN,Ready to Move,NAN,New Property,Unfurnished,NAN,Monte South,NAN,NAN,3,NAN,NAN,NAN
102,"2 BHK Apartment for Sale in Paradigm Artteza, Santacruz West Mumbai",3.12 Cr,676 sqft,NAN,Ready to Move,NAN,New Property,Unfurnished,NAN,Paradigm Artteza,NAN,NAN,2,NAN,NAN,NAN
103,"3 BHK Apartment for Sale in Ajmera Manhattan, Wadala Mumbai",2.98 Cr,977 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Ajmera Manhattan,NAN,1 Covered,3,NAN,NAN,Poss. by Jun '27
104,3 BHK Apartment for Sale in Kandivali West Mumbai,3.25 Cr,1021 sqft,NAN,Ready to Move,11 out of 43,New Property,Unfurnished,East,NAN,Freehold,1 Covered,3,NAN,Main Road,NAN
105,"2 BHK Apartment for Sale in Shri Siddhivinayak By DEM, Kandivali West Mumbai",1.45 Cr,611 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Shri Siddhivinayak By DEM,NAN,NAN,2,NAN,NAN,Poss. by Feb '26
106,"3 BHK Apartment for Sale in Aventus Westbrook, Andheri East Mumbai","2.72 Cr24,840 per sqft",953 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Aventus Westbrook,NAN,1 Covered,3,NAN,NAN,Poss. by Dec '24
107,"2 BHK Apartment for Sale in Kanakia Silicon Valley, Powai Mumbai","2.40 Cr19,200 per sqft",669 sqft,NAN,Ready to Move,NAN,New Property,Semi-Furnished,East,Kanakia Silicon Valley,Freehold,1 Covered,2,NAN,"Garden/Park, Main Road",NAN
108,"3 BHK Apartment for Sale in Rustomjee Crown, Prabhadevi Mumbai","8.10 Cr45,000 per sqft",1335 sqft,NAN,NAN,40 out of 68,New Property,Semi-Furnished,North - East,Rustomjee Crown,Freehold,2 Covered,3,NAN,Pool,Poss. by Dec '24
109,"2 BHK Apartment for Sale in Avalon Residency, Goregaon West Mumbai",1.86 Cr,622 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Avalon Residency,NAN,NAN,2,NAN,NAN,Poss. by May '28
110,"1 BHK Apartment for Sale in Aerovista, Andheri East Mumbai",1.04 Cr,370 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Aerovista,NAN,NAN,2,NAN,NAN,Poss. by Dec '24
111,"2 BHK Apartment for Sale in Rustomjee Stella, Bandra East Mumbai","2.63 Cr32,345 per sqft",679 sqft,NAN,NAN,23 out of 23,New Property,Unfurnished,NAN,Rustomjee Stella,NAN,1 Covered,2,NAN,NAN,Poss. by Dec '27
112,"2 BHK Apartment for Sale in Atul Horizon, Bhandup Mumbai",1.35 Cr,630 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Atul Horizon,NAN,1 Covered,2,NAN,NAN,Poss. by Nov '24
113,"1 BHK Apartment for Sale in Om Priyadarshani, Ghatkopar East Mumbai",96 Lac,419 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Om Priyadarshani,NAN,NAN,2,NAN,NAN,Poss. by Sep '26
114,"2 BHK Apartment for Sale in Chandak Treesourus, Malad West Mumbai",2.10 Cr,718 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Chandak Treesourus,NAN,NAN,2,NAN,NAN,Poss. by Dec '27
