,bhk,price_sqft_price,Carpet_Area,SuperArea,Status,Floor,Transaction,Furnishing,facing,Society,Ownership,Car_Parking,Bathroom,Balcony,overlooking,Under_Construction
0,"3 BHK Flat  for Sale in  Puppalguda, Hyderabad","1.61 Cr9,499 per sqft",1050 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,Poss. by Dec '26
1,"2 BHK Flat  for Sale in  Narsingi, Outer Ring Road, Hyderabad","1.36 Cr9,999 per sqft",NAN,1370 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,1,NAN,Poss. by Mar '25
2,"3 BHK Flat  for Sale in  Narsingi, Outer Ring Road, Hyderabad","2.58 Cr9,699 per sqft",NAN,2660 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,3,NAN,NAN,Poss. by Mar '25
3,"3 BHK Flat  for Sale in  Kokapet, Outer Ring Road, Hyderabad","2.64 Cr10,000 per sqft",NAN,2640 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,Poss. by Dec '28
4,"3 BHK Flat  for Sale in  Kompally, Hyderabad","2.15 Cr7,300 per sqft",NAN,2950 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,3,NAN,NAN,Poss. by Dec '25
5,"3 BHK Flat  for Sale in  Kondapur, Hyderabad","1.54 Cr10,253 per sqft",NAN,1502 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,Poss. by Sep '27
6,"2 BHK Flat  for Sale in  Miyapur, NH 9, Hyderabad","1 Cr6,799 per sqft",NAN,1474 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,NAN,NAN,Poss. by Jun '26
7,"2 BHK Flat  for Sale in  Tellapur, Outer Ring Road, Hyderabad","1.50 Cr9,506 per sqft",NAN,1578 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,NAN,NAN,Poss. by Dec '27
8,"3 BHK Flat  for Sale in  Kollur, Outer Ring Road, Hyderabad","1.13 Cr6,200 per sqft",NAN,1835 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,Poss. by Jun '26
9,"3 BHK Flat  for Sale in  Nanakaramguda, Hyderabad","2.64 Cr11,673 per sqft",NAN,2270 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,3,NAN,NAN,Poss. by Jun '26
10,"3 BHK Flat  for Sale in  Quthbullapur, NH 7, Hyderabad","1.07 Cr6,000 per sqft",NAN,1796 sqft,NAN,NAN,New Property,Semi-Furnished,NAN,NAN,NAN,1 Covered,3,NAN,NAN,Poss. by Dec '24
11,"3 BHK Flat  for Sale in  Narsingi, Outer Ring Road, Hyderabad","1.90 Cr11,079 per sqft",NAN,1715 sqft,NAN,33 out of 40,New Property,Unfurnished,West,NAN,Freehold,NAN,3,1,Pool,Poss. by Oct '24
12,"3 BHK Flat  for Sale in  Kokapet, Outer Ring Road, Hyderabad","2.37 Cr9,014 per sqft",NAN,2640 sqft,NAN,20 out of 55,New Property,Unfurnished,North,NAN,Freehold,1 Covered,3,1,Garden/Park,Poss. by Dec '27
13,"3 BHK Flat  for Sale in  Kokapet, Outer Ring Road, Hyderabad","2.44 Cr9,258 per sqft",1848 sqft,NAN,NAN,32 out of 55,New Property,Unfurnished,East,NAN,Freehold,2 Covered,3,1,Garden/Park,Poss. by May '27
14,"3 BHK Flat  for Sale in  Narsingi, Outer Ring Road, Hyderabad","2.25 Cr11,139 per sqft",1400 sqft,NAN,NAN,35 out of 40,Resale,Unfurnished,West,NAN,Freehold,NAN,3,3,"Main Road, Garden/Park",Poss. by Aug '24
15,"2 BHK Flat  for Sale in  Narsingi, Outer Ring Road, Hyderabad","1.52 Cr11,095 per sqft",1370 sqft,NAN,NAN,32 out of 39,New Property,Unfurnished,East,NAN,Freehold,2 Covered,2,1,Main Road,Poss. by Jan '27
16,"3 BHK Flat  for Sale in  Narsingi, Outer Ring Road, Hyderabad","2.20 Cr10,891 per sqft",NAN,2020 sqft,NAN,1 out of 1,New Property,Unfurnished,East,NAN,NAN,NAN,3,1,NAN,Poss. by Mar '25
17,"3 BHK Flat  for Sale in  Narsingi, Outer Ring Road, Hyderabad","1.64 Cr9,600 per sqft",NAN,1715 sqft,NAN,34 out of 39,Resale,Unfurnished,East,NAN,Freehold,NAN,3,1,Garden/Park,Poss. by Dec '24
18,"3 BHK Flat  for Sale in  Narsingi, Outer Ring Road, Hyderabad","2.93 Cr11,015 per sqft",1693 sqft,NAN,NAN,30 out of 40,New Property,Unfurnished,East,NAN,Freehold,NAN,3,2,Main Road,Poss. by Sep '24
19,"3 BHK Flat  for Sale in  Puppalguda, Hyderabad","1.63 Cr9,620 per sqft",1193 sqft,NAN,NAN,28 out of 45,New Property,Unfurnished,East,NAN,Freehold,2 Covered,3,1,Main Road,Poss. by Dec '26
20,"4 BHK Flat  for Sale in  Kokapet, Outer Ring Road, Hyderabad","2.95 Cr9,049 per sqft",3259 sqft,NAN,NAN,17 out of 40,New Property,Unfurnished,West,NAN,Freehold,2 Covered,4,2,"Garden/Park, Pool, Main Road",Poss. by Dec '27
21,"3 BHK Flat  for Sale in  Kokapet, Outer Ring Road, Hyderabad","2.02 Cr10,000 per sqft",2000 sqft,NAN,NAN,30 out of 39,New Property,Unfurnished,East,NAN,Freehold,2 Covered,3,1,"Garden/Park, Main Road",Poss. by Aug '24
22,"3 BHK Flat  for Sale in  Kokapet, Outer Ring Road, Hyderabad","2.37 Cr9,002 per sqft",2640 sqft,NAN,NAN,22 out of 55,New Property,Unfurnished,North,NAN,Freehold,2 Covered,4,2,NAN,Poss. by Jun '28
23,"3 BHK Flat  for Sale in  Narsingi, Outer Ring Road, Hyderabad","2.65 Cr11,349 per sqft",NAN,2335 sqft,NAN,26 out of 39,New Property,Unfurnished,East,NAN,Freehold,NAN,3,2,"Garden/Park, Pool, Main Road",Poss. by Mar '25
24,"3 BHK Flat  for Sale in  Narsingi, Outer Ring Road, Hyderabad","2.20 Cr10,891 per sqft",1236 sqft,NAN,NAN,24 out of 39,Resale,Unfurnished,East,NAN,Freehold,2 Covered,3,2,Main Road,Poss. by Dec '24
25,"2 BHK Flat  for Sale in  Narsingi, Outer Ring Road, Hyderabad","1.30 Cr9,489 per sqft",NAN,1370 sqft,NAN,13 out of 39,Resale,Unfurnished,East,NAN,Freehold,NAN,2,1,"Pool, Garden/Park",Poss. by Aug '24
26,"3 BHK Flat  for Sale in  Narsingi, Outer Ring Road, Hyderabad","2.22 Cr11,000 per sqft",NAN,2020 sqft,NAN,25 out of 29,Resale,Unfurnished,West,NAN,Freehold,2 Covered,3,2,Garden/Park,Poss. by Dec '25
27,"2 BHK Flat  for Sale in  Narsingi, Outer Ring Road, Hyderabad","1.45 Cr10,584 per sqft",NAN,1370 sqft,Ready to Move,4 out of 40,Resale,Unfurnished,West,NAN,NAN,NAN,2,1,Main Road,NAN
28,"3 BHK Flat  for Sale in  Narsingi, Outer Ring Road, Hyderabad","2.15 Cr10,644 per sqft",NAN,2020 sqft,NAN,16 out of 40,Resale,Unfurnished,East,NAN,Freehold,NAN,3,3,"Garden/Park, Pool, Main Road",Poss. by Jun '24
29,"3 BHK Flat  for Sale in  Dews Ville, Manchirevula, Hyderabad","2.30 Cr11,386 per sqft",1700 sqft,NAN,NAN,24 out of 40,New Property,Unfurnished,East,NAN,Freehold,"2 Covered,",3,2,Main Road,Poss. by Sep '24
30,"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad","2.05 Cr10,149 per sqft",2010 sqft,NAN,NAN,4 out of 36,Resale,Unfurnished,East,NAN,Freehold,2 Covered,3,1,Main Road,Poss. by Jan '25
31,3 BHK Apartment for Sale in Puppalguda Hyderabad,"1.70 Cr10,050 per sqft",NAN,1695 sqft,NAN,24 out of 46,New Property,Unfurnished,East,NAN,Freehold,2 Covered,3,1,Garden/Park,Poss. by Dec '26
32,3 BHK Apartment for Sale in Puppal Guda Hyderabad,"1.61 Cr9,530 per sqft",1695 sqft,NAN,NAN,10 out of 24,New Property,Unfurnished,West,NAN,Freehold,2 Covered,4,2,"Garden/Park, Pool, Main Road",Poss. by Dec '26
33,"2 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad","1.50 Cr10,949 per sqft",NAN,1370 sqft,NAN,4 out of 39,Resale,Unfurnished,East,NAN,Freehold,NAN,2,1,Garden/Park,Poss. by Dec '24
34,"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad","2.30 Cr9,850 per sqft",NAN,2335 sqft,Ready to Move,1 out of 40,Resale,Semi-Furnished,West,NAN,Freehold,NAN,3,1,NAN,NAN
35,"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",2.20 Cr,2020 sqft,NAN,NAN,36 out of 39,Resale,Unfurnished,East,NAN,Freehold,1 Covered,3,2,Main Road,NAN
36,"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad","2.14 Cr9,500 per sqft",2000 sqft,NAN,NAN,16 out of 30,New Property,Unfurnished,East,NAN,Freehold,2 Covered,2,1,Main Road,Poss. by Mar '25
37,3 BHK Apartment for Sale in Kondapur Hyderabad,"1.93 Cr9,897 per sqft",NAN,1950 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,Poss. by Sep '27
38,3 BHK Apartment for Sale in Kondapur Hyderabad,"1.67 Cr9,000 per sqft",NAN,1857 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,Poss. by Jul '28
39,2 BHK Apartment for Sale in Kondapur Hyderabad,"1.52 Cr11,500 per sqft",NAN,1325 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,2,NAN,Poss. by Jun '25
40,"2 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad","92.7 Lac6,899 per sqft",NAN,1344 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,2,NAN,Poss. by Jun '27
41,2 BHK Apartment for Sale in Kondapur Hyderabad,"1.52 Cr11,500 per sqft",NAN,1325 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,2,NAN,Poss. by Jun '25
42,2 BHK Apartment for Sale in Jillalguda Hyderabad,"71 Lac6,200 per sqft",NAN,1145 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,2,NAN,Poss. by Dec '24
43,3 BHK Apartment for Sale in Kompally Hyderabad,"1 Cr5,500 per sqft",NAN,1827 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,2,NAN,NAN
44,"2 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad","97.3 Lac6,899 per sqft",NAN,1410 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,NAN,NAN,Poss. by Dec '25
45,"2 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad","83.1 Lac5,999 per sqft",NAN,1385 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,2,NAN,NAN,Poss. by Dec '24
46,"2 BHK Apartment for Sale in Moosapet, NH 9 Hyderabad","1.06 Cr8,499 per sqft",NAN,1250 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,2,NAN,NAN,Poss. by Dec '25
47,3 BHK Apartment for Sale in Kompally Hyderabad,"1.28 Cr6,749 per sqft",NAN,1910 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,Poss. by Mar '25
48,3 BHK Apartment for Sale in Puppalguda Hyderabad,"1.65 Cr8,462 per sqft",NAN,1950 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,Poss. by Mar '26
49,"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad","1.94 Cr7,699 per sqft",NAN,2520 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,Poss. by Dec '25
50,3 BHK Apartment for Sale in Nizampet Hyderabad,"1.43 Cr7,292 per sqft",NAN,1961 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,3,NAN,NAN,Poss. by Oct '28
51,3 BHK Apartment for Sale in Bahadurpally Hyderabad,"74.5 Lac4,699 per sqft",NAN,1585 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,Poss. by Dec '26
52,"3 BHK Apartment for Sale in Somajiguda, NH 9 Hyderabad","3.48 Cr12,894 per sqft",NAN,2699 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,3,NAN,NAN,Poss. by Oct '28
53,"3 BHK Apartment for Sale in Financial District, Nanakram Guda Hyderabad","2.20 Cr10,500 per sqft",NAN,2101 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,2 Covered,3,NAN,NAN,Poss. by Oct '25
54,"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad","1.90 Cr11,079 per sqft",NAN,1715 sqft,NAN,33 out of 40,Resale,Unfurnished,West,NAN,Freehold,NAN,3,NAN,"Pool, Garden/Park",NAN
55,"2 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad","1.60 Cr16,000 per sqft",1370 sqft,NAN,NAN,21 out of 39,Resale,Unfurnished,East,NAN,Freehold,1 Covered,2,1,NAN,Poss. by Apr '25
56,"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad","1.85 Cr10,787 per sqft",NAN,1715 sqft,Ready to Move,1 out of 40,Resale,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,NAN
57,3 BHK Apartment for Sale in Power Welfare Society Hyderabad,"2.37 Cr13,416 per sqft",2640 sqft,NAN,NAN,4 out of 55,Resale,Unfurnished,NAN,NAN,NAN,NAN,3,1,NAN,NAN
58,3 BHK Apartment for Sale in Puppalguda Hyderabad,"1.31 Cr8,799 per sqft",NAN,1500 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,Poss. by Dec '25
59,2 BHK Apartment for Sale in Bandlaguda Jagir Hyderabad,"1 Cr7,000 per sqft",NAN,1430 sqft,Ready to Move,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
60,2 BHK Apartment for Sale in Jawahar Colony Chanda Nagar Hyderabad,"75.6 Lac5,999 per sqft",NAN,1260 sqft,NAN,5 out of 10,New Property,Unfurnished,East,NAN,Freehold,"1 Covered,",2,2,"Garden/Park, Main Road",Poss. by Jun '25
61,"3 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad","86.6 Lac5,400 per sqft",1121 sqft,NAN,NAN,4 out of 5,New Property,Unfurnished,East,NAN,Freehold,2 Covered,3,1,NAN,Poss. by Mar '25
62,"2 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad","74.5 Lac5,799 per sqft",NAN,1285 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,NAN,NAN,Poss. by Dec '25
63,3 BHK Apartment for Sale in Bachupally Hyderabad,"74.5 Lac4,949 per sqft",972 sqft,NAN,NAN,5 out of 9,New Property,Semi-Furnished,East,NAN,Freehold,1 Covered,3,3,Garden/Park,Poss. by Jun '26
64,3 BHK Apartment for Sale in Yapral Hyderabad,"87.2 Lac5,500 per sqft",1500 sqft,NAN,Ready to Move,Upper Basement out of 10,New Property,Semi-Furnished,East,NAN,Freehold,"1 Covered,",3,3,"Garden/Park, Pool, Main Road",NAN
65,"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad","1.34 Cr7,800 per sqft",1128 sqft,NAN,NAN,25 out of 42,New Property,Semi-Furnished,East,NAN,Freehold,2 Covered,3,1,"Garden/Park, Main Road",Poss. by Dec '28
66,"2 BHK Apartment for Sale in Financial District, Nanakram Guda Hyderabad","1.38 Cr9,511 per sqft",1015 sqft,NAN,NAN,4 out of 11,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,3,NAN,Poss. by Mar '25
67,3 BHK Apartment for Sale in Velmala Hyderabad,"71 Lac4,999 per sqft",1100 sqft,NAN,NAN,4 out of 10,New Property,Unfurnished,West,NAN,Freehold,1 Covered,3,2,Garden/Park,Poss. by Dec '25
68,3 BHK Apartment for Sale in Gachibowli Hyderabad,"100 Lac7,199 per sqft",NAN,1389 sqft,NAN,8 out of 8,New Property,Unfurnished,East,NAN,Freehold,"1 Covered,",3,2,Garden/Park,Poss. by Jun '25
69,3 BHK Apartment for Sale in Nizampet Hyderabad,"1.02 Cr8,761 per sqft",1007 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,4,NAN,NAN,Poss. by Dec '25
70,2 BHK Apartment for Sale in Yapral Hyderabad,"73.2 Lac6,000 per sqft",NAN,1220 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,NAN,NAN,Poss. by Jan '26
71,"2 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad","77.7 Lac6,000 per sqft",NAN,1295 sqft,NAN,10 out of 18,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,2,NAN,NAN,Poss. by Dec '26
72,2 BHK Apartment for Sale in Bachupally Hyderabad,"93.9 Lac6,500 per sqft",NAN,1445 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,2,NAN,NAN,Poss. by Jun '28
73,3 BHK Apartment for Sale in Ameenpur Hyderabad,"99.2 Lac5,699 per sqft",NAN,1740 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,3,NAN,NAN,Poss. by Dec '25
74,"3 BHK Apartment for Sale in Gandi Maisamma, Outer Ring Road Hyderabad","1.11 Cr5,887 per sqft",1368 sqft,NAN,NAN,Lower Basement out of 14,New Property,Unfurnished,East,NAN,Freehold,"1 Covered,",3,3,"Garden/Park, Pool, Main Road",Poss. by Dec '24
75,"3 BHK Apartment for Sale in Sanath Nagar, NH 9 Hyderabad",1.71 Cr,1566 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,Poss. by Dec '26
76,3 BHK Apartment for Sale in Yapral Hyderabad,"1.42 Cr6,500 per sqft",NAN,2187 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,NAN,3,NAN,NAN,Poss. by Dec '24
77,2 BHK Apartment for Sale in Patancheruvu Hyderabad,"67.6 Lac5,496 per sqft",980 sqft,NAN,NAN,4 out of 6,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,2,NAN,Poss. by May '25
78,2 BHK Apartment for Sale in Sangareddy Hyderabad,"50 Lac4,167 per sqft",1050 sqft,NAN,Ready to Move,4 out of 5,New Property,Semi-Furnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
79,"2 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad","80.1 Lac6,045 per sqft",1325 sqft,NAN,NAN,1 out of 23,New Property,Unfurnished,West,NAN,Freehold,"1 Covered,",2,1,"Garden/Park, Pool, Main Road",Poss. by Dec '25
80,"3 BHK Apartment for Sale in Gundlapochampally, Outer Ring Road Hyderabad","1.08 Cr5,950 per sqft",1830 sqft,NAN,Ready to Move,5 out of 9,New Property,Unfurnished,East,NAN,Freehold,1 Covered,3,2,Main Road,NAN
81,3 BHK Apartment for Sale in Puppalguda Hyderabad,"1.51 Cr9,999 per sqft",NAN,1514 sqft,NAN,NAN,New Property,Unfurnished,NAN,NAN,NAN,1 Covered,3,NAN,NAN,Poss. by Jun '25
82,"3 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad","1.30 Cr6,863 per sqft",1512 sqft,NAN,NAN,21 out of 24,New Property,Unfurnished,East,NAN,Freehold,"2 Covered,",3,1,"Garden/Park, Main Road",Poss. by Dec '25
83,"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad","2.60 Cr11,135 per sqft",NAN,2335 sqft,NAN,26 out of 39,New Property,Unfurnished,East,NAN,Freehold,NAN,3,1,Main Road,Poss. by Mar '25
84,"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad","2.45 Cr10,493 per sqft",NAN,2335 sqft,NAN,6 out of 30,Resale,Unfurnished,East,NAN,Freehold,NAN,3,1,Main Road,Poss. by Dec '24
85,"4 BHK Apartment for Sale in Somajiguda, NH 9 Hyderabad","5.50 Cr16,784 per sqft",2165 sqft,NAN,NAN,4 out of 16,New Property,Semi-Furnished,East,NAN,Freehold,2 Covered,4,2,"Garden/Park, Pool, Main Road",Poss. by Dec '26
86,"2 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad","90 Lac6,498 per sqft",NAN,1385 sqft,NAN,5 out of 12,Resale,Unfurnished,East,NAN,Co-operative Society,1 Covered,2,2,"Garden/Park, Main Road",Poss. by Oct '24
87,"3 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad","1.16 Cr6,764 per sqft",NAN,1715 sqft,NAN,19 out of 23,Resale,Unfurnished,East,NAN,Freehold,NAN,3,1,Main Road,Poss. by Mar '26
88,3 BHK Apartment for Sale in Osman Nagar Hyderabad,"1.38 Cr7,365 per sqft",NAN,1880 sqft,NAN,5 out of 12,New Property,Unfurnished,North,NAN,Freehold,2 Covered,3,2,Garden/Park,Poss. by Dec '25
89,"3 BHK Apartment for Sale in Somajiguda, NH 9 Hyderabad","3.10 Cr14,954 per sqft",NAN,2073 sqft,NAN,10 out of 15,New Property,Unfurnished,East,NAN,Freehold,2 Covered,3,1,"Garden/Park, Pool, Main Road",Poss. by Dec '26
90,"2 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad","82.4 Lac6,219 per sqft",1100 sqft,NAN,NAN,1 out of 23,New Property,Unfurnished,East,NAN,Freehold,"1 Covered,",2,1,"Garden/Park, Main Road",Poss. by Dec '25
91,"4 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad","4 Cr8,811 per sqft",NAN,4540 sqft,NAN,30 out of 42,New Property,Unfurnished,East,NAN,Freehold,2 Covered,4,NAN,"Pool, Garden/Park, Main Road",Poss. by Apr '27
92,"3 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad","1.45 Cr5,999 per sqft",2000 sqft,NAN,NAN,9 out of 11,New Property,Unfurnished,West,NAN,Freehold,1 Covered,3,2,Main Road,Poss. by Jul '24
93,3 BHK Apartment for Sale in Raj Bhavan Road Hyderabad,"2.95 Cr13,483 per sqft",2188 sqft,NAN,NAN,14 out of 15,New Property,Unfurnished,East,NAN,Freehold,2 Covered,3,1,"Garden/Park, Pool, Main Road",Poss. by Mar '27
94,"3 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad","1.09 Cr6,561 per sqft",NAN,1675 sqft,NAN,4 out of 12,New Property,Unfurnished,East,NAN,Freehold,2 Covered,3,1,"Garden/Park, Main Road",Poss. by Dec '26
95,"2 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad","90 Lac6,667 per sqft",1050 sqft,NAN,NAN,10 out of 23,Resale,Unfurnished,East,NAN,Freehold,"1 Covered,",2,1,Garden/Park,Poss. by May '26
96,"3 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad","1.12 Cr5,999 per sqft",1600 sqft,NAN,NAN,4 out of 11,New Property,Unfurnished,East,NAN,Freehold,1 Covered,3,2,Main Road,Poss. by Aug '24
97,"4 BHK Apartment for Sale in Somajiguda, NH 9 Hyderabad","5 Cr15,253 per sqft",NAN,3278 sqft,NAN,15 out of 22,New Property,Semi-Furnished,East,NAN,Freehold,2 Covered,4,4,"Garden/Park, Pool",Poss. by Dec '26
98,"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad","1.84 Cr7,820 per sqft",1487 sqft,NAN,NAN,12 out of 42,New Property,Unfurnished,East,NAN,Freehold,2 Covered,3,1,"Garden/Park, Main Road",Poss. by Feb '28
99,3 BHK Apartment for Sale in Shamshabad Hyderabad,"1.28 Cr8,050 per sqft",NAN,1590 sqft,NAN,8 out of 14,New Property,Semi-Furnished,East,NAN,Freehold,1 Covered,2,2,NAN,Poss. by Dec '27
100,"3 BHK Apartment for Sale in Moosapet, NH 9 Hyderabad","2.10 Cr8,824 per sqft",NAN,2380 sqft,NAN,14 out of 27,Resale,Unfurnished,East,NAN,Freehold,1 Covered,4,2,"Garden/Park, Main Road",Poss. by Dec '25
101,2 BHK Apartment for Sale in Bachupally Hyderabad,"63 Lac5,575 per sqft",NAN,1130 sqft,NAN,5 out of 10,New Property,Unfurnished,West,NAN,Freehold,NAN,2,1,Main Road,Poss. by Aug '24
102,"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad","2.60 Cr11,135 per sqft",NAN,2335 sqft,NAN,25 out of 39,New Property,Unfurnished,East,NAN,Freehold,NAN,3,2,Main Road,Poss. by Oct '24
103,"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad","2.50 Cr10,707 per sqft",2335 sqft,NAN,NAN,32 out of 39,New Property,Unfurnished,East,NAN,Freehold,"2 Covered,",3,2,"Garden/Park, Pool, Main Road",Poss. by Oct '24
104,"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad","2.70 Cr10,150 per sqft",NAN,2660 sqft,Ready to Move,9 out of 36,Resale,Unfurnished,West,NAN,Freehold,2 Covered,3,2,Garden/Park,NAN
105,"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad","2.28 Cr9,800 per sqft",2000 sqft,NAN,NAN,20 out of 21,Resale,Unfurnished,East,NAN,Freehold,2 Covered,3,1,"Pool, Garden/Park, Main Road",Poss. by Nov '24
106,"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad","2.50 Cr10,707 per sqft",NAN,2335 sqft,NAN,22 out of 39,Resale,Unfurnished,West,NAN,Freehold,NAN,3,1,"Pool, Garden/Park, Main Road",Poss. by Jun '24
107,"2 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad","1.50 Cr10,949 per sqft",NAN,1370 sqft,NAN,4 out of 36,Resale,Unfurnished,East,NAN,Freehold,NAN,2,1,"Pool, Garden/Park, Main Road",Poss. by Nov '24
108,"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad","2.55 Cr10,921 per sqft",NAN,2335 sqft,NAN,26 out of 39,Resale,Unfurnished,NAN,NAN,NAN,NAN,3,2,NAN,Poss. by Oct '24
109,"3 BHK Apartment for Sale in Moosapet, NH 9 Hyderabad","1.84 Cr9,000 per sqft",NAN,2050 sqft,NAN,8 out of 28,New Property,Unfurnished,West,NAN,Freehold,NAN,3,1,"Pool, Garden/Park, Main Road",Poss. by Mar '25
110,"2 BHK Apartment for Sale in Moosapet, NH 9 Hyderabad","1.15 Cr9,200 per sqft",980 sqft,NAN,NAN,6 out of 35,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,1,Main Road,Poss. by Dec '25
111,"3 BHK Apartment for Sale in Umdanagar, Rajendra Nagar Hyderabad","1.40 Cr7,376 per sqft",1342 sqft,NAN,NAN,23 out of 42,New Property,Unfurnished,North,NAN,Freehold,2 Covered,3,1,"Garden/Park, Pool, Main Road",Poss. by Oct '28
112,"3 BHK Apartment for Sale in Jyothi Rao Pule Colony, Serilingampally Hyderabad","1.80 Cr9,052 per sqft",NAN,1991 sqft,NAN,22 out of 42,New Property,Unfurnished,East,NAN,Freehold,"2 Covered,",3,1,"Garden/Park, Main Road",Poss. by Dec '27
